sorted_pairs	mappingID1	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff	source	Label1	Label2
1289_1458	1289	1458	*	*	Metabolic Transformation	Solid	*	*							KEGG	1-methylnicotinamide	N1-methyl-2-pyridone-5-carboxamide
128_1348	1348	128	*	*	Unknown	Solid							*		HMDB	GDP	Arhgef7
128_1381	1381	128	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef7
1291_1395	1291	1395	*	*	Metabolic Transformation	Solid							*	*	KEGG	Hydroxyproline	NADH
1296_1350	1350	1296	*	*	Metabolic Transformation	Solid						*			KEGG	Acetyl-CoA	N-acetylaspartate
129_1381	1381	129	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef9
12_1228	1228	12	*	*	Enzyme	Solid					*				HMDB	Glutamic acid	Aass
1302_1350	1350	1302	*	*	Metabolic Transformation	Solid								*	KEGG	Acetyl-CoA	acetylcholine
130_967	967	130	*	*	Enzyme or transporter	Solid	*								Reactome	HexCer(d42:0-OH)_M+H2CO2_feature1	Arsa
1326_1393	1326	1393	*	*	Metabolic Transformation	Solid	*								KEGG	fructose 1,6-biphosphate	dihydroxyacetone phosphate
132_1279	1279	132	*	*	Unknown	Solid		*							HMDB	Arginine	Art3
132_1383	1383	132	*	*	Unknown	Solid						*	*		HMDB	Niacinamide	Art3
1333_1393	1333	1393	*	*	Metabolic Transformation	Solid	*								KEGG	glyceraldehyde-3-phosphate	dihydroxyacetone phosphate
1333_1405	1333	1405	*	*	Metabolic Transformation	Solid	*								KEGG	glyceraldehyde-3-phosphate	ribose 5-phosphate
133_1279	1279	133	*	*	Unknown	Solid		*							HMDB	Arginine	Art4
133_1383	1383	133	*	*	Unknown	Solid						*	*		HMDB	Niacinamide	Art4
1343_1405	1343	1405	*	*	Metabolic Transformation	Solid	*								KEGG	ADP-ribose	ribose 5-phosphate
1348_1381	1348	1381	*	*	Metabolic Transformation	Solid	*	*					*		KEGG	GDP	GMP
1348_1388	1388	1348	*	*	Metabolic Transformation	Solid				*					KEGG	coenzyme A	GDP
1350_1388	1350	1388	*	*	Metabolic Transformation	Solid				*					KEGG	Acetyl-CoA	coenzyme A
1352_1393	1352	1393	*	*	Metabolic Transformation	Solid	*				*				KEGG	FAD	dihydroxyacetone phosphate
135_1295	1295	135	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Asah1
135_1464	1464	135	*	*	Enzyme	Solid			*						HMDB	phytosphingosine	Asah1
135_967	967	135	*	*	Enzyme	Solid	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Asah1
1365_1561	1561	1365	*	*	Metabolic Transformation	Solid	*								KEGG	sedoheptulose-7-phosphate	erythrose 4-phosphate
136_1295	1295	136	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Asah2
136_967	967	136	*	*	Enzyme	Solid	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Asah2
137_1224	1224	137	*	*	Enzyme	Solid		*				*			KEGG	Fumaric acid	Asl
137_1279	1279	137	*	*	Enzyme	Solid		*				*			KEGG, HMDB	Arginine	Asl
1381_1406	1406	1381	*	*	Metabolic Transformation	Solid	*	*					*		KEGG	XMP	GMP
1382_1395	1382	1395	*	*	Metabolic Transformation	Solid	*								KEGG	hexose phosphate	NADH
1382_1403	1403	1382	*	*	Metabolic Transformation	Solid	*								KEGG	dATP	hexose phosphate
1388_1393	1393	1388	*	*	Metabolic Transformation	Solid	*			*					KEGG	dihydroxyacetone phosphate	coenzyme A
1388_1395	1388	1395	*	*	Metabolic Transformation	Solid				*					KEGG	coenzyme A	NADH
1388_1426	1426	1388	*	*	Metabolic Transformation	Solid				*					KEGG	CoA(6:0)	coenzyme A
1388_1463	1463	1388	*	*	Metabolic Transformation	Solid				*					KEGG	CoA(20:0)	coenzyme A
1388_1464	1464	1388	*	*	Metabolic Transformation	Solid			*	*					KEGG	phytosphingosine	coenzyme A
138_1228	1228	138	*	*	Enzyme	Solid					*				KEGG, HMDB	Glutamic acid	Asns
138_1241	1241	138	*	*	Enzyme	Solid	*				*				KEGG, HMDB	Aspartic acid	Asns
138_1284	1284	138	*	*	Enzyme	Solid			*	*	*				KEGG, HMDB	Glutamine	Asns
139_1241	1241	139	*	*	Enzyme	Solid	*				*				KEGG, HMDB	Aspartic acid	Aspa
139_1295	1295	139	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Aspa
139_1296	1296	139	*	*	Enzyme	Solid						*			KEGG	N-acetylaspartate	Aspa
13_1214	1214	13	*	*	Enzyme	Solid					*				KEGG, HMDB	gamma-Amino-N-butyric-acid	Abat
13_1228	1228	13	*	*	Enzyme	Solid					*				KEGG, HMDB	Glutamic acid	Abat
1405_1561	1561	1405	*	*	Metabolic Transformation	Solid	*								KEGG	sedoheptulose-7-phosphate	ribose 5-phosphate
140_1207	1207	140	*	*	Enzyme	Solid					*				KEGG, HMDB	sn-Glycero-3-phosphocholine	Aspg
140_1241	1241	140	*	*	Enzyme	Solid	*				*				KEGG, HMDB	Aspartic acid	Aspg
140_1295	1295	140	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Aspg
140_970	970	140	*	*	Enzyme	Solid					*				KEGG	LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	Aspg
140_974	974	140	*	*	Enzyme	Solid	*				*				KEGG	PC(36:3)_feature5	Aspg
141_1241	1241	141	*	*	Unknown	Solid	*				*				HMDB	Aspartic acid	Asph
141_1259	1259	141	*	*	Unknown	Solid							*		HMDB	Succinic acid	Asph
142_1241	1241	142	*	*	Enzyme	Solid	*				*	*			KEGG, HMDB	Aspartic acid	Ass1
142_1279	1279	142	*	*	Enzyme	Solid		*				*			HMDB	Arginine	Ass1
142_1306	1306	142	*	*	Enzyme	Solid						*			KEGG, HMDB	Citrulline	Ass1
143_974	974	143	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp10a
143_977	977	143	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp10a
145_974	974	145	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp10d
145_977	977	145	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp10d
146_974	974	146	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp11a
146_977	977	146	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp11a
147_974	974	147	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp11b
147_977	977	147	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp11b
148_974	974	148	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp11c
148_977	977	148	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp11c
149_974	974	149	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp8a1
149_977	977	149	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8a1
14_974	974	14	*	*	Enzyme or transporter	Solid	*				*				Reactome	PC(36:3)_feature5	Abca3
14_976	976	14	*	*	Enzyme or transporter	Solid			*	*	*		*	*	Reactome	PG(36:2)>PG(18:0_18:2)_feature2	Abca3
150_974	974	150	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp8a2
150_977	977	150	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8a2
151_974	974	151	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp8b1
151_977	977	151	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8b1
152_974	974	152	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp8b2
152_977	977	152	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8b2
15_1388	1388	15	*	*	Enzyme	Solid	*			*					KEGG, HMDB	coenzyme A	Abhd5
15_973	973	15	*	*	Enzyme	Solid	*								KEGG	PA(34:1)_M+NH3_feature1	Abhd5
161_848	848	161	*	*	Others	Solid					*				Reactome	Sdc1	B3galt6
163_848	848	163	*	*	Others	Solid					*				Reactome	Sdc1	B4galt7
165_1225	1225	165	*	*	Enzyme	Solid			*			*		*	HMDB	Glycocholic acid	Baat
165_1388	1388	165	*	*	Enzyme	Solid				*					KEGG, HMDB	coenzyme A	Baat
165_1426	1426	165	*	*	Enzyme	Solid				*					HMDB	CoA(6:0)	Baat
165_964	964	165	*	*	Enzyme	Solid					*	*			KEGG	CE(18:1)_feature1	Baat
166_1259	1259	166	*	*	Unknown	Solid							*		HMDB	Succinic acid	Bbox1
166_1355	1355	166	*	*	Unknown	Solid	*	*		*					HMDB	spermine	Bbox1
167_848	848	167	*	*	SameComplex	Solid					*		*		Reactome	Sdc1	Bcan
169_1188	1188	169	*	*	Enzyme	Solid								*	HMDB	ketoisovalerate	Bcat2
169_1228	1228	169	*	*	Enzyme	Solid					*				KEGG, HMDB	Glutamic acid	Bcat2
16_1381	1381	16	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Abi1
170_1210	1210	170	*	*	Enzyme	Solid	*	*			*				HMDB	Choline	Bche
170_1295	1295	170	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Bche
171_1188	1188	171	*	*	Unknown	Solid								*	HMDB	ketoisovalerate	Bckdha
171_1426	1426	171	*	*	Unknown	Solid				*					HMDB	CoA(6:0)	Bckdha
172_1188	1188	172	*	*	Enzyme	Solid								*	HMDB	ketoisovalerate	Bckdhb
172_1426	1426	172	*	*	Enzyme	Solid				*					HMDB	CoA(6:0)	Bckdhb
173_1395	1395	173	*	*	Unknown	Solid	*								HMDB	NADH	Bdh1
173_974	974	173	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Bdh1
174_848	848	174	*	*	SameComplex	Solid					*				Reactome	Sdc1	Bgn
178_966	966	178	*	*	Unknown	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Braf
17_1388	1388	17	*	*	Enzyme	Solid				*					KEGG	coenzyme A	Acaa1a
17_1426	1426	17	*	*	Enzyme	Solid				*					KEGG	CoA(6:0)	Acaa1a
182_1205	1205	182	*	*	Unknown	Solid	*								HMDB	CTP	Cad
182_1228	1228	182	*	*	Unknown	Solid					*				HMDB	Glutamic acid	Cad
182_1241	1241	182	*	*	Unknown	Solid	*				*				HMDB	Aspartic acid	Cad
182_1265	1265	182	*	*	Unknown	Solid	*	*				*	*	*	HMDB	UTP	Cad
182_1284	1284	182	*	*	Unknown	Solid			*	*	*				HMDB	Glutamine	Cad
183_1205	1205	183	*	*	Unknown	Solid	*								HMDB	CTP	Cant1
183_1265	1265	183	*	*	Unknown	Solid	*	*				*	*	*	HMDB	UTP	Cant1
183_1381	1381	183	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Cant1
184_1197	1197	184	*	*	Unknown	Solid							*		HMDB	beta-Alanine	Carns1
184_1214	1214	184	*	*	Unknown	Solid					*		*		HMDB	gamma-Amino-N-butyric-acid	Carns1
184_1238	1238	184	*	*	Unknown	Solid			*	*			*		HMDB	Histidine	Carns1
184_1279	1279	184	*	*	Unknown	Solid		*					*		HMDB	Arginine	Carns1
185_1281	1281	185	*	*	Enzyme	Solid			*		*		*	*	KEGG, HMDB	Cysteine	Cbs
187_1381	1381	187	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Ccpg1
188_1464	1464	188	*	*	Enzyme	Solid			*						HMDB	phytosphingosine	Cd1d1
188_967	967	188	*	*	Enzyme	Solid	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Cd1d1
188_979	979	188	*	*	Enzyme	Solid					*		*	*	HMDB	SM(d34:1)	Cd1d1
189_1381	1381	189	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Cdc42
190_966	966	190	*	*	Enzyme	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cdc42bpa
191_966	966	191	*	*	Enzyme	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cdc42bpb
192_966	966	192	*	*	Unknown	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cdc42bpg
194_1205	1205	194	*	*	Enzyme	Solid	*		*						KEGG, HMDB	CTP	Cds1
194_966	966	194	*	*	Unknown	Solid			*		*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cds1
194_973	973	194	*	*	Enzyme	Solid			*						KEGG	PA(34:1)_M+NH3_feature1	Cds1
195_1205	1205	195	*	*	Enzyme	Solid	*								HMDB	CTP	Cds2
195_966	966	195	*	*	Enzyme	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cds2
196_1295	1295	196	*	*	Unknown	Solid							*		HMDB	FA(14:0)	Cel
196_964	964	196	*	*	Unknown	Solid					*	*			HMDB	CE(18:1)_feature1	Cel
196_966	966	196	*	*	Enzyme	Solid					*		*	*	KEGG, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cel
196_980	980	196	*	*	Enzyme	Solid					*	*			KEGG, HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Cel
197_1210	1210	197	*	*	Unknown	Solid	*	*			*				HMDB	Choline	Cept1
197_966	966	197	*	*	Enzyme	Solid					*		*	*	Reactome, KEGG	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cept1
197_974	974	197	*	*	Enzyme	Solid	*				*				Reactome, KEGG, HMDB	PC(36:3)_feature5	Cept1
197_975	975	197	*	*	Enzyme	Solid					*				Reactome, KEGG	PE(34:3)>PE(16:0_18:3)_feature2	Cept1
198_1388	1388	198	*	*	Enzyme	Solid				*					HMDB	coenzyme A	Cers1
198_967	967	198	*	*	Enzyme	Solid	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Cers1
199_1388	1388	199	*	*	Enzyme	Solid				*					KEGG	coenzyme A	Cers4
199_1464	1464	199	*	*	Enzyme	Solid			*						KEGG	phytosphingosine	Cers4
19_1245	1245	19	*	*	Enzyme	Solid					*				KEGG	Oleic acid	Acaa2
19_1250	1250	19	*	*	Enzyme	Solid					*				KEGG	FA(16:0)	Acaa2
19_1298	1298	19	*	*	Enzyme	Solid					*				KEGG	FA(18:0)	Acaa2
19_1350	1350	19	*	*	Enzyme	Solid					*				KEGG, HMDB	Acetyl-CoA	Acaa2
19_1356	1356	19	*	*	Enzyme	Solid					*				HMDB	spermidine	Acaa2
19_1388	1388	19	*	*	Enzyme	Solid				*	*				KEGG, HMDB	coenzyme A	Acaa2
19_1418	1418	19	*	*	Enzyme	Solid					*				KEGG	FA(20:0)	Acaa2
19_1426	1426	19	*	*	Enzyme	Solid				*	*				KEGG, HMDB	CoA(6:0)	Acaa2
19_1463	1463	19	*	*	Enzyme	Solid					*				KEGG, HMDB	CoA(20:0)	Acaa2
200_1388	1388	200	*	*	Unknown	Solid				*					HMDB	coenzyme A	Cers5
200_967	967	200	*	*	Unknown	Solid	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Cers5
203_1210	1210	203	*	*	Unknown	Solid	*	*			*				HMDB	Choline	Chdh
203_1352	1352	203	*	*	Unknown	Solid					*				HMDB	FAD	Chdh
203_1355	1355	203	*	*	Unknown	Solid	*	*		*					HMDB	spermine	Chdh
205_1210	1210	205	*	*	Enzyme	Solid	*	*			*				HMDB	Choline	Chka
205_974	974	205	*	*	Enzyme	Solid	*				*				HMDB	PC(36:3)_feature5	Chka
206_1210	1210	206	*	*	Enzyme	Solid	*	*			*				Reactome, KEGG, HMDB	Choline	Chkb
206_1229	1229	206	*	*	Enzyme	Solid	*								Reactome, KEGG	Ethanolamine	Chkb
206_1253	1253	206	*	*	Enzyme	Solid	*								Reactome, KEGG, HMDB	Phosphoethanolamine	Chkb
206_1408	1408	206	*	*	Enzyme	Solid	*								KEGG	phosphocholine	Chkb
207_966	966	207	*	*	Enzyme	Solid					*		*	*	Reactome, KEGG, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Chpt1
207_974	974	207	*	*	Enzyme	Solid	*				*				Reactome, KEGG, HMDB	PC(36:3)_feature5	Chpt1
209_964	209	964	*	*	SameComplex	Solid					*	*			Reactome	Cidea	CE(18:1)_feature1
209_980	209	980	*	*	SameComplex	Solid					*	*			Reactome	Cidea	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
20_1426	1426	20	*	*	Enzyme	Solid				*					HMDB	CoA(6:0)	Acad11
210_964	210	964	*	*	SameComplex	Solid					*	*			Reactome	Cidec	CE(18:1)_feature1
210_980	210	980	*	*	SameComplex	Solid					*	*			Reactome	Cidec	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
211_1228	1228	211	*	*	Enzyme	Solid					*				KEGG	Glutamic acid	Cisd1
211_1281	1281	211	*	*	Enzyme	Solid			*				*	*	KEGG	Cysteine	Cisd1
212_966	966	212	*	*	Unknown	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cit
214_1219	1219	214	*	*	Enzyme	Solid			*	*					KEGG	Glutathione	Clic1
214_1435	1435	214	*	*	Enzyme	Solid							*		KEGG	oxidized glutathione	Clic1
215_1350	1350	215	*	*	Enzyme	Solid		*							KEGG, HMDB	Acetyl-CoA	Clock
215_1388	1388	215	*	*	Enzyme	Solid		*		*					KEGG, HMDB	coenzyme A	Clock
216_1388	1388	216	*	*	Enzyme	Solid				*					KEGG	coenzyme A	Clybl
217_1205	1205	217	*	*	Enzyme	Solid	*								KEGG	CTP	Cmpk1
217_1265	1265	217	*	*	Enzyme	Solid	*	*				*	*	*	KEGG	UTP	Cmpk1
218_1214	1214	218	*	*	Enzyme	Solid					*				KEGG	gamma-Amino-N-butyric-acid	Cndp1
218_1238	1238	218	*	*	Enzyme	Solid			*	*			*		KEGG	Histidine	Cndp1
219_1214	1214	219	*	*	Enzyme	Solid					*				KEGG	gamma-Amino-N-butyric-acid	Cndp2
219_1238	1238	219	*	*	Enzyme	Solid			*	*			*		KEGG	Histidine	Cndp2
21_1352	1352	21	*	*	Unknown	Solid					*				HMDB	FAD	Acad8
21_1426	1426	21	*	*	Unknown	Solid				*					HMDB	CoA(6:0)	Acad8
220_222	220	222	*	*	Others	Solid			*						Reactome	Coa3	Coq10b
220_975	220	975	*	*	SameComplex	Solid					*				Reactome	Coa3	PE(34:3)>PE(16:0_18:3)_feature2
221_975	975	221	*	*	Enzyme or transporter	Solid					*				Reactome	PE(34:3)>PE(16:0_18:3)_feature2	Coq10a
222_224	224	222	*	*	Others	Solid			*						Reactome	Cox14	Coq10b
222_227	227	222	*	*	Others	Solid			*						Reactome	Cox4i1	Coq10b
222_229	229	222	*	*	Others	Solid			*						Reactome	Cox5a	Coq10b
222_235	235	222	*	*	Others	Solid			*						Reactome	Cox6c	Coq10b
222_238	238	222	*	*	Others	Solid			*						Reactome	Cox7b	Coq10b
222_239	239	222	*	*	Others	Solid			*						Reactome	Cox7c	Coq10b
222_240	240	222	*	*	Others	Solid			*						Reactome	Cox8a	Coq10b
222_562	562	222	*	*	Others	Solid			*						Reactome	Mt-co1	Coq10b
222_563	563	222	*	*	Others	Solid			*						Reactome	Mt-co2	Coq10b
222_906	906	222	*	*	Others	Solid			*						Reactome	Surf4	Coq10b
222_917	917	222	*	*	Others	Solid			*						Reactome	Timm21	Coq10b
222_975	975	222	*	*	Enzyme or transporter	Solid			*		*				Reactome	PE(34:3)>PE(16:0_18:3)_feature2	Coq10b
223_975	975	223	*	*	Enzyme or transporter	Solid					*				Reactome	PE(34:3)>PE(16:0_18:3)_feature2	Cox11
224_975	224	975	*	*	SameComplex	Solid					*				Reactome	Cox14	PE(34:3)>PE(16:0_18:3)_feature2
225_975	975	225	*	*	Enzyme or transporter	Solid					*				Reactome	PE(34:3)>PE(16:0_18:3)_feature2	Cox15
226_975	975	226	*	*	Enzyme or transporter	Solid					*				Reactome	PE(34:3)>PE(16:0_18:3)_feature2	Cox16
227_505	505	227	*	*	Others	Solid							*		Reactome	LOC100363502	Cox4i1
227_975	227	975	*	*	SameComplex	Solid					*				Reactome	Cox4i1	PE(34:3)>PE(16:0_18:3)_feature2
229_505	505	229	*	*	Others	Solid							*		Reactome	LOC100363502	Cox5a
229_975	229	975	*	*	SameComplex	Solid					*				Reactome	Cox5a	PE(34:3)>PE(16:0_18:3)_feature2
22_1352	1352	22	*	*	Unknown	Solid					*				HMDB	FAD	Acad9
22_1426	1426	22	*	*	Unknown	Solid				*					HMDB	CoA(6:0)	Acad9
230_505	505	230	*	*	Others	Solid							*		Reactome	LOC100363502	Cox5b
231_505	505	231	*	*	Others	Solid							*		Reactome	LOC100363502	Cox6a1
233_505	505	233	*	*	Others	Solid							*		Reactome	LOC100363502	Cox6b1
235_505	505	235	*	*	Others	Solid							*		Reactome	LOC100363502	Cox6c
235_975	235	975	*	*	SameComplex	Solid					*				Reactome	Cox6c	PE(34:3)>PE(16:0_18:3)_feature2
236_505	505	236	*	*	Others	Solid							*		Reactome	LOC100363502	Cox7a2l
237_505	505	237	*	*	Others	Solid							*		Reactome	LOC100363502	Cox7a2l2
238_505	505	238	*	*	Others	Solid							*		Reactome	LOC100363502	Cox7b
238_975	238	975	*	*	SameComplex	Solid					*				Reactome	Cox7b	PE(34:3)>PE(16:0_18:3)_feature2
239_505	505	239	*	*	Others	Solid							*		Reactome	LOC100363502	Cox7c
239_975	239	975	*	*	SameComplex	Solid					*				Reactome	Cox7c	PE(34:3)>PE(16:0_18:3)_feature2
23_1352	1352	23	*	*	Unknown	Solid					*				HMDB	FAD	Acadl
23_1426	1426	23	*	*	Unknown	Solid				*					HMDB	CoA(6:0)	Acadl
240_505	505	240	*	*	Others	Solid							*		Reactome	LOC100363502	Cox8a
240_975	975	240	*	*	SameComplex	Solid					*				Reactome	PE(34:3)>PE(16:0_18:3)_feature2	Cox8a
242_1219	1219	242	*	*	Enzyme	Solid			*	*					KEGG	Glutathione	Cp
242_1435	1435	242	*	*	Enzyme	Solid							*		KEGG	oxidized glutathione	Cp
243_1388	1388	243	*	*	Enzyme	Solid				*					HMDB	coenzyme A	Cpt1a
243_980	980	243	*	*	Enzyme	Solid					*	*			HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Cpt1a
244_1295	1295	244	*	*	Unknown	Solid							*		HMDB	FA(14:0)	Cpt1b
244_1388	1388	244	*	*	Enzyme	Solid				*					HMDB	coenzyme A	Cpt1b
244_980	980	244	*	*	Enzyme	Solid					*	*			HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Cpt1b
245_1388	1388	245	*	*	Enzyme	Solid				*					HMDB	coenzyme A	Cpt2
245_980	980	245	*	*	Enzyme	Solid					*	*			HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Cpt2
246_976	976	246	*	*	Enzyme or transporter	Solid			*	*	*		*	*	Reactome	PG(36:2)>PG(18:0_18:2)_feature2	Crls1
247_1283	1283	247	*	*	Enzyme	Solid	*	*		*	*	*	*	*	HMDB	FA(12:0)	Crot
247_1388	1388	247	*	*	Enzyme	Solid	*	*		*	*	*	*	*	KEGG, HMDB	coenzyme A	Crot
248_1352	1352	248	*	*	Unknown	Solid	*				*				HMDB	FAD	Cry1
249_1241	1241	249	*	*	Enzyme	Solid	*				*				KEGG	Aspartic acid	Csad
24_1352	1352	24	*	*	Enzyme	Solid					*				KEGG, HMDB	FAD	Acadm
24_1426	1426	24	*	*	Enzyme	Solid				*					KEGG, HMDB	CoA(6:0)	Acadm
251_848	848	251	*	*	SameComplex	Solid					*				Reactome	Sdc1	Cspg4
255_1381	1381	255	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Ctnnal1
256_1205	1205	256	*	*	Unknown	Solid	*								HMDB	CTP	Ctps1
256_1228	1228	256	*	*	Unknown	Solid					*				HMDB	Glutamic acid	Ctps1
256_1265	1265	256	*	*	Unknown	Solid	*	*				*	*	*	HMDB	UTP	Ctps1
256_1284	1284	256	*	*	Unknown	Solid			*	*	*				HMDB	Glutamine	Ctps1
257_1205	1205	257	*	*	Enzyme	Solid	*								KEGG, HMDB	CTP	Ctps2
257_1228	1228	257	*	*	Enzyme	Solid					*				KEGG, HMDB	Glutamic acid	Ctps2
257_1265	1265	257	*	*	Enzyme	Solid	*	*				*	*	*	KEGG, HMDB	UTP	Ctps2
257_1284	1284	257	*	*	Enzyme	Solid			*	*	*				KEGG, HMDB	Glutamine	Ctps2
258_1352	1352	258	*	*	Unknown	Solid	*		*		*				HMDB	FAD	Cyb5r3
258_1395	1395	258	*	*	Unknown	Solid	*		*						HMDB	NADH	Cyb5r3
259_505	505	259	*	*	Others	Solid							*		Reactome	LOC100363502	Cyc1
25_1352	1352	25	*	*	Enzyme	Solid					*				KEGG, HMDB	FAD	Acads
25_1426	1426	25	*	*	Enzyme	Solid				*					KEGG, HMDB	CoA(6:0)	Acads
262_966	966	262	*	*	Enzyme	Solid					*		*	*	KEGG	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Daglb
262_980	980	262	*	*	Enzyme	Solid					*	*			KEGG	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Daglb
263_1291	1291	263	*	*	Unknown	Solid							*	*	HMDB	Hydroxyproline	Dao
263_1352	1352	263	*	*	Unknown	Solid					*				HMDB	FAD	Dao
264_1388	1388	264	*	*	Enzyme	Solid				*					HMDB	coenzyme A	Dbt
264_1426	1426	264	*	*	Enzyme	Solid				*					HMDB	CoA(6:0)	Dbt
265_848	848	265	*	*	SameComplex	Solid					*				Reactome	Sdc1	Dcn
266_1238	1238	266	*	*	Enzyme	Solid			*	*			*		HMDB	Histidine	Ddc
266_1310	1310	266	*	*	Enzyme	Solid					*				HMDB	Tryptophan	Ddc
267_1381	1381	267	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Def6
268_1277	1277	268	*	*	Enzyme	Solid							*	*	KEGG, HMDB	vitamin A	Dgat1
268_1388	1388	268	*	*	Enzyme	Solid				*					KEGG, HMDB	coenzyme A	Dgat1
268_1426	1426	268	*	*	Enzyme	Solid				*					HMDB	CoA(6:0)	Dgat1
268_966	966	268	*	*	Enzyme	Solid					*		*	*	Reactome, KEGG, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Dgat1
268_980	980	268	*	*	Enzyme	Solid					*	*			Reactome, KEGG, HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Dgat1
269_1277	1277	269	*	*	Enzyme	Solid							*	*	KEGG, HMDB	vitamin A	Dgat2
269_1388	1388	269	*	*	Enzyme	Solid				*					KEGG, HMDB	coenzyme A	Dgat2
269_1426	1426	269	*	*	Enzyme	Solid				*					HMDB	CoA(6:0)	Dgat2
269_966	966	269	*	*	Enzyme	Solid					*		*	*	Reactome, KEGG, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Dgat2
269_980	980	269	*	*	Enzyme	Solid					*	*			Reactome, KEGG, HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Dgat2
26_1352	1352	26	*	*	Enzyme	Solid					*				KEGG, HMDB	FAD	Acadsb
26_1426	1426	26	*	*	Enzyme	Solid				*					KEGG, HMDB	CoA(6:0)	Acadsb
