sorted_pairs	ReactionID	type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	Entity1	Entity2	EdgeColor	Direction	concordant	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
17256_P21588	R-RNO-109278	output	catalyst	17256	P21588	R-RNO-109278	Metabolite_GeneProduct	dA [extracellular region]	NT5E [plasma membrane]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Solid	*	*						
17256_Q920P6	R-RNO-74241	input	catalyst	17256	Q920P6	R-RNO-74241	Metabolite_GeneProduct	dA [cytosol]	ADA [cytosol]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid	*	*						
17336_D4A227	R-RNO-8848355	output	catalyst	17336	D4A227	R-RNO-8848355	Metabolite_GeneProduct	atROL [cytosol]	Pnpla4 [cytosol]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid							*	*
17336_P02696	R-RNO-2404137, R-RNO-2404142, R-RNO-2404144, R-RNO-2855259, R-RNO-2404137, R-RNO-2404144	input	output	17336	P02696	R-RNO-2404137, R-RNO-2404142, R-RNO-2404144, R-RNO-2855259	Metabolite_GeneProduct	atROL [cytosol]	RBP1 [cytosol]	*		*	*	*		Complex, SimpleEntity	EntityWithAccessionedSequence, Complex	SameComplex	input_output		Solid							*	*
17336_P02767	R-RNO-2404134	output	output	P02767	17336	R-RNO-2404134	Metabolite_GeneProduct	TTR [extracellular region]	atROL [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	output_output		Solid					*		*	*
17336_P04916	R-RNO-2404134, R-RNO-2404135	input	input	17336	P04916	R-RNO-2404134, R-RNO-2404135	Metabolite_GeneProduct	atROL [extracellular region]	RBP4(19-201) [extracellular region]	*		*	*	*		Complex, SimpleEntity	Complex, EntityWithAccessionedSequence	SameComplex	input_input		Solid							*	*
17336_P14630	R-RNO-5246478	input	input	P14630	17336	R-RNO-5246478	Metabolite_GeneProduct	APOM [extracellular region]	atROL [extracellular region]		*	*	*		*	EntityWithAccessionedSequence	DefinedSet	SameComplex	input_input		Solid							*	*
17336_Q6AY99	R-RNO-2855252	output	catalyst	17336	Q6AY99	R-RNO-2855252	Metabolite_GeneProduct	atROL [cytosol]	AKR1B10 [cytosol]	*	*	*	*	*	*	Complex	DefinedSet	Enzyme or transporter	output_catalyst	Enzyme-Product	Solid		*					*	*
17368_17596	R-RNO-112033	input	output	17368	17596	R-RNO-112033	Metabolite_Metabolite	Hyp [cytosol]	Ino [cytosol]		*	*	*		*	SimpleEntity	DefinedSet	Metabolic Transformation	input_output		Solid	*	*	*	*		*		*
17408_17815	R-RNO-5696448, R-RNO-5696074	input	output	17408	17815	R-RNO-5696448	Metabolite_Metabolite	MAG [endoplasmic reticulum membrane]	DAG [endoplasmic reticulum membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid					*	*	*	*
17408_18132	R-RNO-6814797	output	output	18132	17408	R-RNO-6814797	Metabolite_Metabolite	ChoP [extracellular region]	MAG [extracellular region]		*	*	*		*	SimpleEntity	SimpleEntity	SameComplex	output_output		Solid						*	*	*
17408_60479	R-RNO-6814797	input	output	60479	17408	R-RNO-6814797	Metabolite_Metabolite	lysophosphatidylcholine [plasma membrane]	MAG [extracellular region]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid						*	*	*
17408_D3Z9L0	R-RNO-5696074	input	catalyst	17408	D3Z9L0	R-RNO-5696074	Metabolite_GeneProduct	MAG [mitochondrial intermembrane space]	Agk [mitochondrial outer membrane]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	input_catalyst		Solid						*	*	*
17553_O54783	R-RNO-1483222	output	catalyst	17553	O54783	R-RNO-1483222	Metabolite_GeneProduct	PETA [cytosol]	CHKB [cytosol]		*	*	*		*	SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid	*							
17596_D3ZMY7	R-RNO-74248	output	catalyst	17596	D3ZMY7	R-RNO-74248	Metabolite_GeneProduct	Ino [cytosol]	NT5C2 [cytosol]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Solid	*	*	*	*		*		*
17596_D3ZWR1	R-RNO-109470	output	catalyst	17596	D3ZWR1	R-RNO-109470	Metabolite_GeneProduct	Ino [cytosol]	Nt5c [cytosol]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Solid	*	*	*	*		*		*
17596_P21588	R-RNO-109278	output	catalyst	17596	P21588	R-RNO-109278	Metabolite_GeneProduct	Ino [extracellular region]	NT5E [plasma membrane]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Solid	*	*	*	*		*		*
17596_P85973	R-RNO-112033	output	catalyst	17596	P85973	R-RNO-112033	Metabolite_GeneProduct	Ino [cytosol]	PNP [cytosol]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Solid	*	*	*	*		*		*
17596_Q920P6	R-RNO-74241	output	catalyst	17596	Q920P6	R-RNO-74241	Metabolite_GeneProduct	Ino [cytosol]	ADA [cytosol]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid	*	*	*	*		*		*
17659_36498	R-RNO-6785933	output	output	36498	17659	R-RNO-6785933	Metabolite_Metabolite	GalCer [endoplasmic reticulum membrane]	UDP [endoplasmic reticulum lumen]	*		*	*	*		SimpleEntity	SimpleEntity	SameComplex	output_output		Solid	*							
17815_17855	R-RNO-1482647, R-RNO-1482889, R-RNO-549192, R-RNO-75900, R-RNO-8848580	input	output	17815	17855	R-RNO-1482647, R-RNO-1482889, R-RNO-549192, R-RNO-75900, R-RNO-8848580	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane], DAG [cytosol]	TAG [endoplasmic reticulum membrane], TAG [cytosol]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid					*	*	*	*
17815_57613	R-RNO-1482962	input	output	17815	57613	R-RNO-1482962	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane]	PE [endoplasmic reticulum membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid					*		*	*
17815_57643	R-RNO-1482961, R-RNO-1482973	input	output	17815	57643	R-RNO-1482961, R-RNO-1482973	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane], DAG [Golgi membrane]	PC [endoplasmic reticulum membrane], PC [Golgi membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid	*				*		*	*
17815_64583	R-RNO-429786, R-RNO-429798	output	output	64583	17815	R-RNO-429786, R-RNO-429798	Metabolite_Metabolite	SPHM [plasma membrane], SPHM [Golgi membrane]	DAG [plasma membrane], DAG [Golgi membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	SameComplex	output_output		Solid					*		*	*
17815_A0A0G2JW03	R-RNO-1483203, R-RNO-75899	output	catalyst	17815	A0A0G2JW03	R-RNO-1483203, R-RNO-75899	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane], DAG [cytosol]	Lpin1 [endoplasmic reticulum membrane]	*	*	*	*	*	*	SimpleEntity	DefinedSet, CandidateSet	Enzyme or transporter	output_catalyst		Solid				*	*	*	*	*
17815_B4F7D7	R-RNO-1482962	input	catalyst	17815	B4F7D7	R-RNO-1482962	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Selenoi [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*		*	*
17815_D3Z9J9	R-RNO-1482647, R-RNO-1482811	input	catalyst	17815	D3Z9J9	R-RNO-1482647, R-RNO-1482811	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Pnpla3 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*		*	*
17815_D3Z9L0	R-RNO-5696074	input	catalyst	17815	D3Z9L0	R-RNO-5696074	Metabolite_GeneProduct	DAG [mitochondrial intermembrane space]	Agk [mitochondrial outer membrane]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	input_catalyst		Solid					*		*	*
17815_D3ZXU1	R-RNO-8848339	output	catalyst	17815	D3ZXU1	R-RNO-8848339	Metabolite_GeneProduct	DAG [cytosol]	Pnpla5 [cytosol]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid					*		*	*
17815_D4A227	R-RNO-8848338	output	catalyst	17815	D4A227	R-RNO-8848338	Metabolite_GeneProduct	DAG [cytosol]	Pnpla4 [cytosol]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid					*		*	*
17815_E9PTA5	R-RNO-162798	output	catalyst	17815	E9PTA5	R-RNO-162798	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Pign [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid					*		*	*
17815_P05696	R-RNO-400015	input	input	P05696	17815	R-RNO-400015	Metabolite_GeneProduct	PRKCA [cytosol]	DAG [plasma membrane]		*	*	*		*	EntityWithAccessionedSequence	SimpleEntity	SameComplex	input_input		Solid					*		*	*
17815_P0C548	R-RNO-1482647, R-RNO-1482811	input	catalyst	17815	P0C548	R-RNO-1482647, R-RNO-1482811	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Pnpla2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*		*	*
17815_P30009	R-RNO-399978	input	catalyst	P30009	17815	R-RNO-399978	Metabolite_GeneProduct	Marcks [plasma membrane]	DAG [plasma membrane]		*	*	*		*	EntityWithAccessionedSequence	Complex	Others	input_catalyst		Solid					*		*	*
17815_Q4JM44	R-RNO-429786	output	catalyst	17815	Q4JM44	R-RNO-429786	Metabolite_GeneProduct	DAG [plasma membrane]	Sgms2 [plasma membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid					*		*	*
17815_Q5FVP8	R-RNO-1482889, R-RNO-549192	input	catalyst	17815	Q5FVP8	R-RNO-1482889, R-RNO-549192	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane], DAG [cytosol]	Dgat2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet, EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*		*	*
17815_Q66H21	R-RNO-1482973	input	catalyst	17815	Q66H21	R-RNO-1482973	Metabolite_GeneProduct	DAG [Golgi membrane]	CHPT1 [Golgi membrane]	*		*	*	*		SimpleEntity	Complex	Enzyme or transporter	input_catalyst		Solid					*		*	*
17815_Q6AXM5	R-RNO-1482961, R-RNO-1482962	input	catalyst	17815	Q6AXM5	R-RNO-1482961, R-RNO-1482962	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	CEPT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	Complex, DefinedSet	Enzyme or transporter	input_catalyst		Solid					*		*	*
17815_Q7TSX5	R-RNO-429798	output	catalyst	17815	Q7TSX5	R-RNO-429798	Metabolite_GeneProduct	DAG [Golgi membrane]	Sgms1 [Golgi membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid					*		*	*
17815_Q9ERM3	R-RNO-1482889, R-RNO-75900	input	catalyst	17815	Q9ERM3	R-RNO-1482889, R-RNO-75900	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane], DAG [cytosol]	DGAT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet, Complex	Enzyme or transporter	input_catalyst		Solid					*		*	*
17855_A0A8I5Y2E9	R-RNO-8856630	input	input	A0A8I5Y2E9	17855	R-RNO-8856630	Metabolite_GeneProduct	Cidea [cytosol]	TAG [lipid droplet]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_A0A8I6A609	R-RNO-2404131	input	input	A0A8I6A609	17855	R-RNO-2404131	Metabolite_GeneProduct	Gpc6 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_D3Z9J9	R-RNO-1482647	output	catalyst	17855	D3Z9J9	R-RNO-1482647	Metabolite_GeneProduct	TAG [endoplasmic reticulum membrane]	Pnpla3 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*	*		
17855_D3ZCF7	R-RNO-2404131	input	catalyst	17855	D3ZCF7	R-RNO-2404131	Metabolite_GeneProduct	TAGs [extracellular region]	Lrp12 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*	*		
17855_D3ZE75	R-RNO-2404131	input	catalyst	17855	D3ZE75	R-RNO-2404131	Metabolite_GeneProduct	TAGs [extracellular region]	Lrp8 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*	*		
17855_D3ZWT2	R-RNO-8857686	input	input	D3ZWT2	17855	R-RNO-8857686	Metabolite_GeneProduct	Fitm2 [endoplasmic reticulum membrane]	TAG [cytosol]		*	*	*		*	DefinedSet	SimpleEntity	SameComplex	input_input		Solid					*	*		
17855_D3ZXU1	R-RNO-8848339	input	catalyst	17855	D3ZXU1	R-RNO-8848339	Metabolite_GeneProduct	TAG [cytosol]	Pnpla5 [cytosol]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*	*		
17855_D4A227	R-RNO-8848338	input	catalyst	17855	D4A227	R-RNO-8848338	Metabolite_GeneProduct	TAG [cytosol]	Pnpla4 [cytosol]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*	*		
17855_F7F3K1	R-RNO-2404131	input	catalyst	17855	F7F3K1	R-RNO-2404131	Metabolite_GeneProduct	TAGs [extracellular region]	Lrp10 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*	*		
17855_G3V8D4	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	G3V8D4	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAGs [extracellular region]	Apoc2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_G3V928	R-RNO-2404131	input	catalyst	17855	G3V928	R-RNO-2404131	Metabolite_GeneProduct	TAGs [extracellular region]	LRP1 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*	*		
17855_P02650	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P02650	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAGs [extracellular region]	APOE [extracellular region]	*		*	*	*		Complex	Complex, EntityWithAccessionedSequence	SameComplex	input_input		Solid					*	*		
17855_P02651	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P02651	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAG [cytosol], TAGs [extracellular region]	Apoa4 [cytosol], Apoa4 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P04638	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P04638	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAG [cytosol], TAGs [extracellular region]	Apoa2 [cytosol], Apoa2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P04639	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P04639	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAG [cytosol], TAGs [extracellular region]	Apoa1 [cytosol], Apoa1 [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid	*				*	*		
17855_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAGs [extracellular region]	Apoc3 [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P0C548	R-RNO-1482647	output	catalyst	17855	P0C548	R-RNO-1482647	Metabolite_GeneProduct	TAG [endoplasmic reticulum membrane]	Pnpla2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*	*		
17855_P13265	R-RNO-2404131	input	input	P13265	17855	R-RNO-2404131	Metabolite_GeneProduct	Gpc3 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P25304	R-RNO-2404131	input	input	P25304	17855	R-RNO-2404131	Metabolite_GeneProduct	HS(1)-AGRN [plasma membrane], HS(2)-AGRN [plasma membrane], HS(3)-AGRN [plasma membrane], HS(4)-AGRN [plasma membrane], HS(5)-AGRN [plasma membrane], HS(6)-AGRN [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P26260	R-RNO-2404131	input	input	P26260	17855	R-RNO-2404131	Metabolite_GeneProduct	Sdc1 [plasma membrane]	TAGs [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P33671	R-RNO-2404131	input	input	P33671	17855	R-RNO-2404131	Metabolite_GeneProduct	Sdc3 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P34900	R-RNO-2404131	input	input	P34900	17855	R-RNO-2404131	Metabolite_GeneProduct	Sdc2 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P34901	R-RNO-2404131	input	input	P34901	17855	R-RNO-2404131	Metabolite_GeneProduct	Sdc4 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P35053	R-RNO-2404131	input	input	P35053	17855	R-RNO-2404131	Metabolite_GeneProduct	Gpc1 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P51653	R-RNO-2404131	input	input	P51653	17855	R-RNO-2404131	Metabolite_GeneProduct	Gpc2 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_P98158	R-RNO-2404131	input	catalyst	17855	P98158	R-RNO-2404131	Metabolite_GeneProduct	TAGs [extracellular region]	LRP2 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*	*		
17855_Q06000	R-RNO-2395768	input	catalyst	17855	Q06000	R-RNO-2395768	Metabolite_GeneProduct	TAGs [extracellular region]	LPL [extracellular region]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid					*	*		
17855_Q5FVP8	R-RNO-1482889, R-RNO-549192	output	catalyst	17855	Q5FVP8	R-RNO-1482889, R-RNO-549192	Metabolite_GeneProduct	TAG [endoplasmic reticulum membrane], TAG [cytosol]	Dgat2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet, EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid					*	*		
17855_Q5M875	R-RNO-8862380	input	input	Q5M875	17855	R-RNO-8862380	Metabolite_GeneProduct	HSD17B13 [cytosol]	TAG [lipid droplet]		*	*	*		*	EntityWithAccessionedSequence	Complex	SameComplex	input_input		Solid					*	*		
17855_Q5XI33	R-RNO-8856630	input	input	Q5XI33	17855	R-RNO-8856630	Metabolite_GeneProduct	Cidec [cytosol]	TAG [lipid droplet]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_Q642B0	R-RNO-2404131	input	input	Q642B0	17855	R-RNO-2404131	Metabolite_GeneProduct	Gpc4 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_Q7TMA5	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	Q7TMA5	17855	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	Apob [cytosol], Apob [extracellular region]	TAG [cytosol], TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		
17855_Q9ERM3	R-RNO-1482889, R-RNO-75900	output	catalyst	17855	Q9ERM3	R-RNO-1482889, R-RNO-75900	Metabolite_GeneProduct	TAG [endoplasmic reticulum membrane], TAG [cytosol]	DGAT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet, Complex	Enzyme or transporter	output_catalyst		Solid					*	*		
18132_60479	R-RNO-6814797	input	output	60479	18132	R-RNO-6814797	Metabolite_Metabolite	lysophosphatidylcholine [plasma membrane]	ChoP [extracellular region]	*		*	*	*		SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid						*		
28061_36498	R-RNO-9841189	output	output	28061	36498	R-RNO-9841189	Metabolite_Metabolite	Gal [lysosomal lumen]	GalCer [lysosomal lumen]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	SameComplex	output_output		Solid	*						*	
28061_A0A8I5Y144	R-RNO-1605624, R-RNO-1606312, R-RNO-1630306, R-RNO-2090079, R-RNO-9840795	output	catalyst	28061	A0A8I5Y144	R-RNO-1605624, R-RNO-1606312, R-RNO-1630306, R-RNO-2090079, R-RNO-9840795	Metabolite_GeneProduct	Gal [lysosomal lumen]	Glb1l2 [lysosomal lumen]	*		*	*	*		SimpleEntity	CandidateSet	Enzyme or transporter	output_catalyst		Solid							*	
28061_A0A8I6A5G9	R-RNO-1605624, R-RNO-9840795	output	output	28061	A0A8I6A5G9	R-RNO-1605624, R-RNO-9840795	Metabolite_GeneProduct	Gal [lysosomal lumen]	Gm2a [lysosomal lumen]	*	*	*	*	*	*	SimpleEntity	DefinedSet, Complex	SameComplex	output_output		Solid	*						*	
28061_B1WBS6	R-RNO-1605624, R-RNO-1606312, R-RNO-1630306, R-RNO-2090079, R-RNO-9840795	output	catalyst	28061	B1WBS6	R-RNO-1605624, R-RNO-1606312, R-RNO-1630306, R-RNO-2090079, R-RNO-9840795	Metabolite_GeneProduct	Gal [lysosomal lumen]	Glb1l [lysosomal lumen]	*		*	*	*		SimpleEntity	CandidateSet	Enzyme or transporter	output_catalyst		Solid							*	
28061_D3ZJF9	R-RNO-1605736, R-RNO-9841189	output	catalyst	28061	D3ZJF9	R-RNO-1605736, R-RNO-9841189	Metabolite_GeneProduct	Gal [lysosomal lumen]	Gla [lysosomal lumen]	*		*	*	*		SimpleEntity	Complex	Enzyme or transporter	output_catalyst		Solid							*	
28061_D3ZUM4	R-RNO-1605624, R-RNO-1606312, R-RNO-1630306, R-RNO-2090079, R-RNO-9840795	output	catalyst	28061	D3ZUM4	R-RNO-1605624, R-RNO-1606312, R-RNO-1630306, R-RNO-2090079, R-RNO-9840795	Metabolite_GeneProduct	Gal [lysosomal lumen]	Glb1 [lysosomal lumen]	*		*	*	*		SimpleEntity	CandidateSet	Enzyme or transporter	output_catalyst		Solid							*	
28061_P10960	R-RNO-1605624, R-RNO-1605736, R-RNO-1606312, R-RNO-9841189	output	output	28061	P10960	R-RNO-1605624, R-RNO-1605736, R-RNO-1606312, R-RNO-9841189	Metabolite_GeneProduct	Gal [lysosomal lumen]	Psap [lysosomal lumen]	*		*	*	*		SimpleEntity	DefinedSet, Complex	SameComplex	output_output		Solid							*	
29017_57613	R-RNO-1482667, R-RNO-1482894	input	output	29017	57613	R-RNO-1482667, R-RNO-1482894	Metabolite_Metabolite	1-acyl LPE [endoplasmic reticulum membrane], 1-acyl LPE [mitochondrial inner membrane]	PE [endoplasmic reticulum membrane], PE [mitochondrial inner membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid					*			
29017_A0A0G2K0X0	R-RNO-1482850	output	catalyst	29017	A0A0G2K0X0	R-RNO-1482850	Metabolite_GeneProduct	1-acyl LPE [mitochondrial inner membrane]	Tafazzin [mitochondrial inner membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid					*			
29017_B0K018	R-RNO-1602398	output	catalyst	29017	B0K018	R-RNO-1602398	Metabolite_GeneProduct	1-acyl LPE [plasma membrane]	Pla2g12a [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
29017_D3ZR52	R-RNO-1482667	input	catalyst	29017	D3ZR52	R-RNO-1482667	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	Lpcat4 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
29017_D3ZRC4	R-RNO-1482887	output	catalyst	29017	D3ZRC4	R-RNO-1482887	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	Pnpla8 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
29017_D4A1I6	R-RNO-1482884	output	catalyst	29017	D4A1I6	R-RNO-1482884	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	Pla2g4b [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
29017_F1LMQ4	R-RNO-1482571	input	catalyst	29017	F1LMQ4	R-RNO-1482571	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	Pla2g4c [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*			
29017_F1LV18	R-RNO-1482667	input	catalyst	29017	F1LV18	R-RNO-1482667	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	Mboat1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
29017_F7F420	R-RNO-1602398	output	catalyst	29017	F7F420	R-RNO-1602398	Metabolite_GeneProduct	1-acyl LPE [plasma membrane]	PLA2G2D [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
