MappingID	Label_db	detected	SigNode	NodeType	Name_map	ChEBI	HMDB lip	KEGG	HMDB accession	Ensembl	Uniprot	8_adj pval	8_logFC	8_pval	8_log10p	8_diff	7_adj pval	7_logFC	7_pval	7_log10p	7_diff	6_adj pval	6_logFC	6_pval	6_log10p	6_diff	5_adj pval	5_logFC	5_pval	5_log10p	5_diff	4_adj pval	4_logFC	4_pval	4_log10p	4_diff	3_adj pval	3_logFC	3_pval	3_log10p	3_diff	2_adj pval	2_logFC	2_pval	2_log10p	2_diff	1_adj pval	1_logFC	1_pval	1_log10p	1_diff	MaxSig	Differential feature	Reaction.ID	Label_Sig8	Label_Sig7	Label_Sig6	Label_Sig5	Label_Sig4	Label_Sig3	Label_Sig2	Label_Sig1	Label_Sig	Color8	Color7	Color6	Color5	Color4	Color3	Color2	Color1	ColorAny	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
C00158	Citrate	*		Metabolite	citrate+isocitrate	30769	HMDB0000094	C00158	HMDB0000094			1	-0.03229294155639	0.853824240930903	0.0686315192989028		1	-0.113732386745984	0.518243088752797	0.28546648091097		1	-0.276003562601839	0.125165107936284	0.902516721786019		1	-0.239425367847185	0.180628590573389	0.743213506815856		1	-0.763493653643854	0.00828109841073704	2.08191205426784		1	-0.36367028388296	0.181878410756952	0.740218849290448		1	-0.412159105706956	0.13238394017743	0.87816469703653		1	-0.128307505944296	0.63173914080121	0.199462214593082		-2.08191205426784		R00352, R01324, R01325										-0.03229294155639	-0.113732386745984	-0.276003562601839	-0.239425367847185	-0.763493653643854	-0.36367028388296	-0.412159105706956	-0.128307505944296	-0.763493653643854	0.1	0.28546648091097	0.902516721786019	0.743213506815856	2.08191205426784	0.740218849290448	0.87816469703653	0.199462214593082	2.08191205426784
C00161	2-Oxo acid			Metabolite	2-Oxo acid	35910																																																R00145, R00146										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00162	Fatty acid			Metabolite	Fatty acid	35366																																																R00631, R01309, R01316, R01350, R01462, R02054, R02115, R02250, R02687, R02688, R02746, R02747, R03416, R03417, R04034, R01315, R02053										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00164	Acetoacetate			Metabolite	Acetoacetate	15344, 13705	HMDB0000060, HMDB0304256		HMDB0000060, HMDB0304256																																													R00410										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00165	Diacylglycerol			Metabolite	Diacylglycerol	75728, 18035, 77096, 77127, 82927, 82929, 84394, 84419, 84436, 86975, 88454, 88447, 88500, 88529, 88516, 89224, 89203	HMDB0007170, HMDB0007112, HMDB0007248, HMDB0007103, HMDB0007098, HMDB0007099, HMDB0007132, HMDB0007224, HMDB0007100, HMDB0007101, HMDB0007108, HMDB0007131, HMDB0007156, HMDB0007166, HMDB0007223, HMDB0007257, HMDB0007398		HMDB0007170, HMDB0007112, HMDB0007248, HMDB0007103, HMDB0007098, HMDB0007099, HMDB0007132, HMDB0007224, HMDB0007100, HMDB0007101, HMDB0007108, HMDB0007131, HMDB0007156, HMDB0007166, HMDB0007223, HMDB0007257, HMDB0007398																																													R01369, R05209										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00167	UDP-glucuronate	*		Metabolite	UDP-glucuronate	17200	HMDB0000935	C00167	HMDB0000935			1	0.0356565676222416	0.921433399969012	0.0355360495618074		1	0.440561244602082	0.230555661357508	0.637224209093506		1	-0.393006370667759	0.283259555293951	0.547815431009343		1	-0.033535093242245	0.926093156412583	0.0333453251095835		1	-0.949683709881901	0.251821976752502	0.59890637126606		1	0.010866348907971	0.989383662898858	0.00463526515786407		1	-0.553326521878957	0.500228460882829	0.300831602384147		1	0.393568575979691	0.630735925076845	0.200152432018729		0.637224209093506		R00286										0.0356565676222416	0.440561244602082	-0.393006370667759	-0.033535093242245	-0.949683709881901	0.010866348907971	-0.553326521878957	0.393568575979691	-0.949683709881901	0.1	0.637224209093506	0.547815431009343	0.1	0.59890637126606	0.1	0.300831602384147	0.200152432018729	0.637224209093506
C00173	Acyl-[acyl-carrier protein]			Metabolite	Acyl-[acyl-carrier protein]	16018																																																R01404, R02768, R09381										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00183	L-Valine	*		Metabolite	Valine	16414	HMDB0000883	C00183	HMDB0000883			1	0.0380597501503437	0.707247294424453	0.150428705261962		1	-0.0721485991748012	0.476509206048674	0.321928704474726		1	0.0695309067754296	0.49265124774331	0.307460412930383		1	-0.00772034210172654	0.939275349671959	0.0272070751316663		1	0.0463691271817216	0.649238022926409	0.187596053442901		1	0.00395559826958412	0.969050411979695	0.0136536294764612		1	-0.0844113178401988	0.407690011602537	0.389669928623978		1	-0.104185761542791	0.30681536103251	0.513122900770475		-0.513122900770475		R01214										0.0380597501503437	-0.0721485991748012	0.0695309067754296	-0.00772034210172654	0.0463691271817216	0.00395559826958412	-0.0844113178401988	-0.104185761542791	-0.104185761542791	0.150428705261962	0.321928704474726	0.307460412930383	0.1	0.187596053442901	0.1	0.389669928623978	0.513122900770475	0.513122900770475
C00184	Glycerone			Metabolite	Glycerone	16016	HMDB0001882		HMDB0001882																																													R01011, R01010										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00187	Cholesterol	*		Metabolite	cholesterol	16113	HMDB0000067	C00187	HMDB0000067			1	0.0937392433643047	0.55180656184471	0.25821313938419		1	0.112972501772105	0.474060750023744	0.324166000710888		1	0.0871861850441351	0.579751363989079	0.236758220918119		1	0.129983664913012	0.410969333049046	0.386190584412211		1	0.0639241199944851	0.742506606994798	0.129299677541233		1	-0.00878942767499047	0.963928660056694	0.0159551068546289		1	-0.115521240844094	0.553732439737557	0.25670003313186		1	-0.00537091420425639	0.977953046604292	0.00968199602034807		0.386190584412211		R01461, R01462										0.0937392433643047	0.112972501772105	0.0871861850441351	0.129983664913012	0.0639241199944851	-0.00878942767499047	-0.115521240844094	-0.00537091420425639	0.129983664913012	0.25821313938419	0.324166000710888	0.236758220918119	0.386190584412211	0.129299677541233	0.1	0.25670003313186	0.1	0.386190584412211
C00189	Ethanolamine	*		Metabolite	Ethanolamine	16000	HMDB0000149	C00189	HMDB0000149			1	-0.339484291131377	0.137471544653615	0.86178718749789		1	-0.36503335828299	0.11131895143058	0.953430893157773		1	-0.229710635831822	0.309767920864842	0.50896355918087		1	-0.157910148893752	0.482916826622066	0.316127661897651		1	0.012538184832497	0.945009946893927	0.0245636202119967		1	-0.0145478130381159	0.936214722460824	0.0286245336494845		1	-0.118526473448028	0.516243554924198	0.287145357279036		1	0.0659694250776645	0.717038479131281	0.144457537740876		-0.953430893157773		R01468, R02051, R07376										-0.339484291131377	-0.36503335828299	-0.229710635831822	-0.157910148893752	0.012538184832497	-0.0145478130381159	-0.118526473448028	0.0659694250776645	-0.36503335828299	0.86178718749789	0.953430893157773	0.50896355918087	0.316127661897651	0.1	0.1	0.287145357279036	0.144457537740876	0.953430893157773
C00195	N-Acylsphingosine			Metabolite	N-Acylsphingosine	72959, 52639, 17761, 72956, 72961, 72962, 72965, 72966, 72968, 74450, 77996, 134548	HMDB0004949, HMDB0004947, HMDB0004950, HMDB0004951, HMDB0004956, HMDB0004952, HMDB0004955, HMDB0004953, HMDB0004948, HMDB0004957		HMDB0004949, HMDB0004947, HMDB0004950, HMDB0004951, HMDB0004956, HMDB0004952, HMDB0004955, HMDB0004953, HMDB0004948, HMDB0004957																																													R01500, R08969, R02541, R03617, R12970										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00201	Nucleoside triphosphate			Metabolite	Nucleoside triphosphate	17326																																																R00331, R00333, R01532										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00203	UDP-N-acetyl-D-galactosamine			Metabolite	UDP-N-acetyl-D-galactosamine	25001, 165842, 67168	HMDB0006591, HMDB0060522, HMDB0000304		HMDB0006591, HMDB0060522, HMDB0000304																																													R00418, R10183										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00206	dADP			Metabolite	dADP	16174	HMDB0001508		HMDB0001508																																													R01137, R01139, R01140, R01330, R01547, R01965, R02850, R02868										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00215	Nucleotide			Metabolite	Nucleotide	36976																																																R00329, R01532										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00219	Arachidonate			Metabolite	Arachidonate	15843	HMDB0001043		HMDB0001043																																													R08183, R01317										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00229	Acyl-carrier protein			Metabolite	Acyl-carrier protein	18359																																																R01624, R01626, R01706, R02768, R02814, R04014, R04355, R04726, R04952, R04957, R04960, R04963, R04968, R07762, R08159, R08162, R08163, R09381, R10115, R10119, R12329, R01625										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00231	D-Xylulose 5-phosphate			Metabolite	D-Xylulose 5-phosphate	16332	HMDB0000868		HMDB0000868																																													R01067, R01641, R01830, R06861										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00232	Succinate semialdehyde			Metabolite	Succinate semialdehyde	16265	HMDB0001259		HMDB0001259																																													R00713, R01648										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00242	Guanine	*	*	Metabolite	Guanine	16235	HMDB0000132	C00242	HMDB0000132			0.03478649045853	-0.832793283863992	1.33507741975573e-05	4.87449354928232	*	1	-0.412636859003631	0.0309683121542742	1.50908246406718		1	0.187569592957652	0.326735193560209	0.48580408393348		1	0.0924647513215164	0.628773623928648	0.20150568456168		1	-0.21088102525593	0.250792582036529	0.600685313249001		1	-0.501389338951824	0.00632400506903306	2.19900779062911		1	-0.410860131266908	0.0252548168001357	1.59765577753685		1	-0.492036759213684	0.00737193640282079	2.13241842006489		-4.87449354928232	*	R01229, R01676, R01969, R02147	Guanine								Guanine	-0.832793283863992	-0.412636859003631	0.187569592957652	0.0924647513215164	-0.21088102525593	-0.501389338951824	-0.410860131266908	-0.492036759213684	-0.832793283863992	4.87449354928232	1.50908246406718	0.48580408393348	0.20150568456168	0.600685313249001	2.19900779062911	1.59765577753685	2.13241842006489	4.87449354928232
C00246	Butanoic acid			Metabolite	Butanoic acid	17968, 30772	HMDB0000039		HMDB0000039																																													R01176										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00249	Hexadecanoic acid	*		Metabolite	FA(16:0)	15756	HMDB0000220	C00249	HMDB0000220			1	-0.228967231392085	0.531889133218644	0.274178882458868		1	-0.452300436483219	0.221871015127435	0.653899429595004		1	-0.448652908156395	0.225514160251791	0.646826183160133		1	-0.433728173030013	0.24089240533786	0.618176891873189		1	-0.0748712779575116	0.960309071301551	0.0175889686707258		1	2.32821380435857	0.131409196101681	0.881374241500234		1	1.5377863797357	0.31221690483305	0.505543585972667		1	0.809805329314345	0.591573898688751	0.22799099611111		0.881374241500234		R01274, R01280, R01706										-0.228967231392085	-0.452300436483219	-0.448652908156395	-0.433728173030013	-0.0748712779575116	2.32821380435857	1.5377863797357	0.809805329314345	2.32821380435857	0.274178882458868	0.653899429595004	0.646826183160133	0.618176891873189	0.1	0.881374241500234	0.505543585972667	0.22799099611111	0.881374241500234
C00253	Nicotinate			Metabolite	Nicotinate	15940, 32544	HMDB0001488		HMDB0001488																																													R00119										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00264	3-Oxoacyl-CoA			Metabolite	3-Oxoacyl-CoA	15489																																																R00391, R09419										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00267	alpha-D-Glucose			Metabolite	alpha-D-Glucose	17925	HMDB0003345		HMDB0003345																																													R01786, R01787										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00269	CDP-diacylglycerol			Metabolite	CDP-diacylglycerol	17962																																																R01799, R01802										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00270	N-Acetylneuraminate			Metabolite	N-Acetylneuraminate	17012																																																R03491, R04018, R04634, R04650, R05115, R05117, R05996, R05998, R05999, R06012, R06147, R06253										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00275	D-Mannose 6-phosphate			Metabolite	D-Mannose 6-phosphate	49728, 17369, 48066	HMDB0001078, HMDB0304312		HMDB0001078, HMDB0304312																																													R00772, R01326, R01327, R01330										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00279	D-Erythrose 4-phosphate	*		Metabolite	erythrose 4-phosphate	48153	HMDB0001321	C00279	HMDB0001321			1	1.33829279093661	0.00589585464320763	2.22945323214205		1	1.02638698186408	0.0289983331155966	1.53762696553222		1	0.248090301438007	0.578410709914463	0.237763674196079		1	0.362719849813266	0.418357283869132	0.378452665266454		1	0.0648746141670919	0.704428292918478	0.152163209190267		1	0.0156889370375808	0.92679454440234	0.0330165313591151		1	-0.230015650257635	0.186482247961712	0.729362504226418		1	-0.156377190128966	0.36415133692058	0.438718091267407		2.22945323214205		R01067, R01829, R01830, R01827, R08575										1.33829279093661	1.02638698186408	0.248090301438007	0.362719849813266	0.0648746141670919	0.0156889370375808	-0.230015650257635	-0.156377190128966	1.33829279093661	2.22945323214205	1.53762696553222	0.237763674196079	0.378452665266454	0.152163209190267	0.1	0.729362504226418	0.438718091267407	2.22945323214205
C00283	Hydrogen sulfide			Metabolite	Hydrogen sulfide	16136	HMDB0003276		HMDB0003276																																													R00891, R00782										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00301	ADP-ribose	*		Metabolite	ADP-ribose	16960	HMDB0001178	C00301	HMDB0001178			1	0.100194516572838	0.769161588367056	0.113982412390873		1	0.453815765463195	0.191519500858735	0.717786998801593		1	0.406021732134279	0.240892761643981	0.618176249504794		1	0.387366051687893	0.262570454870389	0.580754143473636		1	-0.374870748982522	0.366939638820508	0.435405370851963		1	-0.435979079299818	0.295564201382446	0.52934816866543		1	-0.578275159990323	0.169141390049412	0.771750104581289		1	-0.334257284303347	0.420265456639477	0.376476304991904		-0.771750104581289		R00102, R01054, R10630, R11553										0.100194516572838	0.453815765463195	0.406021732134279	0.387366051687893	-0.374870748982522	-0.435979079299818	-0.578275159990323	-0.334257284303347	-0.578275159990323	0.113982412390873	0.717786998801593	0.618176249504794	0.580754143473636	0.435405370851963	0.52934816866543	0.771750104581289	0.376476304991904	0.771750104581289
C00307	CDP-choline			Metabolite	CDP-choline	49086, 16436	HMDB0001413		HMDB0001413																																													R01321, R01890										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00311	Isocitrate	*	*	Metabolite	Isocitrate	30887	HMDB0000193	C00311	HMDB0000193			1	-0.302274600413426	0.127261332910959	0.895303532358298		0.40984048430643	0.704095436124623	0.000799688132913274	3.09707934871016	*	0.584046488540424	0.662454645366134	0.00148114447201962	2.82940257798062	*	0.0181837928983411	1.02003165217069	5.20021265256176e-06	5.28397889637562	*	1	-0.161064575955302	0.441561224313715	0.355009071161939		1	0.110321204319308	0.597020693594902	0.224010615339104		0.0572047698018456	1.03546852963636	2.97992464437662e-05	4.52579471812012	*	0.156033477832195	0.911925248742356	0.000147387871431383	3.83153825316044	*	5.28397889637562	*	R00267, R00709, R01324, R01899, R01900		Isocitrate	Isocitrate	Isocitrate			Isocitrate	Isocitrate	Isocitrate	-0.302274600413426	0.704095436124623	0.662454645366134	1.02003165217069	-0.161064575955302	0.110321204319308	1.03546852963636	0.911925248742356	1.03546852963636	0.895303532358298	3.09707934871016	2.82940257798062	5.28397889637562	0.355009071161939	0.224010615339104	4.52579471812012	3.83153825316044	5.28397889637562
C00318	L-Carnitine			Metabolite	L-Carnitine	16347, 39547	HMDB0000062		HMDB0000062																																													R01923, R03779										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00327	L-Citrulline	*		Metabolite	Citrulline	16349	HMDB0000904	C00327	HMDB0000904			1	-0.00587801878462845	0.968193640740272	0.0140377742054357		1	0.0562471818209976	0.702790413209287	0.153174171363855		1	0.0274999836658038	0.852015095319918	0.0695527106839251		1	0.171238366043426	0.245395295660841	0.610133767151479		1	-0.0466794563180183	0.77758037753057	0.109254707492431		1	0.117283851511331	0.477874472781995	0.320686168110758		1	-0.109232411269156	0.508610209568715	0.293614926278177		1	0.0843809712257596	0.609618162519969	0.214942102421907		0.610133767151479		R01954, R00557										-0.00587801878462845	0.0562471818209976	0.0274999836658038	0.171238366043426	-0.0466794563180183	0.117283851511331	-0.109232411269156	0.0843809712257596	0.171238366043426	0.1	0.153174171363855	0.1	0.610133767151479	0.109254707492431	0.320686168110758	0.293614926278177	0.214942102421907	0.610133767151479
C00332	Acetoacetyl-CoA			Metabolite	Acetoacetyl-CoA	15345	HMDB0001484		HMDB0001484																																													R00238, R01358, R01978, R01357										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00334	4-Aminobutanoate	*	*	Metabolite	gamma-Amino-N-butyric-acid	16865	HMDB0000112	C00334	HMDB0000112			1	0.0313433165383739	0.864406727722659	0.063281861639032		1	0.0383055686742302	0.834703659229861	0.0784676826053189		1	-0.110729171326084	0.547512858629427	0.261605676732177		1	0.0834773038053727	0.649765059028584	0.187243646452221		0.384316728418518	-0.526891334080653	0.000715872252349352	3.14516447077829	*	1	-0.38783315266463	0.00872788915525852	2.05909077795194		1	-0.122995899850955	0.374092578580881	0.427020907448257		1	-0.253237671270492	0.0745079822808871	1.1277971973881		-3.14516447077829	*	R00261, R01648, R01986, R01989, R01990, R01992, R02549					gamma-Amino-N-butyric-acid				gamma-Amino-N-butyric-acid	0.0313433165383739	0.0383055686742302	-0.110729171326084	0.0834773038053727	-0.526891334080653	-0.38783315266463	-0.122995899850955	-0.253237671270492	-0.526891334080653	0.1	0.1	0.261605676732177	0.187243646452221	3.14516447077829	2.05909077795194	0.427020907448257	1.1277971973881	3.14516447077829
C00342	Thioredoxin			Metabolite	Thioredoxin	15033, 15967																																																R02016, R12917, R12918, R12919										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00343	Thioredoxin disulfide			Metabolite	Thioredoxin disulfide	18191																																																R02016										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00346	Ethanolamine phosphate	*		Metabolite	Phosphoethanolamine	17553	HMDB0000224	C00346	HMDB0000224			1	-0.112826434113988	0.530348038975945	0.275439032664105		1	-0.348390184362755	0.059686528583331	1.22412367929135		1	-0.31205143676818	0.0897056072445472	1.04718040958405		1	-0.164675872456118	0.361644225922585	0.441718464536112		1	0.209127687249364	0.30553455820999	0.514939660737013		1	-0.100003673577011	0.621158892617592	0.206797292962902		1	-0.211278264199655	0.300697573430995	0.521870076554557		1	-0.254627532629732	0.214596902708451	0.668376550526339		-1.22412367929135		R01468, R02038										-0.112826434113988	-0.348390184362755	-0.31205143676818	-0.164675872456118	0.209127687249364	-0.100003673577011	-0.211278264199655	-0.254627532629732	-0.348390184362755	0.275439032664105	1.22412367929135	1.04718040958405	0.441718464536112	0.514939660737013	0.206797292962902	0.521870076554557	0.668376550526339	1.22412367929135
C00350	Phosphatidylethanolamine	*	*	Metabolite	PE(34:3)>PE(16:0_18:3)_feature2	57613	HMDB_PE	C00350	HMDB0008836			1	0.287437019103637	0.0273642943956019	1.56281574591531		1	0.0168658244343471	0.891818469296339	0.0497235377831971		1	0.11196595401095	0.370360089627774	0.431375819474708		1	0.0705488611947529	0.570599001531853	0.243668992632651		0.000940590197265994	0.697127722264543	9.02477310200669e-08	7.04456370817966	*	1	0.270294170835962	0.00726339503670797	2.13886033507626		1	0.150429243000839	0.115302290647729	0.938162064727964		1	0.209896698624012	0.0318443540641245	1.49696755598641		7.04456370817966	*	R02051, R02053, R02054, R02055, R02056, R02057, R04480, R07376					PE(34:3)>PE(16:0_18:3)_feature2				PE(34:3)>PE(16:0_18:3)_feature2	0.287437019103637	0.0168658244343471	0.11196595401095	0.0705488611947529	0.697127722264543	0.270294170835962	0.150429243000839	0.209896698624012	0.697127722264543	1.56281574591531	0.1	0.431375819474708	0.243668992632651	7.04456370817966	2.13886033507626	0.938162064727964	1.49696755598641	7.04456370817966
C00352	D-Glucosamine 6-phosphate			Metabolite	D-Glucosamine 6-phosphate	47987, 15873	HMDB0001254		HMDB0001254																																													R01961, R01964, R01965, R02058, R00768										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00354	D-Fructose 1,6-bisphosphate	*		Metabolite	fructose 1,6-biphosphate	28013	HMDB0001058	C00354	HMDB0001058			1	1.26890718164885	0.00973378826519671	2.0117181050061		1	0.934886502718324	0.0489808511773762	1.30997367208134		1	0.524132444329759	0.255440906993963	0.592709552416568		1	0.471848994192352	0.304608393284372	0.516258134135671		1	-0.109929576808646	0.742646462836045	0.129217883116767		1	-0.576576047976292	0.0947369107926692	1.02348078097149		1	-0.725511643339995	0.0387112245387077	1.4121630905774		1	-0.595210777337208	0.0851493542395168	1.06981864131592		2.0117181050061		R00762, R01068, R00756, R00767, R00769, R00770										1.26890718164885	0.934886502718324	0.524132444329759	0.471848994192352	-0.109929576808646	-0.576576047976292	-0.725511643339995	-0.595210777337208	1.26890718164885	2.0117181050061	1.30997367208134	0.592709552416568	0.516258134135671	0.129217883116767	1.02348078097149	1.4121630905774	1.06981864131592	2.0117181050061
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA			Metabolite	(S)-3-Hydroxy-3-methylglutaryl-CoA	11814, 15467	HMDB0001375		HMDB0001375																																													R01978, R02082, R02083										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00360	dAMP			Metabolite	dAMP	17713	HMDB0000905		HMDB0000905																																													R01547										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00364	dTMP			Metabolite	dTMP	17013	HMDB0001227, HMDB0001570		HMDB0001227, HMDB0001570																																													R11323										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00366	Urate	*	*	Metabolite	Uric acid	17775	HMDB0000289	C00366	HMDB0000289			1	0.27926873868814	0.211031261441856	0.675653205052809		1	0.203430179871826	0.362251268598273	0.440990084961646		1	0.55153518904159	0.0135071872946323	1.8694350780392		1	0.37934990464875	0.0893269240770164	1.04901762044283		1	0.784957850692619	0.00462055600497784	2.3353057613779	*	1	0.503576536736655	0.0692088344307845	1.15983846479683		1	0.562662661057849	0.0423306868834902	1.37334468434221		1	0.000344552689678078	0.99900803132401	0.00043102033690109		2.3353057613779	*	R02106, R02103, R02107					Uric acid				Uric acid	0.27926873868814	0.203430179871826	0.55153518904159	0.37934990464875	0.784957850692619	0.503576536736655	0.562662661057849	0.000344552689678078	0.784957850692619	0.675653205052809	0.440990084961646	1.8694350780392	1.04901762044283	2.3353057613779	1.15983846479683	1.37334468434221	0.1	2.3353057613779
C00370	Sterol			Metabolite	Sterol	15889	HMDB0060512		HMDB0060512																																													R02114, R02115, R12496										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00376	Retinal			Metabolite	Retinal	17898	HMDB0001358		HMDB0001358																																													R02124, R02125, R08379										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00385	Xanthine	*		Metabolite	Xanthine	17712	HMDB0000292	C00385	HMDB0000292			1	0.607122266396344	0.100929306205726	0.995982712103544		1	0.564770616771	0.127025718722999	0.896108339133278		1	0.755305617196554	0.0412769761227642	1.38429212585031		1	0.371972392157148	0.314886856037262	0.50184546724413		1	0.233875830157712	0.552369342237267	0.257770433762248		1	-1.05463219572533	0.00737262018281418	2.13237813918205		1	-0.607861641864919	0.122489653086709	0.911900595357678		1	-0.98933838363593	0.0119494432269793	1.92265232978562		-2.13237813918205		R02103, R02107, R01676										0.607122266396344	0.564770616771	0.755305617196554	0.371972392157148	0.233875830157712	-1.05463219572533	-0.607861641864919	-0.98933838363593	-1.05463219572533	0.995982712103544	0.896108339133278	1.38429212585031	0.50184546724413	0.257770433762248	2.13237813918205	0.911900595357678	1.92265232978562	2.13237813918205
C00387	Guanosine	*	*	Metabolite	guanosine	16750	HMDB0000133	C00387	HMDB0000133			1	-0.573902217682703	0.0480653309212571	1.31816806330133		1	-0.535440856026563	0.0637491399769605	1.1955256698082		1	0.404524907123166	0.154866443121929	0.810042676145132		1	0.0165184417843727	0.952652633285164	0.0210654277437575		1	-0.670525992953031	0.0402668868843089	1.3950519452927		0.807782292571993	-1.04323965655923	0.00257904837211912	2.58854051224461	*	1	-0.672663912841557	0.0396900534912279	1.40131831578345		1	-0.94883419527862	0.005357651791739	2.27102551578202		-2.58854051224461	*	R01227, R02147						guanosine			guanosine	-0.573902217682703	-0.535440856026563	0.404524907123166	0.0165184417843727	-0.670525992953031	-1.04323965655923	-0.672663912841557	-0.94883419527862	-1.04323965655923	1.31816806330133	1.1955256698082	0.810042676145132	0.1	1.3950519452927	2.58854051224461	1.40131831578345	2.27102551578202	2.58854051224461
C00388	Histamine	*	*	Metabolite	histamine	18295	HMDB0000870	C00388	HMDB0000870			1	-0.521317303627245	0.282094952861378	0.54960468401146		1	-0.359112568583948	0.455694389023977	0.341326318863079		1	-0.716149311499607	0.143904510459037	0.841925593577144		0.745599495184103	-1.62666306350627	0.00226025499987011	2.64584256138837	*	1	0.275207064300465	0.341173948590833	0.467024138158657		1	0.189977691640806	0.508914545394561	0.293355136286618		1	-0.257500882590535	0.372545885807709	0.428820228349809		1	-0.116262170211007	0.685141885431713	0.164219481530651		-2.64584256138837	*	R01167, R02150, R02155				histamine					histamine	-0.521317303627245	-0.359112568583948	-0.716149311499607	-1.62666306350627	0.275207064300465	0.189977691640806	-0.257500882590535	-0.116262170211007	-1.62666306350627	0.54960468401146	0.341326318863079	0.841925593577144	2.64584256138837	0.467024138158657	0.293355136286618	0.428820228349809	0.164219481530651	2.64584256138837
C00390	Ubiquinol			Metabolite	Ubiquinol	17976	HMDB0001304		HMDB0001304																																													R13223										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00399	Ubiquinone			Metabolite	Ubiquinone	46234, 16389, 46372	HMDB0002012, HMDB0006709		HMDB0002012, HMDB0006709																																													R08657										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
