type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	sorted_pairs	EdgeColor	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
input	output	C00655	C00025	R01231	Metabolite_Metabolite	Xanthosine 5'-phosphate	L-Glutamate		*	*	*		*	C00025_C00655	Metabolic Transformation	Solid					*			
input	output	C00857	C00025	R00257	Metabolite_Metabolite	Deamino-NAD+	L-Glutamate		*		*		*	C00025_C00857	Metabolic Transformation	Dashed					*			
input	output	C00956	C00025	R01939	Metabolite_Metabolite	L-2-Aminoadipate	L-Glutamate		*	*	*		*	C00025_C00956	Metabolic Transformation	Solid					*			
input	output	C01879	C00025	R00251	Metabolite_Metabolite	5-Oxoproline	L-Glutamate		*	*	*		*	C00025_C01879	Metabolic Transformation	Solid					*			
input	output	C02166	C00025	R09875	Metabolite_Metabolite	Leukotriene C4	L-Glutamate		*		*		*	C00025_C02166	Metabolic Transformation	Dashed					*			
input	output	C02320	C00025	R03916	Metabolite_Metabolite	R-S-Glutathione	L-Glutamate		*		*		*	C00025_C02320	Metabolic Transformation	Dashed					*			
input	output	C03912	C00025	R00707, R00708	Metabolite_Metabolite	(S)-1-Pyrroline-5-carboxylate	L-Glutamate		*		*		*	C00025_C03912	Metabolic Transformation	Dashed					*			
input	output	C12270	C00025	R10687	Metabolite_Metabolite	N-Acetylaspartylglutamate	L-Glutamate		*		*		*	C00025_C12270	Metabolic Transformation	Dashed					*			
input	output	C00311	C00026	R00267, R00709	Metabolite_Metabolite	Isocitrate	2-Oxoglutarate	*		*	*	*		C00026_C00311	Metabolic Transformation	Solid		*	*	*			*	*
input	output	C00049	C00027	R00357	Metabolite_Metabolite	L-Aspartate	Hydrogen peroxide	*		*		*		C00027_C00049	Metabolic Transformation	Dashed	*				*			
input	output	C00078	C00027	R00677	Metabolite_Metabolite	L-Tryptophan	Hydrogen peroxide	*		*		*		C00027_C00078	Metabolic Transformation	Dashed					*			
input	output	C00366	C00027	R02106	Metabolite_Metabolite	Urate	Hydrogen peroxide	*		*		*		C00027_C00366	Metabolic Transformation	Dashed					*			
input	output	C00388	C00027	R02150	Metabolite_Metabolite	Histamine	Hydrogen peroxide	*		*		*		C00027_C00388	Metabolic Transformation	Dashed				*				
input	output	C02918	C00027	R04085, R08408	Metabolite_Metabolite	1-Methylnicotinamide	Hydrogen peroxide	*		*		*		C00027_C02918	Metabolic Transformation	Dashed	*	*						
input	output	C00114	C00030	R01025	Metabolite_Metabolite	Choline	Reduced acceptor	*		*		*		C00030_C00114	Metabolic Transformation	Dashed	*	*			*			
input	output	C00092	C00031	R00303	Metabolite_Metabolite	D-Glucose 6-phosphate	D-Glucose	*		*	*	*		C00031_C00092	Metabolic Transformation	Solid	*							
input	output	C01042	C00033	R00488	Metabolite_Metabolite	N-Acetyl-L-aspartate	Acetate	*		*		*		C00033_C01042	Metabolic Transformation	Dashed						*		
input	output	C01996	C00033	R01026	Metabolite_Metabolite	Acetylcholine	Acetate	*		*		*		C00033_C01996	Metabolic Transformation	Dashed								*
input	output	C00010	C00035	R00432, R02405	Metabolite_Metabolite	CoA	GDP	*		*	*	*		C00010_C00035	Metabolic Transformation	Solid				*				
input	output	C00042	C00035	R00432	Metabolite_Metabolite	Succinate	GDP	*		*	*	*		C00035_C00042	Metabolic Transformation	Solid							*	
input	output	C00044	C00035	R00335, R00430, R00431, R00432, R00517, R00968, R02405	Metabolite_Metabolite	GTP	GDP	*		*	*	*		C00035_C00044	Metabolic Transformation	Solid	*	*						
input	output	C00010	C00036	R00351, R00352	Metabolite_Metabolite	CoA	Oxaloacetate	*		*		*		C00010_C00036	Metabolic Transformation	Dashed				*				
input	output	C00049	C00036	R00355, R00357, R07164, R07165	Metabolite_Metabolite	L-Aspartate	Oxaloacetate	*		*		*		C00036_C00049	Metabolic Transformation	Dashed	*				*			
input	output	C00044	C00039	R10823	Metabolite_Metabolite	GTP	DNA	*		*		*		C00039_C00044	Metabolic Transformation	Dashed	*	*						
input	output	C00350	C00040	R04480	Metabolite_Metabolite	Phosphatidylethanolamine	Acyl-CoA	*		*		*		C00040_C00350	Metabolic Transformation	Dashed					*			
input	output	C00422	C00040	R02251	Metabolite_Metabolite	Triacylglycerol	Acyl-CoA	*		*		*		C00040_C00422	Metabolic Transformation	Dashed					*	*		
input	output	C00097	C00041	R07460, R11528	Metabolite_Metabolite	L-Cysteine	L-Alanine	*		*	*	*		C00041_C00097	Metabolic Transformation	Solid			*				*	*
input	output	C00003	C00042	R00713	Metabolite_Metabolite	NAD+	Succinate		*		*		*	C00003_C00042	Metabolic Transformation	Dashed							*	
input	output	C00026	C00042	R01252, R02397, R03218, R03219, R03376, R03451, R05722, R09510, R09511, R10056, R12459, R12460, R12461, R12645, R13015	Metabolite_Metabolite	2-Oxoglutarate	Succinate		*	*	*		*	C00026_C00042	Metabolic Transformation	Solid							*	
input	output	C00091	C00042	R00407, R00410, R01780, R02084	Metabolite_Metabolite	Succinyl-CoA	Succinate		*		*		*	C00042_C00091	Metabolic Transformation	Dashed							*	
input	output	C00148	C00042	R01252	Metabolite_Metabolite	L-Proline	Succinate		*	*	*		*	C00042_C00148	Metabolic Transformation	Solid							*	
input	output	C00164	C00042	R00410	Metabolite_Metabolite	Acetoacetate	Succinate		*		*		*	C00042_C00164	Metabolic Transformation	Dashed							*	
input	output	C00232	C00042	R00713	Metabolite_Metabolite	Succinate semialdehyde	Succinate		*		*		*	C00042_C00232	Metabolic Transformation	Dashed							*	
input	output	C00613	C00042	R12645	Metabolite_Metabolite	Protein-L-arginine	Succinate		*		*		*	C00042_C00613	Metabolic Transformation	Dashed							*	
input	output	C00615	C00042	R13015	Metabolite_Metabolite	Protein histidine	Succinate		*		*		*	C00042_C00615	Metabolic Transformation	Dashed							*	
input	output	C01181	C00042	R02397	Metabolite_Metabolite	4-Trimethylammoniobutanoate	Succinate		*	*	*		*	C00042_C01181	Metabolic Transformation	Solid							*	
input	output	C02060	C00042	R05722	Metabolite_Metabolite	Phytanoyl-CoA	Succinate		*		*		*	C00042_C02060	Metabolic Transformation	Dashed							*	
input	output	C05544	C00042	R09511	Metabolite_Metabolite	Protein N6-methyl-L-lysine	Succinate		*		*		*	C00042_C05544	Metabolic Transformation	Dashed							*	
input	output	C05545	C00042	R09510, R10056	Metabolite_Metabolite	Protein N6,N6-dimethyl-L-lysine	Succinate		*		*		*	C00042_C05545	Metabolic Transformation	Dashed							*	
input	output	C05546	C00042	R12459, R12460, R12461	Metabolite_Metabolite	Protein N6,N6,N6-trimethyl-L-lysine	Succinate		*		*		*	C00042_C05546	Metabolic Transformation	Dashed							*	
input	output	C00075	C00043	R00416	Metabolite_Metabolite	UTP	UDP-N-acetyl-alpha-D-glucosamine	*	*	*	*	*	*	C00043_C00075	Metabolic Transformation	Solid	*	*				*	*	*
input	output	C00002	C00044	R00330	Metabolite_Metabolite	ATP	GTP		*	*	*		*	C00002_C00044	Metabolic Transformation	Solid	*	*						
input	output	C01261	C00044	R01232	Metabolite_Metabolite	P1,P4-Bis(5'-guanosyl) tetraphosphate	GTP		*		*		*	C00044_C01261	Metabolic Transformation	Dashed	*	*						
input	output	C00044	C00046	R00441	Metabolite_Metabolite	GTP	RNA	*		*		*		C00044_C00046	Metabolic Transformation	Dashed	*	*						
input	output	C00063	C00046	R00442	Metabolite_Metabolite	CTP	RNA	*		*		*		C00046_C00063	Metabolic Transformation	Dashed	*							
input	output	C00075	C00046	R00443	Metabolite_Metabolite	UTP	RNA	*		*		*		C00046_C00075	Metabolic Transformation	Dashed	*	*				*	*	*
input	output	C00010	C00048	R00472	Metabolite_Metabolite	CoA	Glyoxylate	*		*		*		C00010_C00048	Metabolic Transformation	Dashed				*				
input	output	C00152	C00049	R00485	Metabolite_Metabolite	L-Asparagine	L-Aspartate		*	*	*		*	C00049_C00152	Metabolic Transformation	Solid	*				*			
input	output	C01042	C00049	R00488	Metabolite_Metabolite	N-Acetyl-L-aspartate	L-Aspartate	*	*	*	*	*	*	C00049_C01042	Metabolic Transformation	Solid	*				*	*		
input	output	C00002	C00051	R00497	Metabolite_Metabolite	ATP	Glutathione		*	*	*		*	C00002_C00051	Metabolic Transformation	Solid			*	*				
input	output	C00019	C00051	R12917, R12918, R12919	Metabolite_Metabolite	S-Adenosyl-L-methionine	Glutathione		*	*	*		*	C00019_C00051	Metabolic Transformation	Solid			*	*				
input	output	C00037	C00051	R00497	Metabolite_Metabolite	Glycine	Glutathione		*	*	*		*	C00037_C00051	Metabolic Transformation	Solid			*	*				
input	output	C00127	C00051	R03915	Metabolite_Metabolite	Glutathione disulfide	Glutathione	*	*	*	*	*	*	C00051_C00127	Metabolic Transformation	Solid			*	*			*	
input	output	C00342	C00051	R12917, R12918, R12919	Metabolite_Metabolite	Thioredoxin	Glutathione		*		*		*	C00051_C00342	Metabolic Transformation	Dashed			*	*				
input	output	C00029	C00052	R00291, R00955	Metabolite_Metabolite	UDP-glucose	UDP-alpha-D-galactose	*		*	*	*		C00029_C00052	Metabolic Transformation	Solid							*	
input	output	C00010	C00054	R01625, R10747	Metabolite_Metabolite	CoA	Adenosine 3',5'-bisphosphate	*		*		*		C00010_C00054	Metabolic Transformation	Dashed				*				
input	output	C00044	C00055	R00517	Metabolite_Metabolite	GTP	CMP	*		*	*	*		C00044_C00055	Metabolic Transformation	Solid	*	*						
input	output	C00063	C00055	R00515	Metabolite_Metabolite	CTP	CMP	*		*	*	*		C00055_C00063	Metabolic Transformation	Solid	*							
input	output	C00641	C00055	R01321, R02057, R04920, R04922	Metabolite_Metabolite	1,2-Diacyl-sn-glycerol	CMP	*		*	*	*		C00055_C00641	Metabolic Transformation	Solid					*		*	*
input	output	C00044	C00058	R00424	Metabolite_Metabolite	GTP	Formate	*		*		*		C00044_C00058	Metabolic Transformation	Dashed	*	*						
input	output	C00051	C00059	R08512	Metabolite_Metabolite	Glutathione	Sulfate	*		*		*		C00051_C00059	Metabolic Transformation	Dashed			*	*				
input	output	C00157	C00060	R01313, R01314	Metabolite_Metabolite	Phosphatidylcholine	Carboxylate	*		*		*		C00060_C00157	Metabolic Transformation	Dashed	*				*			
input	output	C00422	C00060	R01369	Metabolite_Metabolite	Triacylglycerol	Carboxylate	*		*		*		C00060_C00422	Metabolic Transformation	Dashed					*	*		
input	output	C04230	C00060	R07291	Metabolite_Metabolite	1-Acyl-sn-glycero-3-phosphocholine	Carboxylate	*		*		*		C00060_C04230	Metabolic Transformation	Dashed						*		
input	output	C00016	C00061	R00160	Metabolite_Metabolite	FAD	FMN	*		*		*		C00016_C00061	Metabolic Transformation	Dashed					*			
input	output	C03406	C00062	R01086	Metabolite_Metabolite	N-(L-Arginino)succinate	L-Arginine		*		*		*	C00062_C03406	Metabolic Transformation	Dashed		*						
input	output	C00002	C00063	R00570, R00571, R00573	Metabolite_Metabolite	ATP	CTP		*	*	*		*	C00002_C00063	Metabolic Transformation	Solid	*							
input	output	C00014	C00063	R00571	Metabolite_Metabolite	Ammonia	CTP		*		*		*	C00014_C00063	Metabolic Transformation	Dashed	*							
input	output	C00064	C00063	R00573	Metabolite_Metabolite	L-Glutamine	CTP	*	*	*	*	*	*	C00063_C00064	Metabolic Transformation	Solid	*		*	*	*			
input	output	C00075	C00063	R00571, R00573	Metabolite_Metabolite	UTP	CTP	*	*	*	*	*	*	C00063_C00075	Metabolic Transformation	Solid	*	*				*	*	*
input	output	C00112	C00063	R00570	Metabolite_Metabolite	CDP	CTP		*	*	*		*	C00063_C00112	Metabolic Transformation	Solid	*							
input	output	C00002	C00064	R00253	Metabolite_Metabolite	ATP	L-Glutamine		*	*	*		*	C00002_C00064	Metabolic Transformation	Solid			*	*	*			
input	output	C00014	C00064	R00253	Metabolite_Metabolite	Ammonia	L-Glutamine		*		*		*	C00014_C00064	Metabolic Transformation	Dashed			*	*	*			
input	output	C02282	C00064	R03905	Metabolite_Metabolite	Glutaminyl-tRNA	L-Glutamine		*		*		*	C00064_C02282	Metabolic Transformation	Dashed			*	*	*			
input	output	C00051	C00072	R01108	Metabolite_Metabolite	Glutathione	Ascorbate	*		*		*		C00051_C00072	Metabolic Transformation	Dashed			*	*				
input	output	C00025	C00073	R07396	Metabolite_Metabolite	L-Glutamate	L-Methionine	*		*	*	*		C00025_C00073	Metabolic Transformation	Solid					*			
input	output	C00044	C00074	R00430, R00431	Metabolite_Metabolite	GTP	Phosphoenolpyruvate	*		*	*	*		C00044_C00074	Metabolic Transformation	Solid	*	*						
input	output	C00063	C00074	R00572	Metabolite_Metabolite	CTP	Phosphoenolpyruvate	*		*	*	*		C00063_C00074	Metabolic Transformation	Solid	*							
input	output	C00075	C00074	R00659	Metabolite_Metabolite	UTP	Phosphoenolpyruvate	*		*	*	*		C00074_C00075	Metabolic Transformation	Solid	*	*				*	*	*
input	output	C00002	C00075	R00156	Metabolite_Metabolite	ATP	UTP		*	*	*		*	C00002_C00075	Metabolic Transformation	Solid	*	*				*	*	*
input	output	C00062	C00077	R00551, R00565, R01686, R01989	Metabolite_Metabolite	L-Arginine	L-Ornithine	*		*	*	*		C00062_C00077	Metabolic Transformation	Solid		*						
input	output	C00334	C00077	R01989	Metabolite_Metabolite	4-Aminobutanoate	L-Ornithine	*		*	*	*		C00077_C00334	Metabolic Transformation	Solid					*			
input	output	C00064	C00079	R01375	Metabolite_Metabolite	L-Glutamine	L-Phenylalanine	*		*	*	*		C00064_C00079	Metabolic Transformation	Solid			*	*	*			
input	output	C00002	C00085	R00760	Metabolite_Metabolite	ATP	D-Fructose 6-phosphate		*	*	*		*	C00002_C00085	Metabolic Transformation	Solid	*							
input	output	C00081	C00085	R00876	Metabolite_Metabolite	ITP	D-Fructose 6-phosphate		*		*		*	C00081_C00085	Metabolic Transformation	Dashed	*							
input	output	C00092	C00085	R00771	Metabolite_Metabolite	D-Glucose 6-phosphate	D-Fructose 6-phosphate	*	*	*	*	*	*	C00085_C00092	Metabolic Transformation	Solid	*							
input	output	C00095	C00085	R00760, R00876, R01140	Metabolite_Metabolite	D-Fructose	D-Fructose 6-phosphate		*		*		*	C00085_C00095	Metabolic Transformation	Dashed	*							
input	output	C00118	C00085	R08575	Metabolite_Metabolite	D-Glyceraldehyde 3-phosphate	D-Fructose 6-phosphate		*	*	*		*	C00085_C00118	Metabolic Transformation	Solid	*							
input	output	C00131	C00085	R01140	Metabolite_Metabolite	dATP	D-Fructose 6-phosphate		*	*	*		*	C00085_C00131	Metabolic Transformation	Solid	*							
input	output	C00275	C00085	R00772	Metabolite_Metabolite	D-Mannose 6-phosphate	D-Fructose 6-phosphate		*		*		*	C00085_C00275	Metabolic Transformation	Dashed	*							
input	output	C00354	C00085	R00762	Metabolite_Metabolite	D-Fructose 1,6-bisphosphate	D-Fructose 6-phosphate		*	*	*		*	C00085_C00354	Metabolic Transformation	Solid	*							
input	output	C00665	C00085	R00763	Metabolite_Metabolite	beta-D-Fructose 2,6-bisphosphate	D-Fructose 6-phosphate		*		*		*	C00085_C00665	Metabolic Transformation	Dashed	*							
input	output	C00668	C00085	R13199	Metabolite_Metabolite	alpha-D-Glucose 6-phosphate	D-Fructose 6-phosphate		*		*		*	C00085_C00668	Metabolic Transformation	Dashed	*							
input	output	C05382	C00085	R08575	Metabolite_Metabolite	Sedoheptulose 7-phosphate	D-Fructose 6-phosphate	*	*	*	*	*	*	C00085_C05382	Metabolic Transformation	Solid	*							
input	output	C00062	C00086	R00551	Metabolite_Metabolite	L-Arginine	Urea	*		*		*		C00062_C00086	Metabolic Transformation	Dashed		*						
input	output	C03065	C00086	R00913	Metabolite_Metabolite	3-Guanidinopropanoate	Urea	*		*		*		C00086_C03065	Metabolic Transformation	Dashed		*						
input	output	C00044	C00091	R00432	Metabolite_Metabolite	GTP	Succinyl-CoA	*		*		*		C00044_C00091	Metabolic Transformation	Dashed	*	*						
input	output	C00002	C00092	R00299	Metabolite_Metabolite	ATP	D-Glucose 6-phosphate		*	*	*		*	C00002_C00092	Metabolic Transformation	Solid	*							
input	output	C00081	C00092	R00725	Metabolite_Metabolite	ITP	D-Glucose 6-phosphate		*		*		*	C00081_C00092	Metabolic Transformation	Dashed	*							
input	output	C00103	C00092	R08639	Metabolite_Metabolite	D-Glucose 1-phosphate	D-Glucose 6-phosphate		*		*		*	C00092_C00103	Metabolic Transformation	Dashed	*							
input	output	C00131	C00092	R01139	Metabolite_Metabolite	dATP	D-Glucose 6-phosphate		*	*	*		*	C00092_C00131	Metabolic Transformation	Solid	*							
input	output	C00670	C00093	R01030	Metabolite_Metabolite	sn-Glycero-3-phosphocholine	sn-Glycerol 3-phosphate	*		*	*	*		C00093_C00670	Metabolic Transformation	Solid					*			
input	output	C00065	C00097	R00891	Metabolite_Metabolite	L-Serine	L-Cysteine		*	*	*		*	C00065_C00097	Metabolic Transformation	Solid			*				*	*
input	output	C00283	C00097	R00891	Metabolite_Metabolite	Hydrogen sulfide	L-Cysteine		*		*		*	C00097_C00283	Metabolic Transformation	Dashed			*				*	*
input	output	C01419	C00097	R00899	Metabolite_Metabolite	Cys-Gly	L-Cysteine		*		*		*	C00097_C01419	Metabolic Transformation	Dashed			*				*	*
input	output	C02291	C00097	R01001, R08632	Metabolite_Metabolite	L-Cystathionine	L-Cysteine		*		*		*	C00097_C02291	Metabolic Transformation	Dashed			*				*	*
input	output	C00049	C00099	R00489	Metabolite_Metabolite	L-Aspartate	beta-Alanine	*		*	*	*		C00049_C00099	Metabolic Transformation	Solid	*				*			
input	output	C03065	C00099	R00913	Metabolite_Metabolite	3-Guanidinopropanoate	beta-Alanine	*		*	*	*		C00099_C03065	Metabolic Transformation	Solid		*						
input	output	C00025	C00101	R02287, R03189	Metabolite_Metabolite	L-Glutamate	Tetrahydrofolate	*		*		*		C00025_C00101	Metabolic Transformation	Dashed					*			
input	output	C00029	C00103	R00287, R00955	Metabolite_Metabolite	UDP-glucose	D-Glucose 1-phosphate	*		*		*		C00029_C00103	Metabolic Transformation	Dashed							*	
input	output	C00010	C00104	R00727, R02406	Metabolite_Metabolite	CoA	IDP	*		*		*		C00010_C00104	Metabolic Transformation	Dashed				*				
input	output	C00042	C00104	R00727	Metabolite_Metabolite	Succinate	IDP	*		*		*		C00042_C00104	Metabolic Transformation	Dashed							*	
input	output	C00085	C00104	R00770	Metabolite_Metabolite	D-Fructose 6-phosphate	IDP	*		*		*		C00085_C00104	Metabolic Transformation	Dashed	*							
input	output	C00029	C00105	R00287	Metabolite_Metabolite	UDP-glucose	UMP	*		*	*	*		C00029_C00105	Metabolic Transformation	Solid							*	
input	output	C00044	C00105	R00968	Metabolite_Metabolite	GTP	UMP	*		*	*	*		C00044_C00105	Metabolic Transformation	Solid	*	*						
input	output	C00075	C00105	R00662	Metabolite_Metabolite	UTP	UMP	*		*	*	*		C00075_C00105	Metabolic Transformation	Solid	*	*				*	*	*
input	output	C00002	C00111	R01011	Metabolite_Metabolite	ATP	Glycerone phosphate		*	*	*		*	C00002_C00111	Metabolic Transformation	Solid	*							
input	output	C00003	C00111	R00842	Metabolite_Metabolite	NAD+	Glycerone phosphate		*		*		*	C00003_C00111	Metabolic Transformation	Dashed	*							
input	output	C00016	C00111	R00848	Metabolite_Metabolite	FAD	Glycerone phosphate	*	*	*	*	*	*	C00016_C00111	Metabolic Transformation	Solid	*				*			
input	output	C00093	C00111	R00842, R00848, R00849, R08657	Metabolite_Metabolite	sn-Glycerol 3-phosphate	Glycerone phosphate		*	*	*		*	C00093_C00111	Metabolic Transformation	Solid	*							
input	output	C00118	C00111	R01015	Metabolite_Metabolite	D-Glyceraldehyde 3-phosphate	Glycerone phosphate		*	*	*		*	C00111_C00118	Metabolic Transformation	Solid	*							
input	output	C00184	C00111	R01011	Metabolite_Metabolite	Glycerone	Glycerone phosphate		*		*		*	C00111_C00184	Metabolic Transformation	Dashed	*							
input	output	C00354	C00111	R01068	Metabolite_Metabolite	D-Fructose 1,6-bisphosphate	Glycerone phosphate		*	*	*		*	C00111_C00354	Metabolic Transformation	Solid	*							
input	output	C00399	C00111	R08657	Metabolite_Metabolite	Ubiquinone	Glycerone phosphate		*		*		*	C00111_C00399	Metabolic Transformation	Dashed	*							
input	output	C00447	C00111	R01829	Metabolite_Metabolite	Sedoheptulose 1,7-bisphosphate	Glycerone phosphate		*		*		*	C00111_C00447	Metabolic Transformation	Dashed	*							
input	output	C01094	C00111	R02568	Metabolite_Metabolite	D-Fructose 1-phosphate	Glycerone phosphate		*		*		*	C00111_C01094	Metabolic Transformation	Dashed	*							
input	output	C05378	C00111	R01070	Metabolite_Metabolite	beta-D-Fructose 1,6-bisphosphate	Glycerone phosphate		*		*		*	C00111_C05378	Metabolic Transformation	Dashed	*							
input	output	C15602	C00111	R00849	Metabolite_Metabolite	Quinone	Glycerone phosphate		*		*		*	C00111_C15602	Metabolic Transformation	Dashed	*							
input	output	C00085	C00112	R00767	Metabolite_Metabolite	D-Fructose 6-phosphate	CDP	*		*	*	*		C00085_C00112	Metabolic Transformation	Solid	*							
input	output	C00157	C00114	R01310	Metabolite_Metabolite	Phosphatidylcholine	Choline	*	*	*	*	*	*	C00114_C00157	Metabolic Transformation	Solid	*	*			*			
input	output	C00670	C00114	R01030	Metabolite_Metabolite	sn-Glycero-3-phosphocholine	Choline	*	*	*	*	*	*	C00114_C00670	Metabolic Transformation	Solid	*	*			*			
input	output	C01996	C00114	R01026	Metabolite_Metabolite	Acetylcholine	Choline	*	*	*	*	*	*	C00114_C01996	Metabolic Transformation	Solid	*	*			*			*
input	output	C00670	C00116	R02591	Metabolite_Metabolite	sn-Glycero-3-phosphocholine	Glycerol	*		*		*		C00116_C00670	Metabolic Transformation	Dashed					*			
input	output	C00068	C00117	R06863	Metabolite_Metabolite	Thiamin diphosphate	D-Ribose 5-phosphate		*		*		*	C00068_C00117	Metabolic Transformation	Dashed	*							
input	output	C00118	C00117	R01641	Metabolite_Metabolite	D-Glyceraldehyde 3-phosphate	D-Ribose 5-phosphate		*	*	*		*	C00117_C00118	Metabolic Transformation	Solid	*							
input	output	C00301	C00117	R01054	Metabolite_Metabolite	ADP-ribose	D-Ribose 5-phosphate		*	*	*		*	C00117_C00301	Metabolic Transformation	Solid	*							
input	output	C00620	C00117	R01057	Metabolite_Metabolite	alpha-D-Ribose 1-phosphate	D-Ribose 5-phosphate		*		*		*	C00117_C00620	Metabolic Transformation	Dashed	*							
input	output	C05382	C00117	R01641, R06863	Metabolite_Metabolite	Sedoheptulose 7-phosphate	D-Ribose 5-phosphate	*	*	*	*	*	*	C00117_C05382	Metabolic Transformation	Solid	*							
input	output	C00025	C00119	R01072	Metabolite_Metabolite	L-Glutamate	5-Phospho-alpha-D-ribose 1-diphosphate	*		*	*	*		C00025_C00119	Metabolic Transformation	Solid					*			
input	output	C00117	C00119	R01049	Metabolite_Metabolite	D-Ribose 5-phosphate	5-Phospho-alpha-D-ribose 1-diphosphate	*		*	*	*		C00117_C00119	Metabolic Transformation	Solid	*							
input	output	C00144	C00119	R01229	Metabolite_Metabolite	GMP	5-Phospho-alpha-D-ribose 1-diphosphate	*		*	*	*		C00119_C00144	Metabolic Transformation	Solid	*	*					*	
input	output	C00042	C00122	R02164, R13223	Metabolite_Metabolite	Succinate	Fumarate	*		*	*	*		C00042_C00122	Metabolic Transformation	Solid							*	
input	output	C02686	C00124	R03617	Metabolite_Metabolite	Galactosylceramide	D-Galactose	*	*	*	*	*	*	C00124_C02686	Metabolic Transformation	Solid	*						*	
input	output	C00003	C00127	R00094	Metabolite_Metabolite	NAD+	Glutathione disulfide		*		*		*	C00003_C00127	Metabolic Transformation	Dashed							*	
input	output	C00006	C00127	R00115	Metabolite_Metabolite	NADP+	Glutathione disulfide		*		*		*	C00006_C00127	Metabolic Transformation	Dashed							*	
input	output	C00027	C00127	R00274	Metabolite_Metabolite	Hydrogen peroxide	Glutathione disulfide		*		*		*	C00027_C00127	Metabolic Transformation	Dashed							*	
input	output	C05965	C00127	R13043	Metabolite_Metabolite	12(S)-HPETE	Glutathione disulfide		*		*		*	C00127_C05965	Metabolic Transformation	Dashed							*	
input	output	C05966	C00127	R07035	Metabolite_Metabolite	15(S)-HPETE	Glutathione disulfide		*		*		*	C00127_C05966	Metabolic Transformation	Dashed							*	
input	output	C00063	C00128	R01117	Metabolite_Metabolite	CTP	CMP-N-acetylneuraminate	*		*		*		C00063_C00128	Metabolic Transformation	Dashed	*							
input	output	C00884	C00135	R01992	Metabolite_Metabolite	Homocarnosine	L-Histidine		*		*		*	C00135_C00884	Metabolic Transformation	Dashed			*	*			*	
input	output	C00002	C00144	R01230, R01231	Metabolite_Metabolite	ATP	GMP		*	*	*		*	C00002_C00144	Metabolic Transformation	Solid	*	*					*	
input	output	C00006	C00144	R01134	Metabolite_Metabolite	NADP+	GMP		*		*		*	C00006_C00144	Metabolic Transformation	Dashed	*	*					*	
input	output	C00014	C00144	R01134, R01230	Metabolite_Metabolite	Ammonia	GMP		*		*		*	C00014_C00144	Metabolic Transformation	Dashed	*	*					*	
input	output	C00035	C00144	R00328	Metabolite_Metabolite	GDP	GMP		*	*	*		*	C00035_C00144	Metabolic Transformation	Solid	*	*					*	
input	output	C00039	C00144	R10823	Metabolite_Metabolite	DNA	GMP		*		*		*	C00039_C00144	Metabolic Transformation	Dashed	*	*					*	
input	output	C00044	C00144	R00426, R10823	Metabolite_Metabolite	GTP	GMP	*	*	*	*	*	*	C00044_C00144	Metabolic Transformation	Solid	*	*					*	
input	output	C00064	C00144	R01231	Metabolite_Metabolite	L-Glutamine	GMP	*	*	*	*	*	*	C00064_C00144	Metabolic Transformation	Solid	*	*	*	*	*		*	
input	output	C00130	C00144	R01134	Metabolite_Metabolite	IMP	GMP		*	*	*		*	C00130_C00144	Metabolic Transformation	Solid	*	*					*	
input	output	C00655	C00144	R01230, R01231	Metabolite_Metabolite	Xanthosine 5'-phosphate	GMP		*	*	*		*	C00144_C00655	Metabolic Transformation	Solid	*	*					*	
input	output	C00942	C00144	R01234	Metabolite_Metabolite	3',5'-Cyclic GMP	GMP		*		*		*	C00144_C00942	Metabolic Transformation	Dashed	*	*					*	
input	output	C01261	C00144	R01232	Metabolite_Metabolite	P1,P4-Bis(5'-guanosyl) tetraphosphate	GMP		*		*		*	C00144_C01261	Metabolic Transformation	Dashed	*	*					*	
input	output	C00064	C00152	R00578	Metabolite_Metabolite	L-Glutamine	L-Asparagine	*		*	*	*		C00064_C00152	Metabolic Transformation	Solid			*	*	*			
input	output	C00003	C00153	R00102, R00555, R04176, R10629, R10633, R10634, R13186	Metabolite_Metabolite	NAD+	Nicotinamide		*		*		*	C00003_C00153	Metabolic Transformation	Dashed						*	*	
input	output	C00006	C00153	R00119, R10631	Metabolite_Metabolite	NADP+	Nicotinamide		*		*		*	C00006_C00153	Metabolic Transformation	Dashed						*	*	
input	output	C00009	C00153	R02294	Metabolite_Metabolite	Orthophosphate	Nicotinamide		*		*		*	C00009_C00153	Metabolic Transformation	Dashed						*	*	
input	output	C00013	C00153	R01271	Metabolite_Metabolite	Diphosphate	Nicotinamide		*		*		*	C00013_C00153	Metabolic Transformation	Dashed						*	*	
input	output	C00253	C00153	R00119	Metabolite_Metabolite	Nicotinate	Nicotinamide		*		*		*	C00153_C00253	Metabolic Transformation	Dashed						*	*	
input	output	C00455	C00153	R01271	Metabolite_Metabolite	Nicotinamide D-ribonucleotide	Nicotinamide		*	*	*		*	C00153_C00455	Metabolic Transformation	Solid						*	*	
input	output	C00613	C00153	R00555	Metabolite_Metabolite	Protein-L-arginine	Nicotinamide		*		*		*	C00153_C00613	Metabolic Transformation	Dashed						*	*	
