sorted_pairs	mappingID1	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff	source	Label1	Label2
131_1279	1279	131	*		Unknown	Dashed		*							HMDB	Arginine	Art1
131_1383	1383	131	*		Unknown	Dashed						*	*		HMDB	Niacinamide	Art1
1320_1388	1320	1388		*	Metabolic Transformation	Dashed				*					KEGG	Succinyl-CoA	coenzyme A
1324_1388	1324	1388		*	Metabolic Transformation	Dashed				*					KEGG	(S)-3-Hydroxyisobutyryl-CoA	coenzyme A
1325_1393	1325	1393		*	Metabolic Transformation	Dashed	*								KEGG	beta-D-Fructose 1,6-bisphosphate	dihydroxyacetone phosphate
1326_1393	1326	1393	*	*	Metabolic Transformation	Solid	*								KEGG	fructose 1,6-biphosphate	dihydroxyacetone phosphate
1327_1388	1327	1388		*	Metabolic Transformation	Dashed				*					KEGG	Linoleoyl-CoA	coenzyme A
1329_1388	1329	1388		*	Metabolic Transformation	Dashed				*					KEGG	Octanoyl-CoA	coenzyme A
132_1279	1279	132	*	*	Unknown	Solid		*							HMDB	Arginine	Art3
132_1383	1383	132	*	*	Unknown	Solid						*	*		HMDB	Niacinamide	Art3
1333_1393	1333	1393	*	*	Metabolic Transformation	Solid	*								KEGG	glyceraldehyde-3-phosphate	dihydroxyacetone phosphate
1333_1405	1333	1405	*	*	Metabolic Transformation	Solid	*								KEGG	glyceraldehyde-3-phosphate	ribose 5-phosphate
1334_1388	1334	1388		*	Metabolic Transformation	Dashed				*					KEGG	Stearoyl-CoA	coenzyme A
1335_1382	1382	1335	*		Metabolic Transformation	Dashed	*								KEGG	hexose phosphate	D-Glucono-1,5-lactone 6-phosphate
133_1279	1279	133	*	*	Unknown	Solid		*							HMDB	Arginine	Art4
133_1383	1383	133	*	*	Unknown	Solid						*	*		HMDB	Niacinamide	Art4
1340_1393	1393	1340	*		Metabolic Transformation	Dashed	*								KEGG	dihydroxyacetone phosphate	Methylglyoxal
1341_1388	1341	1388		*	Metabolic Transformation	Dashed				*					KEGG	Malonyl-CoA	coenzyme A
1343_1405	1343	1405	*	*	Metabolic Transformation	Solid	*								KEGG	ADP-ribose	ribose 5-phosphate
1345_1383	1383	1345	*		SameComplex	Dashed						*	*		Reactome	Niacinamide	AdoMet
1346_1352	1352	1346	*		Metabolic Transformation	Dashed					*				KEGG	FAD	FADH2
1346_1426	1426	1346	*		Metabolic Transformation	Dashed				*					KEGG	CoA(6:0)	FADH2
1348_1381	1348	1381	*	*	Metabolic Transformation	Solid	*	*					*		KEGG	GDP	GMP
1348_1388	1388	1348	*	*	Metabolic Transformation	Solid				*					KEGG	coenzyme A	GDP
134_1279	1279	134	*		Unknown	Dashed		*							HMDB	Arginine	Art5
134_1383	1383	134	*		Unknown	Dashed						*	*		HMDB	Niacinamide	Art5
1350_1388	1350	1388	*	*	Metabolic Transformation	Solid				*					KEGG	Acetyl-CoA	coenzyme A
1352_1393	1352	1393	*	*	Metabolic Transformation	Solid	*				*				KEGG	FAD	dihydroxyacetone phosphate
1352_1398	1352	1398	*		Metabolic Transformation	Dashed					*				KEGG	FAD	3-Methylcrotonyl-CoA
1352_1401	1352	1401	*		Metabolic Transformation	Dashed					*				KEGG	FAD	FMN
1352_1413	1352	1413	*		Metabolic Transformation	Dashed					*				KEGG	FAD	Crotonoyl-CoA
1352_1450	1352	1450	*		Metabolic Transformation	Dashed					*				KEGG	FAD	trans-Hex-2-enoyl-CoA
1352_1451	1352	1451	*		Metabolic Transformation	Dashed					*				KEGG	FAD	trans-Hexadec-2-enoyl-CoA
1352_1452	1352	1452	*		Metabolic Transformation	Dashed					*				KEGG	FAD	trans-Tetradec-2-enoyl-CoA
1352_1454	1352	1454	*		Metabolic Transformation	Dashed					*				KEGG	FAD	trans-Dec-2-enoyl-CoA
1352_1455	1352	1455	*		Metabolic Transformation	Dashed					*				KEGG	FAD	trans-Oct-2-enoyl-CoA
1352_1488	1352	1488	*		Metabolic Transformation	Dashed					*				KEGG	FAD	trans-2-Enoyl-OPC4-CoA
1352_1489	1352	1489	*		Metabolic Transformation	Dashed					*				KEGG	FAD	trans-2-Enoyl-OPC6-CoA
1352_1490	1352	1490	*		Metabolic Transformation	Dashed					*				KEGG	FAD	trans-2-Enoyl-OPC8-CoA
1352_1563	1352	1563	*		Metabolic Transformation	Dashed					*				KEGG	FAD	2-trans-Dodecenoyl-CoA
1354_1388	1354	1388		*	Metabolic Transformation	Dashed				*					KEGG	D-Glucosamine 6-phosphate	coenzyme A
135_1295	1295	135	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Asah1
135_1464	1464	135	*	*	Enzyme	Solid			*						HMDB	phytosphingosine	Asah1
135_967	967	135	*	*	Enzyme	Solid	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Asah1
1360_1388	1360	1388		*	Metabolic Transformation	Dashed				*					KEGG	Propanoyl-CoA	coenzyme A
1363_1381	1363	1381		*	Metabolic Transformation	Dashed	*	*					*		KEGG	3',5'-Cyclic GMP	GMP
1365_1561	1561	1365	*	*	Metabolic Transformation	Solid	*								KEGG	sedoheptulose-7-phosphate	erythrose 4-phosphate
1366_1388	1366	1388		*	Metabolic Transformation	Dashed				*					KEGG	Oleoyl-CoA	coenzyme A
1367_1388	1367	1388		*	Metabolic Transformation	Dashed				*					KEGG	Palmitoyl-CoA	coenzyme A
1368_1388	1368	1388		*	Metabolic Transformation	Dashed				*					KEGG	Glutaryl-CoA	coenzyme A
1369_1381	1369	1381		*	Metabolic Transformation	Dashed	*	*					*		KEGG	P1,P4-Bis(5'-guanosyl) tetraphosphate	GMP
136_1295	1295	136	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Asah2
136_967	967	136	*	*	Enzyme	Solid	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Asah2
1374_1388	1388	1374	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	Phytanoyl-CoA
1376_1405	1376	1405		*	Metabolic Transformation	Dashed	*								KEGG	Thiamin diphosphate	ribose 5-phosphate
1377_1388	1377	1388		*	Metabolic Transformation	Dashed				*					KEGG	Choloyl-CoA	coenzyme A
1378_1388	1378	1388		*	Metabolic Transformation	Dashed				*					KEGG	(S)-3-Hydroxy-3-methylglutaryl-CoA	coenzyme A
137_1030	1030	137		*	Enzyme	Dashed		*				*			HMDB	Canavaninosuccinate	Asl
137_1032	1032	137		*	Enzyme	Dashed		*				*			HMDB	Carbamoyl	Asl
137_1196	1196	137		*	Enzyme	Dashed		*				*			KEGG, HMDB	N-(L-Arginino)succinate	Asl
137_1224	1224	137	*	*	Enzyme	Solid		*				*			KEGG	Fumaric acid	Asl
137_1279	1279	137	*	*	Enzyme	Solid		*				*			KEGG, HMDB	Arginine	Asl
1381_1390	1381	1390	*		Metabolic Transformation	Dashed	*	*					*		KEGG	GMP	Orthophosphate
1381_1406	1406	1381	*	*	Metabolic Transformation	Solid	*	*					*		KEGG	XMP	GMP
1381_1568	1568	1381		*	Metabolic Transformation	Dashed	*	*					*		KEGG	NADP+	GMP
1382_1390	1382	1390	*		Metabolic Transformation	Dashed	*								KEGG	hexose phosphate	Orthophosphate
1382_1395	1382	1395	*	*	Metabolic Transformation	Solid	*								KEGG	hexose phosphate	NADH
1382_1403	1403	1382	*	*	Metabolic Transformation	Solid	*								KEGG	dATP	hexose phosphate
1382_1409	1409	1382		*	Metabolic Transformation	Dashed	*								KEGG	D-Glucose 1-phosphate	hexose phosphate
1383_1390	1390	1383		*	Metabolic Transformation	Dashed						*	*		KEGG	Orthophosphate	Niacinamide
1383_1396	1396	1383		*	Metabolic Transformation	Dashed						*	*		KEGG	Nicotinate	Niacinamide
1383_1555	1383	1555	*		SameComplex	Dashed						*	*		Reactome	Niacinamide	PRPP
1383_1566	1566	1383		*	Metabolic Transformation	Dashed						*	*		KEGG	Diphosphate	Niacinamide
1383_1568	1568	1383		*	Metabolic Transformation	Dashed						*	*		KEGG	NADP+	Niacinamide
1386_1388	1388	1386	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	Pantetheine 4'-phosphate
1388_1390	1388	1390	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	Orthophosphate
1388_1393	1393	1388	*	*	Metabolic Transformation	Solid	*			*					KEGG	dihydroxyacetone phosphate	coenzyme A
1388_1394	1394	1388		*	Metabolic Transformation	Dashed				*					KEGG	Acetoacetyl-CoA	coenzyme A
1388_1395	1388	1395	*	*	Metabolic Transformation	Solid				*					KEGG	coenzyme A	NADH
1388_1398	1388	1398	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	3-Methylcrotonyl-CoA
1388_1402	1402	1388		*	Metabolic Transformation	Dashed				*					KEGG	Tetradecanoyl-CoA	coenzyme A
1388_1416	1388	1416	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA
1388_1420	1420	1388		*	Metabolic Transformation	Dashed				*					KEGG	Benzoyl-CoA	coenzyme A
1388_1426	1426	1388	*	*	Metabolic Transformation	Solid				*					KEGG	CoA(6:0)	coenzyme A
1388_1434	1388	1434	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	IDP
1388_1438	1388	1438	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	Itaconyl-CoA
1388_1441	1441	1388		*	Metabolic Transformation	Dashed				*					KEGG	Lauroyl-CoA	coenzyme A
1388_1453	1453	1388		*	Metabolic Transformation	Dashed				*					KEGG	8,11,14-Eicosatrienoyl-CoA	coenzyme A
1388_1463	1463	1388	*	*	Metabolic Transformation	Solid				*					KEGG	CoA(20:0)	coenzyme A
1388_1464	1464	1388	*	*	Metabolic Transformation	Solid			*	*					KEGG	phytosphingosine	coenzyme A
1388_1468	1468	1388		*	Metabolic Transformation	Dashed				*					KEGG	(9Z,12Z,15Z)-Octadecatrienoyl-CoA	coenzyme A
1388_1469	1469	1388		*	Metabolic Transformation	Dashed				*					KEGG	Chenodeoxycholoyl-CoA	coenzyme A
1388_1470	1470	1388		*	Metabolic Transformation	Dashed				*					KEGG	gamma-Linolenoyl-CoA	coenzyme A
1388_1472	1472	1388		*	Metabolic Transformation	Dashed				*					KEGG	Phenylacetyl-CoA	coenzyme A
1388_1473	1473	1388		*	Metabolic Transformation	Dashed				*					KEGG	(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA	coenzyme A
1388_1474	1474	1388		*	Metabolic Transformation	Dashed				*					KEGG	Arachidonyl-CoA	coenzyme A
1388_1478	1388	1478	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	3-Hydroxypropionyl-CoA
1388_1485	1485	1388		*	Metabolic Transformation	Dashed				*					KEGG	OPC4-CoA	coenzyme A
1388_1486	1486	1388		*	Metabolic Transformation	Dashed				*					KEGG	OPC6-CoA	coenzyme A
1388_1505	1505	1388		*	Metabolic Transformation	Dashed				*					KEGG	(+)-7-Isojasmonic acid CoA	coenzyme A
1388_1510	1388	1510	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
1388_1511	1388	1511	*		Metabolic Transformation	Dashed				*					KEGG	coenzyme A	(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA
1388_1512	1512	1388		*	Metabolic Transformation	Dashed				*					KEGG	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA	coenzyme A
1388_1553	1553	1388		*	Metabolic Transformation	Dashed				*					KEGG	Sterol	coenzyme A
1388_1564	1564	1388		*	Metabolic Transformation	Dashed				*					KEGG	Butanoyl-CoA	coenzyme A
1388_1565	1565	1388		*	Metabolic Transformation	Dashed				*					KEGG	Decanoyl-CoA	coenzyme A
1388_1566	1566	1388		*	Metabolic Transformation	Dashed				*					KEGG	Diphosphate	coenzyme A
138_1228	1228	138	*	*	Enzyme	Solid					*				KEGG, HMDB	Glutamic acid	Asns
138_1241	1241	138	*	*	Enzyme	Solid	*				*				KEGG, HMDB	Aspartic acid	Asns
138_1284	1284	138	*	*	Enzyme	Solid			*	*	*				KEGG, HMDB	Glutamine	Asns
1390_1393	1393	1390	*		Metabolic Transformation	Dashed	*								KEGG	dihydroxyacetone phosphate	Orthophosphate
1393_1411	1411	1393		*	Metabolic Transformation	Dashed	*								KEGG	Glycerone	dihydroxyacetone phosphate
1393_1414	1414	1393		*	Metabolic Transformation	Dashed	*								KEGG	Ubiquinone	dihydroxyacetone phosphate
1393_1437	1437	1393		*	Metabolic Transformation	Dashed	*								KEGG	Quinone	dihydroxyacetone phosphate
1393_1503	1503	1393		*	Metabolic Transformation	Dashed	*								KEGG	Sedoheptulose 1,7-bisphosphate	dihydroxyacetone phosphate
1393_1543	1543	1393		*	Metabolic Transformation	Dashed	*								KEGG	D-Fructose 1-phosphate	dihydroxyacetone phosphate
1397_1405	1397	1405		*	Metabolic Transformation	Dashed	*								KEGG	R1P	ribose 5-phosphate
139_1241	1241	139	*	*	Enzyme	Solid	*				*				KEGG, HMDB	Aspartic acid	Aspa
139_1295	1295	139	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Aspa
139_1296	1296	139	*	*	Enzyme	Solid						*			KEGG	N-acetylaspartate	Aspa
13_1214	1214	13	*	*	Enzyme	Solid					*				KEGG, HMDB	gamma-Amino-N-butyric-acid	Abat
13_1228	1228	13	*	*	Enzyme	Solid					*				KEGG, HMDB	Glutamic acid	Abat
1405_1545	1405	1545	*		Metabolic Transformation	Dashed	*								KEGG	ribose 5-phosphate	Iminoerythrose 4-phosphate
1405_1561	1561	1405	*	*	Metabolic Transformation	Solid	*								KEGG	sedoheptulose-7-phosphate	ribose 5-phosphate
1405_1566	1405	1566	*		Metabolic Transformation	Dashed	*								KEGG	ribose 5-phosphate	Diphosphate
140_1207	1207	140	*	*	Enzyme	Solid					*				KEGG, HMDB	sn-Glycero-3-phosphocholine	Aspg
140_1241	1241	140	*	*	Enzyme	Solid	*				*				KEGG, HMDB	Aspartic acid	Aspg
140_1295	1295	140	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Aspg
140_970	970	140	*	*	Enzyme	Solid					*				KEGG	LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	Aspg
140_974	974	140	*	*	Enzyme	Solid	*				*				KEGG	PC(36:3)_feature5	Aspg
141_1241	1241	141	*	*	Unknown	Solid	*				*				HMDB	Aspartic acid	Asph
141_1259	1259	141	*	*	Unknown	Solid							*		HMDB	Succinic acid	Asph
1426_1448	1426	1448	*		Metabolic Transformation	Dashed				*					KEGG	CoA(6:0)	3-Oxooctanoyl-CoA
1426_1450	1450	1426		*	Metabolic Transformation	Dashed				*					KEGG	trans-Hex-2-enoyl-CoA	CoA(6:0)
142_1030	1030	142		*	Enzyme	Dashed						*			HMDB	Canavaninosuccinate	Ass1
142_1032	1032	142		*	Enzyme	Dashed						*			HMDB	Carbamoyl	Ass1
142_1196	1196	142		*	Enzyme	Dashed						*			KEGG, HMDB	N-(L-Arginino)succinate	Ass1
142_1241	1241	142	*	*	Enzyme	Solid	*				*	*			KEGG, HMDB	Aspartic acid	Ass1
142_1279	1279	142	*	*	Enzyme	Solid		*				*			HMDB	Arginine	Ass1
142_1306	1306	142	*	*	Enzyme	Solid						*			KEGG, HMDB	Citrulline	Ass1
142_1390	1390	142		*	Enzyme	Dashed						*			HMDB	Orthophosphate	Ass1
142_1566	1566	142		*	Enzyme	Dashed						*			KEGG, HMDB	Diphosphate	Ass1
1431_1435	1431	1435		*	Metabolic Transformation	Dashed							*		KEGG	Hydrogen peroxide	oxidized glutathione
1435_1461	1461	1435		*	Metabolic Transformation	Dashed							*		KEGG	12(S)-HPETE	oxidized glutathione
1435_1462	1462	1435		*	Metabolic Transformation	Dashed							*		KEGG	15(S)-HPETE	oxidized glutathione
1435_1568	1568	1435		*	Metabolic Transformation	Dashed							*		KEGG	NADP+	oxidized glutathione
143_974	974	143	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp10a
143_977	977	143	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp10a
144_974	974	144	*		Unknown	Dashed	*				*				HMDB	PC(36:3)_feature5	Atp10b
144_977	977	144	*		Unknown	Dashed					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp10b
1456_1561	1561	1456	*		Metabolic Transformation	Dashed	*								KEGG	sedoheptulose-7-phosphate	beta-D-Fructose 6-phosphate
145_974	974	145	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp10d
145_977	977	145	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp10d
146_974	974	146	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp11a
146_977	977	146	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp11a
147_974	974	147	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp11b
147_977	977	147	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp11b
148_974	974	148	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp11c
148_977	977	148	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp11c
149_974	974	149	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp8a1
149_977	977	149	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8a1
14_974	974	14	*	*	Enzyme or transporter	Solid	*				*				Reactome	PC(36:3)_feature5	Abca3
14_976	976	14	*	*	Enzyme or transporter	Solid			*	*	*		*	*	Reactome	PG(36:2)>PG(18:0_18:2)_feature2	Abca3
1503_1561	1561	1503	*		Metabolic Transformation	Dashed	*								KEGG	sedoheptulose-7-phosphate	Sedoheptulose 1,7-bisphosphate
150_974	974	150	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp8a2
150_977	977	150	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8a2
151_974	974	151	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp8b1
151_977	977	151	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8b1
152_974	974	152	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Atp8b2
152_977	977	152	*	*	Unknown	Solid					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8b2
1537_1561	1537	1561		*	Metabolic Transformation	Dashed	*								KEGG	Aminofructose 6-phosphate	sedoheptulose-7-phosphate
153_974	974	153	*		Unknown	Dashed	*				*				HMDB	PC(36:3)_feature5	Atp8b3
153_977	977	153	*		Unknown	Dashed					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8b3
154_974	974	154	*		Unknown	Dashed	*				*				HMDB	PC(36:3)_feature5	Atp8b4
154_977	977	154	*		Unknown	Dashed					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp8b4
155_974	974	155	*		Unknown	Dashed	*				*				HMDB	PC(36:3)_feature5	Atp9a
155_977	977	155	*		Unknown	Dashed					*				HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Atp9a
156_1277	1277	156	*		Enzyme	Dashed							*	*	HMDB	vitamin A	Awat1
156_1388	1388	156	*		Enzyme	Dashed				*					HMDB	coenzyme A	Awat1
156_1426	1426	156	*		Enzyme	Dashed				*					HMDB	CoA(6:0)	Awat1
156_966	966	156	*		Enzyme	Dashed					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Awat1
157_1277	1277	157	*		Enzyme	Dashed							*	*	Reactome, HMDB	vitamin A	Awat2
157_1388	1388	157	*		Enzyme	Dashed				*					HMDB	coenzyme A	Awat2
157_1426	1426	157	*		Enzyme	Dashed				*					HMDB	CoA(6:0)	Awat2
157_966	966	157	*		Enzyme	Dashed					*		*	*	Reactome, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Awat2
157_972	972	157	*		Enzyme or transporter	Dashed						*	*	*	Reactome	MG(18:1_0:0_0:0)	Awat2
158_848	848	158	*		Others	Dashed					*				Reactome	Sdc1	B3GAT1
159_848	848	159	*		Others	Dashed					*				Reactome	Sdc1	B3GAT2
15_1021	1021	15		*	Enzyme	Dashed	*								KEGG	Acyl-[acyl-carrier protein]	Abhd5
15_1022	1022	15		*	Enzyme	Dashed	*								KEGG	Acyl-carrier protein	Abhd5
15_1175	1175	15		*	Enzyme	Dashed	*								KEGG	acyl-CoA	Abhd5
15_1388	1388	15	*	*	Enzyme	Solid	*			*					KEGG, HMDB	coenzyme A	Abhd5
15_973	973	15	*	*	Enzyme	Solid	*								KEGG	PA(34:1)_M+NH3_feature1	Abhd5
15_989	989	15		*	Enzyme	Dashed	*								KEGG	1-Acyl-sn-glycerol 3-phosphate	Abhd5
15_995	995	15		*	Enzyme	Dashed	*								KEGG	2,3-Dehydroacyl-CoA	Abhd5
160_1464	1464	160	*		Enzyme	Dashed			*						HMDB	phytosphingosine	B3galt5
160_967	967	160	*		Enzyme	Dashed	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	B3galt5
160_979	979	160	*		Enzyme	Dashed					*		*	*	HMDB	SM(d34:1)	B3galt5
161_848	848	161	*	*	Others	Solid					*				Reactome	Sdc1	B3galt6
162_1270	1270	162	*		Enzyme	Dashed							*		HMDB	UDP-N-acetylglucosamine	B3gnt5
162_1464	1464	162	*		Enzyme	Dashed			*						HMDB	phytosphingosine	B3gnt5
162_967	967	162	*		Enzyme	Dashed	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	B3gnt5
162_979	979	162	*		Enzyme	Dashed					*		*	*	HMDB	SM(d34:1)	B3gnt5
163_848	848	163	*	*	Others	Solid					*				Reactome	Sdc1	B4galt7
164_1383	1383	164	*		Enzyme or transporter	Dashed						*	*		Reactome	Niacinamide	BST1
165_1225	1225	165	*	*	Enzyme	Solid			*			*		*	HMDB	Glycocholic acid	Baat
165_1388	1388	165	*	*	Enzyme	Solid				*					KEGG, HMDB	coenzyme A	Baat
165_1426	1426	165	*	*	Enzyme	Solid				*					HMDB	CoA(6:0)	Baat
165_964	964	165	*	*	Enzyme	Solid					*	*			KEGG	CE(18:1)_feature1	Baat
166_1259	1259	166	*	*	Unknown	Solid							*		HMDB	Succinic acid	Bbox1
166_1355	1355	166	*	*	Unknown	Solid	*	*		*					HMDB	spermine	Bbox1
167_848	848	167	*	*	SameComplex	Solid					*		*		Reactome	Sdc1	Bcan
168_1188	1188	168	*		Enzyme	Dashed								*	HMDB	ketoisovalerate	Bcat1
168_1228	1228	168	*		Enzyme	Dashed					*				KEGG, HMDB	Glutamic acid	Bcat1
169_1188	1188	169	*	*	Enzyme	Solid								*	HMDB	ketoisovalerate	Bcat2
169_1228	1228	169	*	*	Enzyme	Solid					*				KEGG, HMDB	Glutamic acid	Bcat2
16_1381	1381	16	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Abi1
170_1210	1210	170	*	*	Enzyme	Solid	*	*			*				HMDB	Choline	Bche
170_1295	1295	170	*	*	Enzyme	Solid							*		HMDB	FA(14:0)	Bche
171_1188	1188	171	*	*	Unknown	Solid								*	HMDB	ketoisovalerate	Bckdha
171_1426	1426	171	*	*	Unknown	Solid				*					HMDB	CoA(6:0)	Bckdha
172_1188	1188	172	*	*	Enzyme	Solid								*	HMDB	ketoisovalerate	Bckdhb
172_1426	1426	172	*	*	Enzyme	Solid				*					HMDB	CoA(6:0)	Bckdhb
173_1078	1078	173		*	Unknown	Dashed	*								HMDB	Hydrogen Ion	Bdh1
173_1304	1304	173		*	Unknown	Dashed	*								HMDB	NAD+	Bdh1
173_1395	1395	173	*	*	Unknown	Solid	*								HMDB	NADH	Bdh1
173_974	974	173	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Bdh1
174_848	848	174	*	*	SameComplex	Solid					*				Reactome	Sdc1	Bgn
178_966	966	178	*	*	Unknown	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Braf
17_1388	1388	17	*	*	Enzyme	Solid				*					KEGG	coenzyme A	Acaa1a
17_1426	1426	17	*	*	Enzyme	Solid				*					KEGG	CoA(6:0)	Acaa1a
181_1210	1210	181	*		Enzyme or transporter	Dashed	*	*			*				Reactome	Choline	CHAT
181_1302	1302	181	*		Enzyme or transporter	Dashed								*	Reactome	acetylcholine	CHAT
182_1205	1205	182	*	*	Unknown	Solid	*								HMDB	CTP	Cad
182_1228	1228	182	*	*	Unknown	Solid					*				HMDB	Glutamic acid	Cad
182_1241	1241	182	*	*	Unknown	Solid	*				*				HMDB	Aspartic acid	Cad
182_1265	1265	182	*	*	Unknown	Solid	*	*				*	*	*	HMDB	UTP	Cad
182_1284	1284	182	*	*	Unknown	Solid			*	*	*				HMDB	Glutamine	Cad
183_1205	1205	183	*	*	Unknown	Solid	*								HMDB	CTP	Cant1
183_1265	1265	183	*	*	Unknown	Solid	*	*				*	*	*	HMDB	UTP	Cant1
183_1381	1381	183	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Cant1
184_1092	1092	184		*	Unknown	Dashed							*		HMDB	Manganese	Carns1
184_1197	1197	184	*	*	Unknown	Solid							*		HMDB	beta-Alanine	Carns1
184_1214	1214	184	*	*	Unknown	Solid					*		*		HMDB	gamma-Amino-N-butyric-acid	Carns1
184_1238	1238	184	*	*	Unknown	Solid			*	*			*		HMDB	Histidine	Carns1
184_1279	1279	184	*	*	Unknown	Solid		*					*		HMDB	Arginine	Carns1
184_1390	1390	184		*	Unknown	Dashed							*		HMDB	Orthophosphate	Carns1
184_1566	1566	184		*	Unknown	Dashed							*		HMDB	Diphosphate	Carns1
185_1135	1135	185		*	Unknown	Dashed					*				HMDB	Pyridoxal 5'-phosphate	Cbs
185_1136	1136	185		*	Unknown	Dashed					*				HMDB	Pyridoxine	Cbs
185_1169	1169	185		*	Unknown	Dashed					*				HMDB	Water	Cbs
185_1211	1211	185		*	Enzyme	Dashed					*				KEGG	L-Cystathionine	Cbs
185_1281	1281	185	*	*	Enzyme	Solid			*		*		*	*	KEGG, HMDB	Cysteine	Cbs
185_1432	1432	185		*	Unknown	Dashed					*				HMDB	heme b	Cbs
185_1433	1433	185		*	Enzyme	Dashed					*				KEGG	Hydrogen sulfide	Cbs
187_1381	1381	187	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Ccpg1
188_1464	1464	188	*	*	Enzyme	Solid			*						HMDB	phytosphingosine	Cd1d1
188_967	967	188	*	*	Enzyme	Solid	*								HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Cd1d1
188_979	979	188	*	*	Enzyme	Solid					*		*	*	HMDB	SM(d34:1)	Cd1d1
189_1381	1381	189	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Cdc42
18_1388	1388	18	*		Enzyme	Dashed				*					KEGG, HMDB	coenzyme A	Acaa1b
18_1426	1426	18	*		Enzyme	Dashed				*					KEGG, HMDB	CoA(6:0)	Acaa1b
190_966	966	190	*	*	Enzyme	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cdc42bpa
191_966	966	191	*	*	Enzyme	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Cdc42bpb
192_1090	1090	192		*	Unknown	Dashed					*				HMDB	Magnesium	Cdc42bpg
