sorted_pairs	ReactionID	type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	Entity1	Entity2	EdgeColor	Direction	concordant	EdgeLine	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
17596_58245	R-RNO-109278, R-RNO-109387	input	output	58245	17596	R-RNO-109278, R-RNO-109387	Metabolite_Metabolite	2'-deoxyadenosine 5'-monophosphate [extracellular region], dAMP [cytosol]	Ino [extracellular region], Ino [cytosol]		*		*		*	DefinedSet	DefinedSet	Metabolic Transformation	input_output		Dashed									
17596_58576	R-RNO-112033	input	output	58576	17596	R-RNO-112033	Metabolite_Metabolite	dRibP [cytosol]	Ino [cytosol]		*		*		*	DefinedSet	DefinedSet	Metabolic Transformation	input_output		Dashed									
17596_61194	R-RNO-109387, R-RNO-109470, R-RNO-74248	input	output	61194	17596	R-RNO-109387, R-RNO-109470, R-RNO-74248	Metabolite_Metabolite	dIMP [cytosol]	Ino [cytosol]		*		*		*	DefinedSet	DefinedSet	Metabolic Transformation	input_output		Dashed									
17596_A0A8I5ZYY7	R-RNO-109387	output	catalyst	17596	A0A8I5ZYY7	R-RNO-109387	Metabolite_GeneProduct	Ino [cytosol]	Nt5c1a [cytosol]	*		*		*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Dashed									
17596_D3ZMY7	R-RNO-74248	output	catalyst	17596	D3ZMY7	R-RNO-74248	Metabolite_GeneProduct	Ino [cytosol]	NT5C2 [cytosol]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Solid									
17596_D3ZWR1	R-RNO-109470	output	catalyst	17596	D3ZWR1	R-RNO-109470	Metabolite_GeneProduct	Ino [cytosol]	Nt5c [cytosol]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Solid									
17596_P21588	R-RNO-109278	output	catalyst	17596	P21588	R-RNO-109278	Metabolite_GeneProduct	Ino [extracellular region]	NT5E [plasma membrane]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Solid									
17596_P85973	R-RNO-112033	output	catalyst	17596	P85973	R-RNO-112033	Metabolite_GeneProduct	Ino [cytosol]	PNP [cytosol]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	output_catalyst		Solid									
17596_Q920P6	R-RNO-74241	output	catalyst	17596	Q920P6	R-RNO-74241	Metabolite_GeneProduct	Ino [cytosol]	ADA [cytosol]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid									
17616_17855	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785, R-RNO-2187332, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	output	17855	17616	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_Metabolite	TAG [cytosol], TAGs [extracellular region]	atR-PALM [extracellular region], atR-PALM [cytosol], atR-PALM [early endosome]	*		*		*		Complex	Complex	Metabolic Transformation	input_output		Dashed					*				*
17616_P04639	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785, R-RNO-2187332, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	output	P04639	17616	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	Apoa1 [cytosol], Apoa1 [extracellular region]	atR-PALM [extracellular region], atR-PALM [cytosol], atR-PALM [early endosome]	*		*		*		Complex	Complex	SameComplex	input_output		Dashed									
17616_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	output	output	P06759	17616	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	Apoc3 [extracellular region], Apoc3 [early endosome]	atR-PALM [extracellular region], atR-PALM [early endosome]	*		*		*		Complex	Complex	SameComplex	output_output		Dashed									
17616_P26260	R-RNO-2404131	input	input	P26260	17616	R-RNO-2404131	Metabolite_GeneProduct	Sdc1 [plasma membrane]	atR-PALM [extracellular region]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
17659_36498	R-RNO-6785933	output	output	36498	17659	R-RNO-6785933	Metabolite_Metabolite	GalCer [endoplasmic reticulum membrane]	UDP [endoplasmic reticulum lumen]	*		*	*	*		SimpleEntity	SimpleEntity	SameComplex	output_output		Solid									
17754_17815	R-RNO-1482647, R-RNO-1482654	input	output	17815	17754	R-RNO-1482647	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane]	Glycerol [cytosol]	*		*		*		SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17754_17855	R-RNO-1482647	output	output	17855	17754	R-RNO-1482647	Metabolite_Metabolite	TAG [endoplasmic reticulum membrane]	Glycerol [cytosol]	*		*		*		SimpleEntity	SimpleEntity	SameComplex	output_output		Dashed					*				*
17815_17855	R-RNO-1482647, R-RNO-1482889, R-RNO-549192, R-RNO-75900, R-RNO-8848580	input	output	17815	17855	R-RNO-1482647, R-RNO-1482889, R-RNO-549192, R-RNO-75900, R-RNO-8848580	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane], DAG [cytosol]	TAG [endoplasmic reticulum membrane], TAG [cytosol]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid					*				*
17815_17984	R-RNO-5696448, R-RNO-6800334, R-RNO-1482889, R-RNO-8848580	input	output	17984	17815	R-RNO-5696448, R-RNO-6800334	Metabolite_Metabolite	Acyl-CoA [endoplasmic reticulum membrane], acyl-CoA [cytosol]	DAG [endoplasmic reticulum membrane], DAG [cytosol]		*		*		*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17815_203600	R-RNO-1855177, R-RNO-1855214, R-RNO-1855221	output	output	17815	203600	R-RNO-1855177, R-RNO-1855214, R-RNO-1855221	Metabolite_Metabolite	DAG [plasma membrane], DAG [endoplasmic reticulum membrane]	I(1,4,5)P3 [cytosol]	*		*		*		SimpleEntity	SimpleEntity	SameComplex	output_output		Dashed									
17815_30616	R-RNO-399978, R-RNO-5696074	input	catalyst	30616	17815	R-RNO-399978	Metabolite_Metabolite	ATP [cytosol]	DAG [plasma membrane]		*		*		*	SimpleEntity	Complex	SameComplex	input_catalyst		Dashed									
17815_37565	R-RNO-399998	output	catalyst	17815	37565	R-RNO-399998	Metabolite_Metabolite	DAG [plasma membrane]	GTP [cytosol]	*		*		*		SimpleEntity	Complex	Others	output_catalyst		Dashed									
17815_43474	R-RNO-1483203, R-RNO-75899	output	output	17815	43474	R-RNO-1483203, R-RNO-75899	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane], DAG [cytosol]	Pi [cytosol]	*		*		*		SimpleEntity	SimpleEntity	SameComplex	output_output		Dashed									
17815_456216	R-RNO-5696074, R-RNO-399978	input	output	17815	456216	R-RNO-5696074	Metabolite_Metabolite	DAG [mitochondrial intermembrane space]	ADP [mitochondrial intermembrane space]	*		*		*		DefinedSet	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17815_52288	R-RNO-5696074	input	output	17815	52288	R-RNO-5696074	Metabolite_Metabolite	DAG [mitochondrial intermembrane space]	LPA [mitochondrial intermembrane space]	*		*		*		DefinedSet	DefinedSet	Metabolic Transformation	input_output		Dashed									
17815_53056	R-RNO-162798	input	output	53056	17815	R-RNO-162798	Metabolite_Metabolite	mannose (a1-4) glucosaminyl-acyl-PI [lumenal side of endoplasmic reticulum membrane]	DAG [endoplasmic reticulum membrane]		*		*		*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17815_57287	R-RNO-1482889, R-RNO-549192, R-RNO-75900, R-RNO-8848580, R-RNO-5696448, R-RNO-6800334	input	output	17815	57287	R-RNO-1482889, R-RNO-549192, R-RNO-75900, R-RNO-8848580	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane], DAG [cytosol]	CoA-SH [cytosol]	*		*		*		SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17815_57613	R-RNO-1482962	input	output	17815	57613	R-RNO-1482962	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane]	PE [endoplasmic reticulum membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid									
17815_57643	R-RNO-1482961, R-RNO-1482973	input	output	17815	57643	R-RNO-1482961, R-RNO-1482973	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane], DAG [Golgi membrane]	PC [endoplasmic reticulum membrane], PC [Golgi membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid									
17815_57739	R-RNO-1483203	input	output	57739	17815	R-RNO-1483203	Metabolite_Metabolite	PA [endoplasmic reticulum membrane]	DAG [endoplasmic reticulum membrane]		*		*		*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17815_57876	R-RNO-1482962	input	input	17815	57876	R-RNO-1482962	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane]	CDP-ETA [cytosol]	*		*		*		SimpleEntity	SimpleEntity	SameComplex	input_input		Dashed									
17815_58456	R-RNO-1855177, R-RNO-1855214, R-RNO-1855221, R-RNO-399998	input	output	58456	17815	R-RNO-1855177, R-RNO-1855214, R-RNO-1855221, R-RNO-399998	Metabolite_Metabolite	PI(4,5)P2 [plasma membrane], PI(4,5)P2 [endoplasmic reticulum membrane]	DAG [plasma membrane], DAG [endoplasmic reticulum membrane]		*		*		*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17815_58608	R-RNO-75899	input	output	58608	17815	R-RNO-75899	Metabolite_Metabolite	1,2-daG3P [cytosol]	DAG [cytosol]		*		*		*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17815_60377	R-RNO-1482961, R-RNO-1482962, R-RNO-1482973	input	output	17815	60377	R-RNO-1482961, R-RNO-1482962, R-RNO-1482973	Metabolite_Metabolite	DAG [endoplasmic reticulum membrane], DAG [Golgi membrane]	CMP [cytosol]	*		*		*		SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17815_63563	R-RNO-162798	output	output	63563	17815	R-RNO-162798	Metabolite_Metabolite	(ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI [lumenal side of endoplasmic reticulum membrane]	DAG [endoplasmic reticulum membrane]		*		*		*	OtherEntity	SimpleEntity	SameComplex	output_output		Dashed									
17815_64583	R-RNO-429786, R-RNO-429798	output	output	64583	17815	R-RNO-429786, R-RNO-429798	Metabolite_Metabolite	SPHM [plasma membrane], SPHM [Golgi membrane]	DAG [plasma membrane], DAG [Golgi membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	SameComplex	output_output		Solid									
17815_77636	R-RNO-549192, R-RNO-75900	input	input	17815	77636	R-RNO-549192, R-RNO-75900	Metabolite_Metabolite	DAG [cytosol]	FACoA [cytosol]	*		*		*		SimpleEntity	SimpleEntity	SameComplex	input_input		Dashed									
17815_83273	R-RNO-429786, R-RNO-429798	input	output	83273	17815	R-RNO-429786, R-RNO-429798	Metabolite_Metabolite	CERA [plasma membrane], CERA [Golgi membrane]	DAG [plasma membrane], DAG [Golgi membrane]		*		*		*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
17815_A0A0G2JW03	R-RNO-1483203, R-RNO-75899	output	catalyst	17815	A0A0G2JW03	R-RNO-1483203, R-RNO-75899	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane], DAG [cytosol]	Lpin1 [endoplasmic reticulum membrane]	*	*	*	*	*	*	SimpleEntity	DefinedSet, CandidateSet	Enzyme or transporter	output_catalyst		Solid									
17815_B4F7D7	R-RNO-1482962	input	catalyst	17815	B4F7D7	R-RNO-1482962	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Selenoi [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
17815_D3Z9J9	R-RNO-1482647, R-RNO-1482811	input	catalyst	17815	D3Z9J9	R-RNO-1482647, R-RNO-1482811	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Pnpla3 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
17815_D3Z9L0	R-RNO-5696074	input	catalyst	17815	D3Z9L0	R-RNO-5696074	Metabolite_GeneProduct	DAG [mitochondrial intermembrane space]	Agk [mitochondrial outer membrane]	*		*	*	*		DefinedSet	Complex	Enzyme or transporter	input_catalyst		Solid									
17815_D3ZTG7	R-RNO-8848580	input	catalyst	17815	D3ZTG7	R-RNO-8848580	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Dgat2l6 [endoplasmic reticulum membrane]	*		*		*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Dashed									
17815_D3ZXU1	R-RNO-8848339	output	catalyst	17815	D3ZXU1	R-RNO-8848339	Metabolite_GeneProduct	DAG [cytosol]	Pnpla5 [cytosol]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid		*	*	*			*		*
17815_D4A227	R-RNO-8848338	output	catalyst	17815	D4A227	R-RNO-8848338	Metabolite_GeneProduct	DAG [cytosol]	Pnpla4 [cytosol]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid									
17815_D4A598	R-RNO-5696448	output	catalyst	17815	D4A598	R-RNO-5696448	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Awat2 [endoplasmic reticulum membrane]	*		*		*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Dashed									
17815_E9PTA5	R-RNO-162798	output	catalyst	17815	E9PTA5	R-RNO-162798	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Pign [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid									
17815_P05696	R-RNO-400015	input	input	P05696	17815	R-RNO-400015	Metabolite_GeneProduct	PRKCA [cytosol]	DAG [plasma membrane]		*	*	*		*	EntityWithAccessionedSequence	SimpleEntity	SameComplex	input_input		Solid									
17815_P0C548	R-RNO-1482647, R-RNO-1482811	input	catalyst	17815	P0C548	R-RNO-1482647, R-RNO-1482811	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	Pnpla2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
17815_P30009	R-RNO-399978	input	catalyst	P30009	17815	R-RNO-399978	Metabolite_GeneProduct	Marcks [plasma membrane]	DAG [plasma membrane]		*	*	*		*	EntityWithAccessionedSequence	Complex	Others	input_catalyst		Solid									
17815_Q4JM44	R-RNO-429786	output	catalyst	17815	Q4JM44	R-RNO-429786	Metabolite_GeneProduct	DAG [plasma membrane]	Sgms2 [plasma membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid									
17815_Q5FVP8	R-RNO-1482889, R-RNO-549192	input	catalyst	17815	Q5FVP8	R-RNO-1482889, R-RNO-549192	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane], DAG [cytosol]	Dgat2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet, EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid									
17815_Q66H21	R-RNO-1482973	input	catalyst	17815	Q66H21	R-RNO-1482973	Metabolite_GeneProduct	DAG [Golgi membrane]	CHPT1 [Golgi membrane]	*		*	*	*		SimpleEntity	Complex	Enzyme or transporter	input_catalyst		Solid									
17815_Q6AXM5	R-RNO-1482961, R-RNO-1482962	input	catalyst	17815	Q6AXM5	R-RNO-1482961, R-RNO-1482962	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane]	CEPT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	Complex, DefinedSet	Enzyme or transporter	input_catalyst		Solid									
17815_Q7TSX5	R-RNO-429798	output	catalyst	17815	Q7TSX5	R-RNO-429798	Metabolite_GeneProduct	DAG [Golgi membrane]	Sgms1 [Golgi membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid									
17815_Q9ERM3	R-RNO-1482889, R-RNO-75900	input	catalyst	17815	Q9ERM3	R-RNO-1482889, R-RNO-75900	Metabolite_GeneProduct	DAG [endoplasmic reticulum membrane], DAG [cytosol]	DGAT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet, Complex	Enzyme or transporter	input_catalyst		Solid									
17855_17984	R-RNO-1482889, R-RNO-8848580	input	output	17984	17855	R-RNO-1482889, R-RNO-8848580	Metabolite_Metabolite	acyl-CoA [cytosol]	TAG [endoplasmic reticulum membrane]		*		*		*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed					*				*
17855_18035	R-RNO-2395768	output	output	18035	17855	R-RNO-2395768	Metabolite_Metabolite	DAGs [extracellular region]	TAGs [extracellular region]		*		*		*	SimpleEntity	Complex	SameComplex	output_output		Dashed					*				*
17855_24499	R-RNO-2395768	input	catalyst	17855	24499	R-RNO-2395768	Metabolite_Metabolite	TAGs [extracellular region]	HSPG [plasma membrane]	*		*		*		Complex	Complex	Others	input_catalyst		Dashed					*				*
17855_57287	R-RNO-1482889, R-RNO-549192, R-RNO-75900, R-RNO-8848580	output	output	17855	57287	R-RNO-1482889, R-RNO-549192, R-RNO-75900, R-RNO-8848580	Metabolite_Metabolite	TAG [endoplasmic reticulum membrane], TAG [cytosol]	CoA-SH [cytosol]	*		*		*		SimpleEntity	SimpleEntity	SameComplex	output_output		Dashed					*				*
17855_70760	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785, R-RNO-2187332, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	output	70760	17855	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_Metabolite	atR-OLEA [cytosol], atR-OLEA [extracellular region]	TAGs [extracellular region], TAG [cytosol], TAGs [early endosome]		*		*		*	Complex, DefinedSet	Complex	Metabolic Transformation	input_output		Dashed					*				*
17855_70761	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785, R-RNO-2187332, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	output	70761	17855	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_Metabolite	atR-STEA [cytosol], atR-STEA [extracellular region]	TAGs [extracellular region], TAG [cytosol], TAGs [early endosome]		*		*		*	Complex, DefinedSet	Complex	Metabolic Transformation	input_output		Dashed					*				*
17855_70762	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785, R-RNO-2187332, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	output	70762	17855	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_Metabolite	atR-LINA [cytosol], atR-LINA [extracellular region]	TAGs [extracellular region], TAG [cytosol], TAGs [early endosome]		*		*		*	Complex, DefinedSet	Complex	Metabolic Transformation	input_output		Dashed					*				*
17855_77636	R-RNO-549192, R-RNO-75900	input	output	77636	17855	R-RNO-549192, R-RNO-75900	Metabolite_Metabolite	FACoA [cytosol]	TAG [cytosol]		*		*		*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed					*				*
17855_A0A8I5Y2E9	R-RNO-8856630	input	input	A0A8I5Y2E9	17855	R-RNO-8856630	Metabolite_GeneProduct	Cidea [cytosol]	TAG [lipid droplet]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*				*
17855_A0A8I6A609	R-RNO-2404131	input	input	A0A8I6A609	17855	R-RNO-2404131	Metabolite_GeneProduct	Gpc6 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*	*		*	*
17855_A0A8I6ACQ6	R-RNO-2404131	input	input	A0A8I6ACQ6	17855	R-RNO-2404131	Metabolite_GeneProduct	Gpc5 [plasma membrane]	TAGs [extracellular region]		*		*		*	Complex	Complex	SameComplex	input_input		Dashed					*				*
17855_D3Z9J9	R-RNO-1482647	output	catalyst	17855	D3Z9J9	R-RNO-1482647	Metabolite_GeneProduct	TAG [endoplasmic reticulum membrane]	Pnpla3 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*				*
17855_D3ZCF7	R-RNO-2404131	input	catalyst	17855	D3ZCF7	R-RNO-2404131	Metabolite_GeneProduct	TAGs [extracellular region]	Lrp12 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*				*
17855_D3ZE75	R-RNO-2404131	input	catalyst	17855	D3ZE75	R-RNO-2404131	Metabolite_GeneProduct	TAGs [extracellular region]	Lrp8 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*				*
17855_D3ZIQ3	R-RNO-8857686	input	input	D3ZIQ3	17855	R-RNO-8857686	Metabolite_GeneProduct	Fitm1 [endoplasmic reticulum membrane]	TAG [cytosol]		*		*		*	DefinedSet	SimpleEntity	SameComplex	input_input		Dashed					*				*
17855_D3ZTG7	R-RNO-8848580	output	catalyst	17855	D3ZTG7	R-RNO-8848580	Metabolite_GeneProduct	TAG [endoplasmic reticulum membrane]	Dgat2l6 [endoplasmic reticulum membrane]	*		*		*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Dashed					*				*
17855_D3ZWT2	R-RNO-8857686	input	input	D3ZWT2	17855	R-RNO-8857686	Metabolite_GeneProduct	Fitm2 [endoplasmic reticulum membrane]	TAG [cytosol]		*	*	*		*	DefinedSet	SimpleEntity	SameComplex	input_input		Solid					*				*
17855_D3ZXU1	R-RNO-8848339	input	catalyst	17855	D3ZXU1	R-RNO-8848339	Metabolite_GeneProduct	TAG [cytosol]	Pnpla5 [cytosol]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid		*	*	*	*		*		*
17855_D3ZZL5	R-RNO-2395768	input	catalyst	17855	D3ZZL5	R-RNO-2395768	Metabolite_GeneProduct	TAGs [extracellular region]	Gpihbp1 [plasma membrane]	*		*		*		Complex	Complex	Enzyme or transporter	input_catalyst		Dashed					*				*
17855_D4A227	R-RNO-8848338	input	catalyst	17855	D4A227	R-RNO-8848338	Metabolite_GeneProduct	TAG [cytosol]	Pnpla4 [cytosol]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*				*
17855_F7F3K1	R-RNO-2404131	input	catalyst	17855	F7F3K1	R-RNO-2404131	Metabolite_GeneProduct	TAGs [extracellular region]	Lrp10 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*				*
17855_G3V8D4	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	G3V8D4	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAGs [extracellular region]	Apoc2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*				*
17855_G3V928	R-RNO-2404131	input	catalyst	17855	G3V928	R-RNO-2404131	Metabolite_GeneProduct	TAGs [extracellular region]	LRP1 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*				*
17855_P02650	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P02650	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAGs [extracellular region]	APOE [extracellular region]	*		*	*	*		Complex	Complex, EntityWithAccessionedSequence	SameComplex	input_input		Solid					*				*
17855_P02651	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P02651	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAG [cytosol], TAGs [extracellular region]	Apoa4 [cytosol], Apoa4 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*				*
17855_P04638	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P04638	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAG [cytosol], TAGs [extracellular region]	Apoa2 [cytosol], Apoa2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*				*
17855_P04639	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P04639	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAG [cytosol], TAGs [extracellular region]	Apoa1 [cytosol], Apoa1 [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid					*				*
17855_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	17855	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	Metabolite_GeneProduct	TAGs [extracellular region]	Apoc3 [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid					*				*
17855_P0C548	R-RNO-1482647	output	catalyst	17855	P0C548	R-RNO-1482647	Metabolite_GeneProduct	TAG [endoplasmic reticulum membrane]	Pnpla2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*				*
17855_P13265	R-RNO-2404131	input	input	P13265	17855	R-RNO-2404131	Metabolite_GeneProduct	Gpc3 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*				*
17855_P25304	R-RNO-2404131	input	input	P25304	17855	R-RNO-2404131	Metabolite_GeneProduct	HS(1)-AGRN [plasma membrane], HS(2)-AGRN [plasma membrane], HS(3)-AGRN [plasma membrane], HS(4)-AGRN [plasma membrane], HS(5)-AGRN [plasma membrane], HS(6)-AGRN [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*				*
17855_P26260	R-RNO-2404131	input	input	P26260	17855	R-RNO-2404131	Metabolite_GeneProduct	Sdc1 [plasma membrane]	TAGs [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid					*				*
17855_P33671	R-RNO-2404131	input	input	P33671	17855	R-RNO-2404131	Metabolite_GeneProduct	Sdc3 [plasma membrane]	TAGs [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*				*
