sorted_pairs	mappingID1	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny	source	Label1	Label2
119_1684	1684	119	*	*	Enzyme	Solid						*			*	KEGG	hexose	Akr1b7
119_1717	1717	119	*	*	Enzyme	Solid						*			*	KEGG	NADPH	Akr1b7
119_1911	1911	119	*	*	Enzyme	Solid					*	*	*		*	KEGG	NADH	Akr1b7
11_156	156	11	*	*	SameComplex	Solid										Reactome	Apoa1	AABR07058479.1
1200_1902	1902	1200	*	*	Enzyme	Solid										KEGG	coenzyme A	Sptlc2
1201_1717	1717	1201	*	*	Unknown	Solid										HMDB	NADPH	Sqle
1201_1858	1858	1201	*	*	Unknown	Solid										HMDB	FAD	Sqle
1202_1302	1202	1302	*	*	SameComplex	Solid										Reactome	Stard10	PC(36:3)_feature5
1203_1302	1302	1203	*	*	SameComplex	Solid										Reactome	PC(36:3)_feature5	Stard7
1205_1726	1726	1205	*	*	Enzyme	Solid										KEGG, HMDB	Succinic acid	Sucla2
1205_1902	1902	1205	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Sucla2
1206_1726	1726	1206	*	*	Enzyme	Solid										KEGG, HMDB	Succinic acid	Suclg1
1206_1902	1902	1206	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Suclg1
1207_1726	1726	1207	*	*	Enzyme	Solid										KEGG, HMDB	Succinic acid	Suclg2
1207_1902	1902	1207	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Suclg2
1209_1295	1295	1209	*	*	Enzyme	Solid										KEGG	HexCer(d42:0-OH)_M+H2CO2_feature1	Sulf1
120_1717	1717	120	*	*	Enzyme or transporter	Solid										Reactome	NADPH	Akr1b8
120_1748	1748	120	*	*	Enzyme or transporter	Solid										Reactome	vitamin A	Akr1b8
1210_1303	1210	1303	*	*	SameComplex	Solid										Reactome	Surf4	PE(34:3)>PE(16:0_18:3)_feature2
1212_1895	1895	1212	*	*	Unknown	Solid										HMDB	GMP	Swap70
1213_1673	1673	1213	*	*	Enzyme	Solid	*	*							*	KEGG	fructose 6-phosphate	Taldo1
1213_2176	2176	1213	*	*	Enzyme	Solid	*	*							*	KEGG	sedoheptulose-7-phosphate	Taldo1
1214_1658	1658	1214	*	*	Enzyme	Solid										KEGG	CTP	Tamm41
1215_1686	1686	1215	*	*	Enzyme	Solid										KEGG	Glutamic acid	Tat
1216_1298	1298	1216	*	*	Enzyme or transporter	Solid										Reactome	LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	Taz
1216_1302	1302	1216	*	*	Enzyme or transporter	Solid										Reactome	PC(36:3)_feature5	Taz
1216_1303	1303	1216	*	*	Enzyme or transporter	Solid										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	Taz
1217_1799	1799	1217	*	*	Enzyme	Solid										KEGG, HMDB	Tryptophan	Tdo2
1219_1760	1760	1219	*	*	Unknown	Solid										HMDB	Glutamine	Tgm2
121_1902	1902	121	*	*	Enzyme	Solid										KEGG	coenzyme A	Alas1
1222_1902	1902	1222	*	*	Enzyme	Solid										KEGG	coenzyme A	Them4
1223_1895	1895	1223	*	*	Unknown	Solid										HMDB	GMP	Tiam2
1224_1303	1224	1303	*	*	SameComplex	Solid										Reactome	Timm21	PE(34:3)>PE(16:0_18:3)_feature2
1226_1858	1858	1226	*	*	Enzyme	Solid										KEGG	FAD	Tkfc
1226_1909	1909	1226	*	*	Enzyme	Solid	*								*	KEGG	dihydroxyacetone phosphate	Tkfc
1227_1673	1673	1227	*	*	Enzyme	Solid	*	*							*	KEGG, HMDB	fructose 6-phosphate	Tkt
1227_1829	1829	1227	*	*	Enzyme	Solid										KEGG, HMDB	glyceraldehyde-3-phosphate	Tkt
1227_1873	1873	1227	*	*	Enzyme	Solid	*								*	KEGG, HMDB	erythrose 4-phosphate	Tkt
1227_1925	1925	1227	*	*	Enzyme	Solid	*								*	KEGG, HMDB	ribose 5-phosphate	Tkt
1227_2176	2176	1227	*	*	Enzyme	Solid	*	*							*	KEGG	sedoheptulose-7-phosphate	Tkt
1229_1660	1660	1229	*	*	Enzyme	Solid										KEGG	sn-Glycero-3-phosphocholine	Tmem86b
122_1902	1902	122	*	*	Enzyme	Solid										KEGG	coenzyme A	Alas2
1230_1726	1726	1230	*	*	Enzyme	Solid										KEGG, HMDB	Succinic acid	Tmlhe
1230_1861	1861	1230	*	*	Unknown	Solid	*	*		*					*	HMDB	spermine	Tmlhe
1234_1909	1909	1234	*	*	Enzyme	Solid	*								*	KEGG	dihydroxyacetone phosphate	Tpi1
1237_1843	1843	1237	*	*	Enzyme	Solid										KEGG	ADP-ribose	Trpm2
1237_1925	1925	1237	*	*	Enzyme	Solid	*								*	KEGG, HMDB	ribose 5-phosphate	Trpm2
1239_1748	1239	1748	*	*	SameComplex	Solid										Reactome	Ttr	vitamin A
123_156	123	156	*	*	SameComplex	Solid										Reactome	Alb	Apoa1
1242_1734	1734	1242	*	*	Enzyme	Solid										KEGG	UTP	Tut1
1243_1674	1674	1243	*	*	Enzyme	Solid				*					*	KEGG	Glutathione	Txndc12
1243_1973	1973	1243	*	*	Enzyme	Solid										KEGG	oxidized glutathione	Txndc12
1244_1674	1674	1244	*	*	Enzyme	Solid				*					*	KEGG	Glutathione	Txnrd1
1244_1717	1717	1244	*	*	Enzyme	Solid										KEGG, HMDB	NADPH	Txnrd1
1244_1756	1756	1244	*	*	Enzyme	Solid			*				*	*	*	KEGG	Cysteine	Txnrd1
1244_1858	1858	1244	*	*	Unknown	Solid										HMDB	FAD	Txnrd1
1244_1862	1862	1244	*	*	Unknown	Solid										HMDB	spermidine	Txnrd1
1245_1674	1674	1245	*	*	Enzyme	Solid				*					*	KEGG	Glutathione	Txnrd2
1245_1717	1717	1245	*	*	Enzyme	Solid										KEGG, HMDB	NADPH	Txnrd2
1245_1756	1756	1245	*	*	Enzyme	Solid			*				*	*	*	KEGG	Cysteine	Txnrd2
1245_1858	1858	1245	*	*	Unknown	Solid										HMDB	FAD	Txnrd2
1246_1678	1678	1246	*	*	Enzyme	Solid										KEGG	Guanine	Tymp
1247_1734	1734	1247	*	*	Enzyme	Solid										HMDB	UTP	Uap1
1247_1739	1739	1247	*	*	Enzyme	Solid										HMDB	UDP-N-acetylglucosamine	Uap1
1248_1734	1734	1248	*	*	Enzyme	Solid										KEGG, HMDB	UTP	Uap1l1
1248_1739	1739	1248	*	*	Enzyme	Solid										KEGG, HMDB	UDP-N-acetylglucosamine	Uap1l1
124_1668	1668	124	*	*	Enzyme	Solid										KEGG	gamma-Amino-N-butyric-acid	Aldh1a1
1250_1734	1734	1250	*	*	Unknown	Solid										HMDB	UTP	Uck1
1251_1658	1658	1251	*	*	Unknown	Solid										HMDB	CTP	Uck2
1251_1734	1734	1251	*	*	Unknown	Solid										HMDB	UTP	Uck2
1252_1734	1734	1252	*	*	Enzyme	Solid										HMDB	UTP	Uckl1
1252_1744	1744	1252	*	*	Enzyme	Solid										HMDB	uracil	Uckl1
1253_1295	1295	1253	*	*	Enzyme	Solid										HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Ugcg
1253_1735	1735	1253	*	*	Enzyme	Solid										KEGG, HMDB	UDP-glucose	Ugcg
1254_1735	1735	1254	*	*	Enzyme	Solid										KEGG, HMDB	UDP-glucose	Ugdh
1254_1800	1800	1254	*	*	Enzyme	Solid										KEGG	UDP-glucuronate	Ugdh
1254_1911	1911	1254	*	*	Enzyme	Solid					*		*		*	KEGG, HMDB	NADH	Ugdh
1255_1734	1734	1255	*	*	Enzyme	Solid										HMDB	UTP	Ugp2
1255_1735	1735	1255	*	*	Enzyme	Solid										HMDB	UDP-glucose	Ugp2
1257_1294	1294	1257	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Unc13b
1258_1737	1737	1258	*	*	Enzyme	Solid										KEGG	Uric acid	Uox
125_1668	1668	125	*	*	Enzyme	Solid			*						*	KEGG	gamma-Amino-N-butyric-acid	Aldh1a7
1266_1294	1294	1266	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Vav1
1267_1294	1294	1267	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Vav2
1267_1895	1895	1267	*	*	Unknown	Solid										HMDB	GMP	Vav2
1268_1294	1294	1268	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Vav3
126_1668	1668	126	*	*	Enzyme	Solid										KEGG	gamma-Amino-N-butyric-acid	Aldh1b1
1274_1737	1737	1274	*	*	Enzyme	Solid										KEGG	Uric acid	Xdh
1274_1858	1858	1274	*	*	Unknown	Solid										HMDB	FAD	Xdh
1274_1861	1861	1274	*	*	Unknown	Solid	*	*		*					*	HMDB	spermine	Xdh
1278_1902	1902	1278	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc12
1279_1902	1902	1279	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc15
127_1668	1668	127	*	*	Enzyme	Solid										KEGG	gamma-Amino-N-butyric-acid	Aldh2
1280_1902	1902	1280	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc17
1281_1902	1902	1281	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc18
1282_1902	1902	1282	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc2
1284_1902	1902	1284	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc23
1285_1902	1902	1285	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc24
1287_1902	1902	1287	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc3
1288_1902	1902	1288	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc4
1289_1902	1902	1289	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc5
128_1668	1668	128	*	*	Enzyme	Solid										KEGG	gamma-Amino-N-butyric-acid	Aldh3a2
1290_1902	1902	1290	*	*	Enzyme	Solid										KEGG	coenzyme A	Zdhhc7
1291_1295	1295	1291	*	*	Enzyme	Solid										HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Znhit3
1291_1305	1305	1291	*	*	Enzyme	Solid										HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Znhit3
1291_1307	1307	1291	*	*	Enzyme	Solid										HMDB	SM(d34:1)	Znhit3
1291_1902	1902	1291	*	*	Enzyme	Solid										HMDB	coenzyme A	Znhit3
1291_2018	2018	1291	*	*	Enzyme	Solid										HMDB	phytosphingosine	Znhit3
1292_1308	1308	1292	*	*	Metabolic Transformation	Solid					*				*	Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	CE(18:1)_feature1
1292_1654	1654	1292	*	*	SameComplex	Solid					*				*	Reactome	cholesterol	CE(18:1)_feature1
1294_1300	1300	1294	*	*	Metabolic Transformation	Solid						*	*	*	*	Reactome	MG(18:1_0:0_0:0)	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1
1294_1301	1294	1301	*	*	Metabolic Transformation	Solid										KEGG	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	PA(34:1)_M+NH3_feature1
1294_1302	1294	1302	*	*	Metabolic Transformation	Solid										Reactome, KEGG	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	PC(36:3)_feature5
1294_1303	1294	1303	*	*	Metabolic Transformation	Solid										Reactome, KEGG	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	PE(34:3)>PE(16:0_18:3)_feature2
1294_1305	1305	1294	*	*	Metabolic Transformation	Solid										KEGG	PI(40:6)>PI(18:0_22:6)_feature1	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1
1294_1307	1307	1294	*	*	SameComplex	Solid										Reactome	SM(d34:1)	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1
1294_1308	1294	1308	*	*	Metabolic Transformation	Solid					*				*	Reactome, KEGG	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1294_1902	1294	1902	*	*	Metabolic Transformation	Solid										KEGG	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	coenzyme A
1295_1684	1295	1684	*	*	Metabolic Transformation	Solid										KEGG	HexCer(d42:0-OH)_M+H2CO2_feature1	hexose
1295_1743	1295	1743	*	*	SameComplex	Solid										Reactome	HexCer(d42:0-OH)_M+H2CO2_feature1	UDP
1297_1300	1297	1300	*	*	Metabolic Transformation	Solid						*	*	*	*	Reactome	C22:4 LPC	MG(18:1_0:0_0:0)
1297_1660	1297	1660	*	*	Metabolic Transformation	Solid										Reactome	C22:4 LPC	sn-Glycero-3-phosphocholine
1297_1930	1297	1930	*	*	Metabolic Transformation	Solid										Reactome	C22:4 LPC	phosphocholine
1298_1303	1298	1303	*	*	Metabolic Transformation	Solid										Reactome, KEGG	LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	PE(34:3)>PE(16:0_18:3)_feature2
1298_1902	1902	1298	*	*	Metabolic Transformation	Solid										KEGG	coenzyme A	LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2
129_1686	1686	129	*	*	Enzyme	Solid										KEGG	Glutamic acid	Aldh4a1
12_1902	1902	12	*	*	Enzyme	Solid										KEGG	coenzyme A	Aacs
1300_1930	1930	1300	*	*	SameComplex	Solid						*	*	*	*	Reactome	phosphocholine	MG(18:1_0:0_0:0)
1301_1302	1302	1301	*	*	Metabolic Transformation	Solid										KEGG	PC(36:3)_feature5	PA(34:1)_M+NH3_feature1
1301_1303	1303	1301	*	*	Metabolic Transformation	Solid										KEGG	PE(34:3)>PE(16:0_18:3)_feature2	PA(34:1)_M+NH3_feature1
1302_1303	1303	1302	*	*	Metabolic Transformation	Solid										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	PC(36:3)_feature5
1302_1304	1302	1304	*	*	SameComplex	Solid										Reactome	PC(36:3)_feature5	PG(36:2)>PG(18:0_18:2)_feature2
1302_1306	1302	1306	*	*	Metabolic Transformation	Solid										Reactome	PC(36:3)_feature5	PS(40:5)_feature3
1302_1307	1302	1307	*	*	Metabolic Transformation	Solid										Reactome, KEGG	PC(36:3)_feature5	SM(d34:1)
1302_1660	1302	1660	*	*	Metabolic Transformation	Solid										KEGG	PC(36:3)_feature5	sn-Glycero-3-phosphocholine
1302_1663	1302	1663	*	*	Metabolic Transformation	Solid										Reactome, KEGG	PC(36:3)_feature5	Choline
1303_1306	1303	1306	*	*	Metabolic Transformation	Solid										Reactome, KEGG	PE(34:3)>PE(16:0_18:3)_feature2	PS(40:5)_feature3
1303_1687	1303	1687	*	*	Metabolic Transformation	Solid										Reactome, KEGG	PE(34:3)>PE(16:0_18:3)_feature2	Ethanolamine
1306_1663	1306	1663	*	*	SameComplex	Solid										Reactome	PS(40:5)_feature3	Choline
1306_1687	1306	1687	*	*	SameComplex	Solid										Reactome	PS(40:5)_feature3	Ethanolamine
1307_1930	1307	1930	*	*	Metabolic Transformation	Solid										KEGG	SM(d34:1)	phosphocholine
1308_1654	1308	1654	*	*	SameComplex	Solid					*				*	Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	cholesterol
130_1726	1726	130	*	*	Enzyme	Solid										KEGG	Succinic acid	Aldh5a1
131_1902	1902	131	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Aldh6a1
131_1959	1959	131	*	*	Unknown	Solid										HMDB	CoA(6:0)	Aldh6a1
132_1643	1643	132	*	*	Enzyme	Solid										KEGG	betaine	Aldh7a1
132_1649	1649	132	*	*	Enzyme	Solid										KEGG, HMDB	beta-Alanine	Aldh7a1
132_1668	1668	132	*	*	Enzyme	Solid										KEGG, HMDB	gamma-Amino-N-butyric-acid	Aldh7a1
132_1710	1710	132	*	*	Enzyme	Solid										KEGG	Oxoglutaric acid	Aldh7a1
132_1717	1717	132	*	*	Enzyme	Solid										KEGG, HMDB	NADPH	Aldh7a1
132_1838	1838	132	*	*	Enzyme	Solid										KEGG	butyrobetaine	Aldh7a1
132_1911	1911	132	*	*	Enzyme	Solid					*		*		*	KEGG, HMDB	NADH	Aldh7a1
132_1940	1940	132	*	*	Enzyme	Solid										KEGG	imidazoleacetate	Aldh7a1
132_2177	2177	132	*	*	Enzyme	Solid										KEGG	alpha-Aminoadipic-acid	Aldh7a1
133_1668	1668	133	*	*	Enzyme	Solid										KEGG, HMDB	gamma-Amino-N-butyric-acid	Aldh9a1
133_1861	1861	133	*	*	Unknown	Solid	*	*		*					*	HMDB	spermine	Aldh9a1
134_1909	1909	134	*	*	Enzyme	Solid	*								*	KEGG	dihydroxyacetone phosphate	Aldoa
136_1909	1909	136	*	*	Enzyme	Solid	*								*	KEGG	dihydroxyacetone phosphate	Aldob
137_1820	1820	137	*	*	Enzyme	Solid										KEGG, HMDB	fructose 1,6-biphosphate	Aldoc
137_1829	1829	137	*	*	Enzyme	Solid										KEGG, HMDB	glyceraldehyde-3-phosphate	Aldoc
137_1873	1873	137	*	*	Enzyme	Solid	*								*	KEGG, HMDB	erythrose 4-phosphate	Aldoc
137_1909	1909	137	*	*	Enzyme	Solid	*								*	KEGG, HMDB	dihydroxyacetone phosphate	Aldoc
139_1739	1739	139	*	*	Enzyme	Solid										KEGG	UDP-N-acetylglucosamine	Alg14
13_1294	1294	13	*	*	Enzyme	Solid										KEGG, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Aadac
13_1308	1308	13	*	*	Enzyme	Solid					*				*	KEGG	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Aadac
142_1909	1909	142	*	*	Enzyme	Solid	*								*	KEGG	dihydroxyacetone phosphate	Alpl
144_1895	1895	144	*	*	Unknown	Solid										HMDB	GMP	Als2cl
148_156	148	156	*	*	SameComplex	Solid										Reactome	Ano8	Apoa1
149_1756	1756	149	*	*	Enzyme	Solid			*				*	*	*	KEGG	Cysteine	Anpep
14_1686	1686	14	*	*	Enzyme	Solid										KEGG, HMDB	Glutamic acid	Aadat
151_1772	1772	151	*	*	Enzyme	Solid										KEGG, HMDB	1-methylnicotinamide	Aox1
151_1858	1858	151	*	*	Unknown	Solid										HMDB	FAD	Aox1
152_1772	1772	152	*	*	Enzyme	Solid										KEGG	1-methylnicotinamide	Aox2
153_1637	1637	153	*	*	Enzyme	Solid										KEGG	4-pyridoxate	Aox3
153_1772	1772	153	*	*	Enzyme	Solid										KEGG	1-methylnicotinamide	Aox3
153_1933	1933	153	*	*	Enzyme	Solid										KEGG	retinoate	Aox3
153_2010	2010	153	*	*	Enzyme	Solid										KEGG	N1-methyl-2-pyridone-5-carboxamide	Aox3
155_156	155	156	*	*	SameComplex	Solid										Reactome	Aplp2	Apoa1
156_1035	156	1035	*	*	SameComplex	Solid										Reactome	Apoa1	Prkcsh
156_1036	156	1036	*	*	SameComplex	Solid										Reactome	Apoa1	Proc
156_1043	156	1043	*	*	SameComplex	Solid										Reactome	Apoa1	Prss23
156_1056	156	1056	*	*	SameComplex	Solid										Reactome	Apoa1	Qsox1
156_1059	156	1059	*	*	SameComplex	Solid										Reactome	Apoa1	RGD1309808
156_1106	156	1106	*	*	SameComplex	Solid										Reactome	Apoa1	Rcn1
156_1142	1142	156	*	*	SameComplex	Solid										Reactome	Sdc1	Apoa1
156_1143	1143	156	*	*	SameComplex	Solid										Reactome	Sdc2	Apoa1
156_1144	1144	156	*	*	SameComplex	Solid										Reactome	Sdc3	Apoa1
156_1145	1145	156	*	*	SameComplex	Solid										Reactome	Sdc4	Apoa1
156_1153	156	1153	*	*	SameComplex	Solid										Reactome	Apoa1	Serpina1
156_1154	156	1154	*	*	SameComplex	Solid										Reactome	Apoa1	Serpina10
156_1155	156	1155	*	*	SameComplex	Solid										Reactome	Apoa1	Serpinc1
156_1156	156	1156	*	*	SameComplex	Solid										Reactome	Apoa1	Serpind1
156_1195	156	1195	*	*	SameComplex	Solid										Reactome	Apoa1	Sparcl1
156_1196	156	1196	*	*	SameComplex	Solid										Reactome	Apoa1	Spp1
156_1197	156	1197	*	*	SameComplex	Solid										Reactome	Apoa1	Spp2
156_1204	156	1204	*	*	SameComplex	Solid					*	*	*		*	Reactome	Apoa1	Stc2
156_1218	156	1218	*	*	SameComplex	Solid										Reactome	Apoa1	Tf
156_1221	156	1221	*	*	SameComplex	Solid										Reactome	Apoa1	Tgoln2
156_1225	156	1225	*	*	SameComplex	Solid										Reactome	Apoa1	Timp1
156_1228	156	1228	*	*	SameComplex	Solid										Reactome	Apoa1	Tmem132a
156_1231	156	1231	*	*	SameComplex	Solid			*						*	Reactome	Apoa1	Tnc
156_1269	156	1269	*	*	SameComplex	Solid										Reactome	Apoa1	Vcan
156_1271	156	1271	*	*	SameComplex	Solid										Reactome	Apoa1	Vwa1
156_1273	156	1273	*	*	SameComplex	Solid										Reactome	Apoa1	Wfs1
156_1292	156	1292	*	*	SameComplex	Solid					*				*	Reactome	Apoa1	CE(18:1)_feature1
156_1308	1308	156	*	*	Enzyme	Solid					*				*	Reactome, HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoa1
156_157	156	157	*	*	SameComplex	Solid										Reactome	Apoa1	Apoa2
156_158	156	158	*	*	SameComplex	Solid										Reactome	Apoa1	Apoa4
156_159	156	159	*	*	SameComplex	Solid										Reactome	Apoa1	Apoa5
156_160	160	156	*	*	SameComplex	Solid										Reactome	Apob	Apoa1
156_161	156	161	*	*	SameComplex	Solid										Reactome	Apoa1	Apoc2
156_162	156	162	*	*	SameComplex	Solid										Reactome	Apoa1	Apoc3
156_163	156	163	*	*	SameComplex	Solid										Reactome	Apoa1	Apoe
156_165	156	165	*	*	SameComplex	Solid										Reactome	Apoa1	Apol9a
156_1654	156	1654	*	*	Enzyme	Solid										Reactome, HMDB	Apoa1	cholesterol
156_167	156	167	*	*	SameComplex	Solid										Reactome	Apoa1	App
156_245	156	245	*	*	SameComplex	Solid										Reactome	Apoa1	Bmp4
156_249	156	249	*	*	SameComplex	Solid										Reactome	Apoa1	C3
156_256	156	256	*	*	SameComplex	Solid										Reactome	Apoa1	Ccn1
156_264	156	264	*	*	SameComplex	Solid										Reactome	Apoa1	Cdh2
156_284	156	284	*	*	SameComplex	Solid		*							*	Reactome	Apoa1	Chrdl1
156_289	156	289	*	*	SameComplex	Solid										Reactome	Apoa1	Ckap4
156_319	156	319	*	*	SameComplex	Solid										Reactome	Apoa1	Cp
156_333	156	333	*	*	SameComplex	Solid										Reactome	Apoa1	Csf1
156_336	156	336	*	*	SameComplex	Solid										Reactome	Apoa1	Cst3
156_377	156	377	*	*	SameComplex	Solid										Reactome	Apoa1	Dnajc3
156_428	428	156	*	*	SameComplex	Solid										Reactome	Fam20c	Apoa1
156_433	156	433	*	*	SameComplex	Solid										Reactome	Apoa1	Fbn1
156_436	156	436	*	*	SameComplex	Solid										Reactome	Apoa1	Fga
156_438	156	438	*	*	SameComplex	Solid										Reactome	Apoa1	Fgg
156_446	156	446	*	*	SameComplex	Solid										Reactome	Apoa1	Fn1
156_449	156	449	*	*	SameComplex	Solid										Reactome	Apoa1	Fstl1
156_450	156	450	*	*	SameComplex	Solid										Reactome	Apoa1	Fstl3
156_452	156	452	*	*	SameComplex	Solid										Reactome	Apoa1	Fuca2
156_462	156	462	*	*	SameComplex	Solid										Reactome	Apoa1	Gas6
156_537	156	537	*	*	SameComplex	Solid										Reactome	Apoa1	Golm1
156_545	545	156	*	*	SameComplex	Solid			*	*					*	Reactome	Gpc1	Apoa1
156_546	546	156	*	*	SameComplex	Solid								*	*	Reactome	Gpc2	Apoa1
156_547	547	156	*	*	SameComplex	Solid										Reactome	Gpc3	Apoa1
156_548	548	156	*	*	SameComplex	Solid										Reactome	Gpc4	Apoa1
156_550	550	156	*	*	SameComplex	Solid						*		*	*	Reactome	Gpc6	Apoa1
156_636	156	636	*	*	SameComplex	Solid										Reactome	Apoa1	Hrc
156_648	156	648	*	*	SameComplex	Solid										Reactome	Apoa1	Hsp90b1
156_657	156	657	*	*	SameComplex	Solid										Reactome	Apoa1	Igfbp1
156_658	156	658	*	*	SameComplex	Solid										Reactome	Apoa1	Igfbp3
156_659	156	659	*	*	SameComplex	Solid										Reactome	Apoa1	Igfbp4
156_660	156	660	*	*	SameComplex	Solid										Reactome	Apoa1	Igfbp5
156_661	156	661	*	*	SameComplex	Solid										Reactome	Apoa1	Igfbp7
156_673	156	673	*	*	SameComplex	Solid										Reactome	Apoa1	Itih2
156_689	156	689	*	*	SameComplex	Solid										Reactome	Apoa1	Ktn1
156_693	156	693	*	*	SameComplex	Solid										Reactome	Apoa1	LOC100911486
156_694	156	694	*	*	SameComplex	Solid										Reactome	Apoa1	LOC100911615
156_695	156	695	*	*	SameComplex	Solid										Reactome	Apoa1	LOC103689965
156_707	156	707	*	*	SameComplex	Solid										Reactome	Apoa1	Lgals1
156_722	156	722	*	*	Others	Solid										Reactome	Apoa1	Lpl
156_724	156	724	*	*	Others	Solid										Reactome	Apoa1	Lrp1
156_725	156	725	*	*	Others	Solid										Reactome	Apoa1	Lrp10
156_726	156	726	*	*	Others	Solid										Reactome	Apoa1	Lrp12
156_727	156	727	*	*	Others	Solid										Reactome	Apoa1	Lrp2
156_728	156	728	*	*	Others	Solid										Reactome	Apoa1	Lrp8
156_729	156	729	*	*	SameComplex	Solid										Reactome	Apoa1	Ltbp1
156_739	156	739	*	*	SameComplex	Solid										Reactome	Apoa1	Mbtps1
156_744	156	744	*	*	SameComplex	Solid										Reactome	Apoa1	Men1
156_746	156	746	*	*	SameComplex	Solid										Reactome	Apoa1	Mfge8
156_749	156	749	*	*	SameComplex	Solid										Reactome	Apoa1	Mgat4a
156_761	156	761	*	*	SameComplex	Solid										Reactome	Apoa1	Msln
156_775	156	775	*	*	SameComplex	Solid										Reactome	Apoa1	Mxra8
156_819	156	819	*	*	SameComplex	Solid										Reactome	Apoa1	Notum
156_830	156	830	*	*	SameComplex	Solid										Reactome	Apoa1	Nucb1
156_851	156	851	*	*	SameComplex	Solid										Reactome	Apoa1	P4hb
156_861	156	861	*	*	SameComplex	Solid										Reactome	Apoa1	Pcsk9
156_880	156	880	*	*	SameComplex	Solid										Reactome	Apoa1	Pdia6
157_1142	1142	157	*	*	SameComplex	Solid										Reactome	Sdc1	Apoa2
157_1292	157	1292	*	*	SameComplex	Solid					*				*	Reactome	Apoa2	CE(18:1)_feature1
157_1308	1308	157	*	*	SameComplex	Solid					*				*	Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoa2
157_162	157	162	*	*	SameComplex	Solid										Reactome	Apoa2	Apoc3
158_1142	1142	158	*	*	SameComplex	Solid										Reactome	Sdc1	Apoa4
158_1292	158	1292	*	*	SameComplex	Solid					*				*	Reactome	Apoa4	CE(18:1)_feature1
158_1308	1308	158	*	*	SameComplex	Solid					*				*	Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoa4
158_162	158	162	*	*	SameComplex	Solid										Reactome	Apoa4	Apoc3
159_1302	1302	159	*	*	Unknown	Solid										HMDB	PC(36:3)_feature5	Apoa5
159_1308	1308	159	*	*	Unknown	Solid					*				*	HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoa5
160_1142	1142	160	*	*	SameComplex	Solid										Reactome	Sdc1	Apob
160_1292	160	1292	*	*	SameComplex	Solid					*				*	Reactome	Apob	CE(18:1)_feature1
