MappingID	Label_db	detected	SigNode	NodeType	Name_map	ChEBI	HMDB lip	KEGG	HMDB accession	Ensembl	Uniprot	8_adj pval	8_logFC	8_pval	8_significance	7_adj pval	7_logFC	7_pval	7_significance	6_adj pval	6_logFC	6_pval	6_significance	5_adj pval	5_logFC	5_pval	5_significance	4_adj pval	4_logFC	4_pval	4_significance	3_adj pval	3_logFC	3_pval	3_significance	2_adj pval	2_logFC	2_pval	2_significance	1_adj pval	1_logFC	1_pval	1_significance	MaxSig	Differential feature	Reaction.ID	Label_Sig	Color8	Color7	Color6	Color5	Color4	Color3	Color2	Color1	ColorAny	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
C00016	FAD	*	*	Metabolite	FAD	16238	HMDB0001248	C00016	HMDB0001248			1	-0.286333473999054	0.0345845881621519	-1.46111739159061	1	-0.206668229063928	0.118368135193984	-0.926765194335641	1	-0.13764706774488	0.29093979022029	-0.536196878645134	1	-0.104331977751321	0.420964901633989	-0.375754112387885	1	-0.510359168569317	0.00455543242196219	-2.3414703915651	1	-0.202187059486614	0.225353862762206	-0.647134993342135	1	-0.295061840307679	0.0821214272576749	-1.08554351126508	1	-0.187170902931514	0.260608375489653	-0.584011630946962	-2.3414703915651	*	R00160, R00848, R01175, R01279, R03777, R03857, R03990, R04095, R04751, R04754, R07636, R07888, R07892, R07896	FAD	-0.286333473999054	-0.206668229063928	-0.13764706774488	-0.104331977751321	-0.510359168569317	-0.202187059486614	-0.295061840307679	-0.187170902931514	-0.510359168569317	0.286333473999054	0.206668229063928	0.13764706774488	0.104331977751321	0.510359168569317	0.202187059486614	0.295061840307679	0.187170902931514	0.510359168569317
C00019	S-Adenosyl-L-methionine	*		Metabolite	S-adenosylmethionine	15414	HMDB0001185	C00019	HMDB0001185			1	0.0791505931330185	0.591708865123103	0.227891923970912	1	0.150749523543158	0.310994908022806	0.50724672169889	1	-0.152707177975453	0.304895615934531	-0.515848820269352	1	-0.15072914080288	0.311058861419268	-0.507157421999588	1	-0.0112009253513605	0.920845125578608	-0.0358134064616876	1	0.00901639473964622	0.936243456260722	0.0286112047208253	1	-0.0733851137584971	0.516940625008801	-0.28655933642611	1	-0.190136191016501	0.101641457640147	-0.992929115359831	-0.992929115359831		R01320, R12917, R12918, R12919		0.0791505931330185	0.150749523543158	-0.152707177975453	-0.15072914080288	-0.0112009253513605	0.00901639473964622	-0.0733851137584971	-0.190136191016501	-0.190136191016501	0.1	0.150749523543158	0.152707177975453	0.15072914080288	0.1	0.1	0.1	0.190136191016501	0.190136191016501
C00020	AMP	*		Metabolite	AMP	16027	HMDB0000045	C00020	HMDB0000045			1	-0.335838970076605	0.0629497075467318	-1.2010062832072	1	-0.394670617622065	0.0288669700049205	-1.53959879904974	1	0.160691741826316	0.373598459861809	0.427594922792309	1	0.063739301529957	0.724144155200848	0.140174970299551	1	-0.318288290641466	0.100796241487894	-0.996555661655377	1	-0.334853020131465	0.0842738974270827	-1.0743069207348	1	-0.420573637368519	0.0301312781679831	-1.52098244517602	1	-0.158153590182951	0.414845787048186	-0.382113316012602	-1.53959879904974		R00087, R00103, R00127, R00157, R00160, R00333, R00389, R00390, R01054, R01176, R01280, R01954, R02794, R03004, R03036, R04507, R04580, R08733, R08738, R08743, R11319, R00235, R00236, R00257, R00483, R00578, R00925, R00926, R01049, R01231, R01357, R01422, R01598, R03631, R03646, R03652, R03664, R05577, R05578, R07636, R08244		-0.335838970076605	-0.394670617622065	0.160691741826316	0.063739301529957	-0.318288290641466	-0.334853020131465	-0.420573637368519	-0.158153590182951	-0.420573637368519	0.335838970076605	0.394670617622065	0.160691741826316	0.1	0.318288290641466	0.334853020131465	0.420573637368519	0.158153590182951	0.420573637368519
C00021	S-Adenosyl-L-homocysteine	*		Metabolite	S-Adenosylhomocysteine	16680	HMDB0000939	C00021	HMDB0000939			1	-0.0564284251374658	0.750836237367908	-0.124454775329935	1	-0.232808362837614	0.190171789167616	-0.720853907574894	1	0.2082550341187	0.241235865125397	0.61755812411011	1	-0.235747002969377	0.184638536923235	-0.733677649862551	1	0.262181946867803	0.0698862087374578	1.15560851896332	1	-0.00812233583991679	0.95521801208967	-0.0198974968539464	1	-0.087411576801828	0.545619298020654	-0.263110277509082	1	-0.222897493858477	0.123305459583503	-0.909017693765207	1.15560851896332		R02056, R02155		-0.0564284251374658	-0.232808362837614	0.2082550341187	-0.235747002969377	0.262181946867803	-0.00812233583991679	-0.087411576801828	-0.222897493858477	0.262181946867803	0.1	0.232808362837614	0.2082550341187	0.235747002969377	0.262181946867803	0.1	0.1	0.222897493858477	0.262181946867803
C00022	Pyruvate	*		Metabolite	pyruvate	32816	HMDB0000243	C00022	HMDB0000243			1	-0.144548325966526	0.560234260144731	-0.251630336182127	1	-0.0258680399950926	0.916668280733199	-0.037787796184413	1	-0.311369449301566	0.215807404687822	-0.665933658078081	1	0.0776543512079535	0.753683954988129	0.122810730229457	1	-0.373240128051172	0.149724289236305	-0.824707739900012	1	-0.448360801325026	0.0866013303303096	-1.0624754364968	1	-0.0535924252744122	0.832414123551754	-0.0796605597331696	1	-0.114709007112458	0.651185409135886	-0.186295339081329	-1.0624754364968		R00782		-0.144548325966526	-0.0258680399950926	-0.311369449301566	0.0776543512079535	-0.373240128051172	-0.448360801325026	-0.0535924252744122	-0.114709007112458	-0.448360801325026	0.144548325966526	0.1	0.311369449301566	0.1	0.373240128051172	0.448360801325026	0.1	0.114709007112458	0.448360801325026
C00024	Acetyl-CoA	*		Metabolite	Acetyl-CoA	15351	HMDB0001206	C00024	HMDB0001206			1	0.206831203145147	0.595295272061134	0.225267566677063	1	0.0226928110332633	0.953526349654669	0.0206673012005588	1	-0.411355458295447	0.290770968157629	-0.536448957504738	1	-0.472631328372826	0.224824546420726	-0.648156274094529	1	0.063594494340645	0.874638764858007	0.0581712782021855	1	0.200714527974859	0.618522966716111	0.20864416970844	1	-0.151227556886602	0.707530696408627	-0.150254713412596	1	-0.0646190901559161	0.872636126944401	-0.0591668112806436	-0.648156274094529		R00227, R00238, R00352, R00391, R00487, R00829, R00927, R01023, R01177, R01624, R01978, R02058, R02387, R02396, R02569, R02911, R03437, R03552, R03760, R03778, R03858, R03991, R04024, R04192, R04742, R04747, R04950, R05188, R05506, R05586, R07891, R07895, R07899, R07937, R07953, R08036, R08091, R08095, R08248, R08250, R08386, R11902, R00235, R00236, R00351, R00472, R00705, R00706		0.206831203145147	0.0226928110332633	-0.411355458295447	-0.472631328372826	0.063594494340645	0.200714527974859	-0.151227556886602	-0.0646190901559161	-0.472631328372826	0.206831203145147	0.1	0.411355458295447	0.472631328372826	0.1	0.200714527974859	0.151227556886602	0.1	0.472631328372826
C00025	L-Glutamate	*	*	Metabolite	Glutamic acid	16015	HMDB0000148	C00025	HMDB0000148			1	-0.116756161045	0.523094358008203	-0.281419964161282	1	-0.118593467863326	0.516576436438452	-0.28686540799265	1	-0.212278664666217	0.245629339173017	-0.609719760169548	1	-0.155037356770568	0.396461970793257	-0.401798464504581	0.432388529047683	-0.582991928600379	0.000874084099060782	-3.05844678017918	1	-0.275811561975815	0.11535769808124	-0.937953418718523	1	-0.23128764377677	0.186707516500043	-0.728838197804633	1	-0.176671991243886	0.313171078648809	-0.504218351860548	-3.05844678017918	*	R00243, R00245, R00248, R00251, R00253, R00257, R00258, R00260, R00261, R00355, R00372, R00494, R00573, R00578, R00667, R00668, R00694, R00707, R00708, R00734, R00768, R00895, R00908, R01072, R01090, R01214, R01231, R01648, R01939, R01956, R02199, R02287, R02313, R02433, R02619, R03189, R03905, R03916, R03970, R03971, R04171, R04188, R04212, R04242, R05052, R05578, R07396, R08244, R09875, R10677, R10678, R10687, R10688, R10991, R10993, R12688, R13148	L-Glutamate	-0.116756161045	-0.118593467863326	-0.212278664666217	-0.155037356770568	-0.582991928600379	-0.275811561975815	-0.23128764377677	-0.176671991243886	-0.582991928600379	0.116756161045	0.118593467863326	0.212278664666217	0.155037356770568	0.582991928600379	0.275811561975815	0.23128764377677	0.176671991243886	0.582991928600379
C00026	2-Oxoglutarate	*		Metabolite	Oxoglutaric acid	30915	HMDB0000208	C00026	HMDB0000208			1	-0.0815279740949316	0.64835085182601	-0.188189914227222	1	0.368871814487873	0.0390737126446593	1.40811532170368	1	0.13751537268952	0.441751478180935	0.3548219885903	1	0.437831491788004	0.0143190166094565	1.84408680715048	1	0.0929140504447205	0.673034591273368	0.171962614211263	1	0.153719180302874	0.485086531132595	0.314180783786632	1	0.473747314630504	0.0314277845220606	1.50268623316495	1	0.282359882524031	0.199705426121371	0.699610134916203	1.84408680715048		R00243, R00248, R00258, R00264, R00355, R00372, R00667, R00668, R00694, R00734, R00895, R00908, R01090, R01214, R01252, R01648, R01939, R01956, R02199, R02397, R02433, R02619, R03218, R03219, R03376, R03451, R04171, R04188, R05052, R05722, R09510, R09511, R10056, R10991, R12459, R12460, R12461, R12645, R12688, R13015, R00267, R00709, R07396		-0.0815279740949316	0.368871814487873	0.13751537268952	0.437831491788004	0.0929140504447205	0.153719180302874	0.473747314630504	0.282359882524031	0.473747314630504	0.1	0.368871814487873	0.13751537268952	0.437831491788004	0.1	0.153719180302874	0.473747314630504	0.282359882524031	0.473747314630504
C00027	Hydrogen peroxide			Metabolite	Hydrogen peroxide	16240	HMDB0003125		HMDB0003125																																					R00113, R00274, R00388, R00635, R01709, R02106, R02125, R02657, R03871, R04085, R04904, R07934, R07950, R07981, R08349, R08384, R08408, R12356, R00357, R00677, R02150		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00028	Acceptor			Metabolite	Acceptor	15339																																								R07163		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00029	UDP-glucose	*	*	Metabolite	UDP-glucose	46229	HMDB0000286	C00029	HMDB0000286			1	-0.393366482875428	0.134117024452133	-0.872516090482961	1	-0.6232736658366	0.0219187629096054	-1.65918396098571	1	0.0847278803173936	0.740905929208454	0.130236929698343	1	-0.184413076591445	0.473756415254081	-0.324444896093879	1	-0.465988810936546	0.0286861547208755	-1.54232766351517	1	-0.533624274158923	0.0135956246212181	-1.86660083490864	0.279356451715035	-0.82296949101976	0.000417767822279944	-3.37906501372007	1	-0.442339211670594	0.03688283513702	-1.43317570266617	-3.37906501372007	*	R00286, R00287, R00291, R00292, R00955, R01497, R03681, R04491	UDP-glucose	-0.393366482875428	-0.6232736658366	0.0847278803173936	-0.184413076591445	-0.465988810936546	-0.533624274158923	-0.82296949101976	-0.442339211670594	-0.82296949101976	0.393366482875428	0.6232736658366	0.1	0.184413076591445	0.465988810936546	0.533624274158923	0.82296949101976	0.442339211670594	0.82296949101976
C00030	Reduced acceptor			Metabolite	Reduced acceptor	17499																																								R07163, R01025		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00031	D-Glucose	*		Metabolite	Glucose	15903	HMDB0000122	C00031	HMDB0000122			1	0.141586345714136	0.429696452027564	0.366838232239328	1	0.110446129198591	0.537878877566545	0.269315510071027	1	0.273317930447265	0.127394707719482	0.894848613256286	1	0.18897528562684	0.291870337950024	0.534810039027711	1	-0.209699914795471	0.175161841930015	-0.756560496593433	1	0.0409964821156028	0.790962888557536	0.101843892826948	1	-0.289007571244981	0.061683741399987	-1.20982929221893	1	-0.170054791468869	0.27155887368447	-0.566136001270419	-1.20982929221893		R00299, R00725, R01139, R00303		0.141586345714136	0.110446129198591	0.273317930447265	0.18897528562684	-0.209699914795471	0.0409964821156028	-0.289007571244981	-0.170054791468869	-0.289007571244981	0.141586345714136	0.110446129198591	0.273317930447265	0.18897528562684	0.209699914795471	0.1	0.289007571244981	0.170054791468869	0.289007571244981
C00033	Acetate			Metabolite	Acetate	15366, 30089	HMDB0000042		HMDB0000042																																					R00227, R00710, R00488, R01026		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00035	GDP	*		Metabolite	GDP	17552	HMDB0001201	C00035	HMDB0001201			1	-0.190688469290297	0.144300931214265	-0.840730866273714	1	-0.00194397513053569	0.988125060536907	-0.00518808611691615	1	0.115311400581196	0.377315126737226	0.423295783384166	1	0.105387079008508	0.4197408800054	0.377018731297974	1	-0.270051200192752	0.0593701521803886	-1.22643183786831	1	-0.00795225828753325	0.955723367126711	-0.0196677955020449	1	-0.222469326861635	0.120366917758132	-0.919492860331683	1	-0.123028255065777	0.390363620374676	-0.408530662846326	-1.22643183786831		R00328, R00330, R00335, R00430, R00431, R00432, R00517, R00968, R02405		-0.190688469290297	-0.00194397513053569	0.115311400581196	0.105387079008508	-0.270051200192752	-0.00795225828753325	-0.222469326861635	-0.123028255065777	-0.270051200192752	0.190688469290297	0.1	0.115311400581196	0.105387079008508	0.270051200192752	0.1	0.222469326861635	0.123028255065777	0.270051200192752
C00036	Oxaloacetate			Metabolite	Oxaloacetate	16452, 30744	HMDB0000223		HMDB0000223																																					R00352, R00351, R00355, R00357, R07164, R07165		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00037	Glycine	*		Metabolite	Glycine	15428	HMDB0000123	C00037	HMDB0000123			1	-0.127632687486479	0.182902521500477	-0.737780307283589	1	0.0100541965119077	0.916441321579673	0.0378953370628995	1	-0.0988433828695233	0.302330145531864	-0.519518546883006	1	-0.0697872904903128	0.466464512190963	-0.331181391029785	1	-0.0749064376639189	0.393147228109931	-0.405444781986285	1	-0.0305884448823147	0.727311283025322	-0.138279675019481	1	0.032830324993614	0.708209780867572	0.149838079628907	1	0.0999701051711508	0.254433662329587	0.594425430771846	-0.737780307283589		R00372, R00395, R00497, R00830, R02452, R03718, R05841, R08744		-0.127632687486479	0.0100541965119077	-0.0988433828695233	-0.0697872904903128	-0.0749064376639189	-0.0305884448823147	0.032830324993614	0.0999701051711508	-0.127632687486479	0.127632687486479	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.127632687486479
C00039	DNA			Metabolite	DNA	16991																																								R10823		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00040	Acyl-CoA			Metabolite	Acyl-CoA	17984																																								R00388, R00391, R00395, R00851, R01013, R01318, R01461, R01496, R01999, R02241, R02366, R03109, R03438, R06517, R09419, R02251, R04480		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00041	L-Alanine	*		Metabolite	Alanine	16977	HMDB0000161	C00041	HMDB0000161			1	0.283334428446076	0.0152360034595558	1.81712893739821	1	0.190298314061752	0.103127134206249	0.986627050665957	1	-0.0281096512679704	0.80974479869995	-0.0916518329481224	1	0.108115952835946	0.354446933689514	0.450448776365086	1	0.0701158481844015	0.512819978962922	0.290035063472995	1	0.085488532634601	0.424905398259519	0.371707751331224	1	0.0091770139426915	0.931738956561519	0.030705746020129	1	0.0224768383740128	0.833826778421628	0.0789241615795939	1.81712893739821		R00258, R07460, R11528		0.283334428446076	0.190298314061752	-0.0281096512679704	0.108115952835946	0.0701158481844015	0.085488532634601	0.0091770139426915	0.0224768383740128	0.283334428446076	0.283334428446076	0.190298314061752	0.1	0.108115952835946	0.1	0.1	0.1	0.1	0.283334428446076
C00042	Succinate	*	*	Metabolite	Succinic acid	15741	HMDB0000254	C00042	HMDB0000254			1	-0.181522609069384	0.191390363353103	-0.718079933058298	1	-0.208160164014576	0.134082278022358	-0.872628620103003	1	-0.0348025501851714	0.802212116189821	-0.0957107829494311	1	-0.0188276633273483	0.89220960721488	-0.0495331046340289	1	-0.150936902556884	0.321664651629988	-0.492596661962558	1	0.147054842530944	0.334267661622286	0.475905636743738	0.953966447506694	0.44554171141424	0.00344012857801615	2.46342532496354	1	0.201363277996548	0.186121706344253	0.730202974554328	2.46342532496354	*	R00405, R00407, R00410, R00432, R00713, R00727, R01252, R01780, R02084, R02164, R02397, R03218, R03219, R03376, R03451, R05722, R09510, R09511, R10056, R12459, R12460, R12461, R12645, R13015, R13223	Succinate	-0.181522609069384	-0.208160164014576	-0.0348025501851714	-0.0188276633273483	-0.150936902556884	0.147054842530944	0.44554171141424	0.201363277996548	0.44554171141424	0.181522609069384	0.208160164014576	0.1	0.1	0.150936902556884	0.147054842530944	0.44554171141424	0.201363277996548	0.44554171141424
C00043	UDP-N-acetyl-alpha-D-glucosamine	*	*	Metabolite	UDP-N-acetylglucosamine	16264	HMDB0000290	C00043	HMDB0000290			1	-0.62527171658268	0.0499709736935536	-1.30128218816763	1	-0.746507875999179	0.0214046049052171	-1.66949278413743	1	-0.0222070646759405	0.941994889643894	-0.0259514532638929	1	-0.22595471630883	0.461819870753936	-0.3355273845996	1	-0.519526061014619	0.0187765631529706	-1.72638389770858	1	-0.527240355646035	0.0172752027598683	-1.76257684658906	0.292584021504333	-0.840337910414515	0.000452616693886891	-3.34426943197816	1	-0.392981125884043	0.0682940417472715	-1.16561718430026	-3.34426943197816	*	R00414, R00416, R00418, R02790, R03514, R04493, R04494, R04575, R04642, R04653, R04654, R04662, R04665, R05327, R07258, R07259, R07334, R09676, R09677, R10596, R11879	UDP-N-acetyl-alpha-D-glucosamine	-0.62527171658268	-0.746507875999179	-0.0222070646759405	-0.22595471630883	-0.519526061014619	-0.527240355646035	-0.840337910414515	-0.392981125884043	-0.840337910414515	0.62527171658268	0.746507875999179	0.1	0.22595471630883	0.519526061014619	0.527240355646035	0.840337910414515	0.392981125884043	0.840337910414515
C00044	GTP	*	*	Metabolite	GTP	15996	HMDB0001273	C00044	HMDB0001273			0.100028654048011	0.831973559776257	6.90576233037401e-05	4.16078837246546	0.142215182949649	0.803305122808926	0.000121845954300756	3.91418888629072	1	0.172613634977546	0.409003606277018	0.388272862703405	1	0.4227567979775	0.0431621828283373	1.36489659998704	1	-0.162177732088423	0.404239900108299	-0.3933608220883	1	0.205757152008217	0.289964298745291	0.537655470419595	1	-0.0406222402236776	0.834511950712039	-0.0785674395825412	1	0.163752909558049	0.399690577703864	0.398276089666969	4.16078837246546	*	R00330, R00335, R00424, R00426, R00428, R00430, R00431, R00432, R00434, R00441, R00517, R00885, R00968, R01232, R02405, R10823	GTP	0.831973559776257	0.803305122808926	0.172613634977546	0.4227567979775	-0.162177732088423	0.205757152008217	-0.0406222402236776	0.163752909558049	0.831973559776257	0.831973559776257	0.803305122808926	0.172613634977546	0.4227567979775	0.162177732088423	0.205757152008217	0.1	0.163752909558049	0.831973559776257
C00046	RNA			Metabolite	RNA																																									R00441, R00442, R00443		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00048	Glyoxylate			Metabolite	Glyoxylate	16891	HMDB0000119		HMDB0000119																																					R00472		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00049	L-Aspartate	*	*	Metabolite	Aspartic acid	17053	HMDB0000191	C00049	HMDB0000191			0.347050701326502	-0.301745641463688	0.000598230423044495	-3.22313150467083	1	-0.220434012848698	0.0121595524102631	-1.91508241102796	1	-0.110121199086257	0.210333079436612	-0.67709241971964	1	-0.0589855034031589	0.502238629805893	-0.299089886473102	0.0871760513346939	-0.338274795984435	5.55220858287846e-05	-4.25553422686668	1	-0.146887558055613	0.080049975288025	-1.09663879781434	1	0.0320536818347421	0.702483609035659	0.153363804644823	1	-0.0565506673603023	0.500381183368787	-0.300699030139196	-4.25553422686668	*	R00355, R00357, R00483, R00485, R00487, R00488, R00489, R00526, R00546, R00578, R01954, R03421, R04591, R05577, R07164, R07165, R07407, R07410	L-Aspartate	-0.301745641463688	-0.220434012848698	-0.110121199086257	-0.0589855034031589	-0.338274795984435	-0.146887558055613	0.0320536818347421	-0.0565506673603023	-0.338274795984435	0.301745641463688	0.220434012848698	0.110121199086257	0.1	0.338274795984435	0.146887558055613	0.1	0.1	0.338274795984435
C00051	Glutathione	*	*	Metabolite	Glutathione	16856	HMDB0000125	C00051	HMDB0000125			1	0.123214341661836	0.745429602417468	0.127593364585556	1	-0.219435556241504	0.563118310546622	-0.249400350762224	1	-1.09164803988066	0.0040210078656386	-2.39566507735715	0.178508460224344	-1.42007318746903	0.000182623912779871	-3.73844235654763	1	-0.0675794742934153	0.84108778989403	-0.075158671649521	1	-0.112976304925254	0.737481311991021	-0.132248980369472	1	0.113744417790265	0.73576298330471	0.133262065581946	1	0.0833563690795375	0.804667625394165	0.0943834715144868	-3.73844235654763	*	R00094, R00115, R00274, R00494, R00497, R00527, R00900, R01108, R01262, R01736, R02530, R02824, R03059, R03167, R03522, R03915, R04090, R05748, R07002, R07003, R07004, R07023, R07024, R07025, R07026, R07034, R07035, R07069, R07070, R07083, R07084, R07091, R07092, R07093, R07094, R07100, R07113, R07116, R08280, R08511, R08512, R09409, R11861, R11905, R12578, R12917, R12918, R12919, R13043	Glutathione	0.123214341661836	-0.219435556241504	-1.09164803988066	-1.42007318746903	-0.0675794742934153	-0.112976304925254	0.113744417790265	0.0833563690795375	-1.42007318746903	0.123214341661836	0.219435556241504	1.09164803988066	1.42007318746903	0.1	0.112976304925254	0.113744417790265	0.1	1.42007318746903
C00052	UDP-alpha-D-galactose	*		Metabolite	UDP-galactose	67119	HMDB0000302	C00052	HMDB0000302			1	0.113143268482645	0.469711282234392	0.328169008151233	1	0.0470677403444721	0.762536546099788	0.117739337044621	1	0.197732772835968	0.211557337703997	0.674571906900446	1	-0.000323765094345063	0.998340036672273	-0.000721511920871697	1	-0.144913763176863	0.358443902562103	-0.44557880293635	1	-0.119199900044984	0.448648796577231	-0.348093492831242	1	-0.0995623682465965	0.526035797141102	-0.278984700766678	1	-0.141043553621554	0.37118982253175	-0.430403939993303	0.674571906900446		R01500, R00291, R00955		0.113143268482645	0.0470677403444721	0.197732772835968	-0.000323765094345063	-0.144913763176863	-0.119199900044984	-0.0995623682465965	-0.141043553621554	0.197732772835968	0.113143268482645	0.1	0.197732772835968	0.1	0.144913763176863	0.119199900044984	0.1	0.141043553621554	0.197732772835968
C00054	Adenosine 3',5'-bisphosphate			Metabolite	Adenosine 3',5'-bisphosphate	17985	HMDB0000061		HMDB0000061																																					R01625, R10747		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00055	CMP	*		Metabolite	CMP	17361	HMDB0000095	C00055	HMDB0000095			1	-0.161214025849576	0.114574972241438	-0.94091023930152	1	-0.221346528501888	0.030270341496629	-1.51898267949718	1	0.0631577149613263	0.536452546946739	0.270468688442937	1	0.0441146064964452	0.665892032483885	0.176596181486768	1	-0.0676776980932282	0.594275200119555	-0.226012393039718	1	-0.198292137640106	0.118608784633365	-0.925883144222084	1	-0.265556888106752	0.0366141502522926	-1.43635104059371	1	-0.122641978268754	0.334423510144021	-0.475703199035315	-1.51898267949718		R00515, R00517, R01321, R02057, R04920, R04922		-0.161214025849576	-0.221346528501888	0.0631577149613263	0.0441146064964452	-0.0676776980932282	-0.198292137640106	-0.265556888106752	-0.122641978268754	-0.265556888106752	0.161214025849576	0.221346528501888	0.1	0.1	0.1	0.198292137640106	0.265556888106752	0.122641978268754	0.265556888106752
C00058	Formate			Metabolite	Formate	15740, 30751	HMDB0304356, HMDB0000142		HMDB0304356, HMDB0000142																																					R00424, R05046		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00059	Sulfate			Metabolite	Sulfate	16189, 26836	HMDB0001448		HMDB0001448																																					R08512		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00060	Carboxylate			Metabolite	Carboxylate	35757																																								R00538, R00635, R01314, R01369, R02744, R05209, R07291, R01313		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00061	FMN			Metabolite	FMN	17621	HMDB0001520		HMDB0001520																																					R00160		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
C00062	L-Arginine	*	*	Metabolite	Arginine	16467	HMDB0000517	C00062	HMDB0000517			1	-0.152963313069727	0.439408758829098	-0.357131290444109	0.197723243296133	0.825133611789286	0.000220948434627446	3.6557090709746	1	-0.113440395100174	0.565433780924933	-0.247618248851381	1	0.378474833911349	0.0623263660527144	1.20532819396893	1	-0.433489251475045	0.0647089016582107	-1.18903597164784	1	-0.345371441966637	0.135998018022363	-0.866467420807894	1	0.14747019771295	0.516335394757039	0.287068103074427	1	0.298518712700264	0.194917650457632	0.710148832256038	3.6557090709746	*	R00551, R00557, R00558, R00565, R00566, R01086, R01686, R01886, R01989, R03646	L-Arginine	-0.152963313069727	0.825133611789286	-0.113440395100174	0.378474833911349	-0.433489251475045	-0.345371441966637	0.14747019771295	0.298518712700264	0.825133611789286	0.152963313069727	0.825133611789286	0.113440395100174	0.378474833911349	0.433489251475045	0.345371441966637	0.14747019771295	0.298518712700264	0.825133611789286
C00063	CTP	*	*	Metabolite	CTP	17677	HMDB0000082	C00063	HMDB0000082			0.962937724793546	1.02683422549018	0.00351550608703297	2.45401214575521	1	0.893280939393799	0.00955501613659543	2.019768575168	1	0.0258634568481724	0.935603842931539	0.0289080030230661	1	0.380221630623749	0.241841533681803	0.616469111664543	1	0.0938360203723496	0.818230501149756	0.0871243353556927	1	0.441866351102072	0.28504307357305	0.545089507705109	1	0.23748892030576	0.562040663079708	0.250232262522956	1	0.640922030757991	0.12606667164549	0.8993997130588	2.45401214575521	*	R00442, R00515, R00569, R00570, R00571, R00572, R00573, R00767, R01117, R01799, R01890, R02038, R02590, R02599, R02921, R03237, R04215, R04247, R11441	CTP	1.02683422549018	0.893280939393799	0.0258634568481724	0.380221630623749	0.0938360203723496	0.441866351102072	0.23748892030576	0.640922030757991	1.02683422549018	1.02683422549018	0.893280939393799	0.1	0.380221630623749	0.1	0.441866351102072	0.23748892030576	0.640922030757991	1.02683422549018
C00064	L-Glutamine	*	*	Metabolite	Glutamine	18050	HMDB0000641	C00064	HMDB0000641			1	-0.0288482762560977	0.773972617573706	-0.111274403977318	1	0.0844686497443526	0.400415631972409	0.397488976280531	0.337689839371061	-0.346053082293176	0.000571201264480108	-3.2432108398241	1	-0.286499261079652	0.0043434309207603	-2.36216708124693	0.469704537263592	-0.317482332546933	0.00100313376239835	-2.99864115232537	1	-0.0567737508700371	0.556350591859718	-0.254651445602097	1	-0.214585468882115	0.0261845778287341	-1.58195442379149	1	-0.100976040158952	0.295431708749874	-0.529542893600734	-3.2432108398241	*	R00253, R00257, R00573, R00578, R00768, R01072, R01231, R01375, R03652, R03905, R04212, R08244	L-Glutamine	-0.0288482762560977	0.0844686497443526	-0.346053082293176	-0.286499261079652	-0.317482332546933	-0.0567737508700371	-0.214585468882115	-0.100976040158952	-0.346053082293176	0.1	0.1	0.346053082293176	0.286499261079652	0.317482332546933	0.1	0.214585468882115	0.100976040158952	0.346053082293176
