sorted_pairs	mappingID1	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny	source	Label1	Label2
1302_1381	1381	1302		*	Others	Dashed										Reactome	AA	PC(36:3)_feature5
1302_1401	1302	1401	*		SameComplex	Dashed										Reactome	PC(36:3)_feature5	CERA
1302_1411	1302	1411	*		Metabolic Transformation	Dashed										KEGG	PC(36:3)_feature5	Carboxylate
1302_1430	1302	1430	*		Metabolic Transformation	Dashed										KEGG	PC(36:3)_feature5	Fatty acid
1302_1487	1302	1487	*		Metabolic Transformation	Dashed										Reactome	PC(36:3)_feature5	LysoPtdCho
1302_1488	1488	1302		*	SameComplex	Dashed										Reactome	MLCL	PC(36:3)_feature5
1302_1519	1302	1519	*		Metabolic Transformation	Dashed										Reactome	PC(36:3)_feature5	NAPE
1302_1536	1536	1302		*	SameComplex	Dashed										Reactome	PI	PC(36:3)_feature5
1302_1545	1302	1545	*		SameComplex	Dashed										Reactome	PC(36:3)_feature5	Pi
1302_1570	1302	1570	*		Metabolic Transformation	Dashed										KEGG	PC(36:3)_feature5	Retinyl-ester-(cellular-retinol-binding-protein)
1302_1583	1302	1583	*		Metabolic Transformation	Dashed										KEGG	PC(36:3)_feature5	Steryl ester
1302_1609	1609	1302		*	Metabolic Transformation	Dashed										Reactome, KEGG	acyl-CoA	PC(36:3)_feature5
1302_1619	1302	1619	*		Metabolic Transformation	Dashed										Reactome	PC(36:3)_feature5	cardiolipin
1302_1660	1302	1660	*	*	Metabolic Transformation	Solid										KEGG	PC(36:3)_feature5	sn-Glycero-3-phosphocholine
1302_1662	1302	1662	*		SameComplex	Dashed										Reactome	PC(36:3)_feature5	CMP
1302_1663	1302	1663	*	*	Metabolic Transformation	Solid										Reactome, KEGG	PC(36:3)_feature5	Choline
1302_1702	1302	1702	*		SameComplex	Dashed										Reactome	PC(36:3)_feature5	L-Ser
1302_1755	1302	1755	*		SameComplex	Dashed										Reactome	PC(36:3)_feature5	ATP
1302_1768	1302	1768	*		Metabolic Transformation	Dashed										KEGG	PC(36:3)_feature5	Linoleate
1302_1801	1302	1801	*		SameComplex	Dashed										Reactome	PC(36:3)_feature5	AdoHcy
1302_1814	1302	1814	*		Metabolic Transformation	Dashed										KEGG	PC(36:3)_feature5	Arachidonate
1302_1845	1845	1302		*	Metabolic Transformation	Dashed										Reactome	AdoMet	PC(36:3)_feature5
1302_1880	1302	1880	*		SameComplex	Dashed										Reactome	PC(36:3)_feature5	ADP
1302_1893	1302	1893	*		Metabolic Transformation	Dashed										KEGG	PC(36:3)_feature5	(9Z,12Z,15Z)-Octadecatrienoic acid
1302_1898	1898	1302		*	Metabolic Transformation	Dashed										Reactome, KEGG	CDP-Cho	PC(36:3)_feature5
1302_1901	1302	1901	*		SameComplex	Dashed										Reactome	PC(36:3)_feature5	CoA-SH
1302_1988	1302	1988	*		Metabolic Transformation	Dashed										KEGG	PC(36:3)_feature5	Retinyl ester
1302_2087	2087	1302		*	Metabolic Transformation	Dashed										KEGG	Phosphatidyl-N-dimethylethanolamine	PC(36:3)_feature5
1303_1306	1303	1306	*	*	Metabolic Transformation	Solid										Reactome, KEGG	PE(34:3)>PE(16:0_18:3)_feature2	PS(40:5)_feature3
1303_1322	1303	1322	*		Metabolic Transformation	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	(ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI
1303_1343	1343	1303	*	*	Metabolic Transformation	Dashed										Reactome, KEGG	2-acyl LPE	PE(34:3)>PE(16:0_18:3)_feature2
1303_1430	1303	1430	*		Metabolic Transformation	Dashed										KEGG	PE(34:3)>PE(16:0_18:3)_feature2	Fatty acid
1303_1487	1303	1487	*		Metabolic Transformation	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	LysoPtdCho
1303_1488	1488	1303		*	SameComplex	Dashed										Reactome	MLCL	PE(34:3)>PE(16:0_18:3)_feature2
1303_1519	1303	1519	*		Metabolic Transformation	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	NAPE
1303_1542	1303	1542	*		Metabolic Transformation	Dashed										KEGG	PE(34:3)>PE(16:0_18:3)_feature2	Phosphatidyl-N-methylethanolamine
1303_1609	1609	1303	*	*	Metabolic Transformation	Dashed										Reactome, KEGG	acyl-CoA	PE(34:3)>PE(16:0_18:3)_feature2
1303_1619	1303	1619	*		Metabolic Transformation	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	cardiolipin
1303_1624	1624	1303		*	SameComplex	Dashed										Reactome	heme a3	PE(34:3)>PE(16:0_18:3)_feature2
1303_1626	1626	1303		*	SameComplex	Dashed										Reactome	mannose (a1-4) glucosaminyl-acyl-PI	PE(34:3)>PE(16:0_18:3)_feature2
1303_1662	1303	1662	*		SameComplex	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	CMP
1303_1687	1303	1687	*	*	Metabolic Transformation	Solid										Reactome, KEGG	PE(34:3)>PE(16:0_18:3)_feature2	Ethanolamine
1303_1702	1303	1702	*		SameComplex	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	L-Ser
1303_1801	1303	1801	*		Metabolic Transformation	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	AdoHcy
1303_1845	1303	1845	*		SameComplex	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	AdoMet
1303_1901	1303	1901	*		SameComplex	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	CoA-SH
1303_1929	1929	1303		*	Metabolic Transformation	Dashed										Reactome, KEGG	CDP-ETA	PE(34:3)>PE(16:0_18:3)_feature2
1303_2054	1303	2054	*		SameComplex	Dashed										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	heme A
1304_1332	1332	1304		*	Metabolic Transformation	Dashed										Reactome	1-acyl LPG	PG(36:2)>PG(18:0_18:2)_feature2
1304_1344	1344	1304		*	Metabolic Transformation	Dashed										Reactome	2-acyl LPG	PG(36:2)>PG(18:0_18:2)_feature2
1304_1399	1304	1399	*		SameComplex	Dashed										Reactome	PG(36:2)>PG(18:0_18:2)_feature2	CDP-DAG
1304_1545	1304	1545	*		SameComplex	Dashed										Reactome	PG(36:2)>PG(18:0_18:2)_feature2	Pi
1304_1609	1609	1304		*	Metabolic Transformation	Dashed										Reactome	acyl-CoA	PG(36:2)>PG(18:0_18:2)_feature2
1304_1619	1304	1619	*		Metabolic Transformation	Dashed										Reactome	PG(36:2)>PG(18:0_18:2)_feature2	cardiolipin
1304_1662	1304	1662	*		Metabolic Transformation	Dashed										Reactome	PG(36:2)>PG(18:0_18:2)_feature2	CMP
1304_1755	1304	1755	*		SameComplex	Dashed										Reactome	PG(36:2)>PG(18:0_18:2)_feature2	ATP
1304_1880	1304	1880	*		SameComplex	Dashed										Reactome	PG(36:2)>PG(18:0_18:2)_feature2	ADP
1304_1901	1304	1901	*		SameComplex	Dashed										Reactome	PG(36:2)>PG(18:0_18:2)_feature2	CoA-SH
1305_1331	1331	1305		*	Metabolic Transformation	Dashed										KEGG	1-Phosphatidyl-1D-myo-inositol 3-phosphate	PI(40:6)>PI(18:0_22:6)_feature1
1305_1399	1399	1305		*	Metabolic Transformation	Dashed										KEGG	CDP-DAG	PI(40:6)>PI(18:0_22:6)_feature1
1305_1538	1305	1538	*		Metabolic Transformation	Dashed										KEGG	PI(40:6)>PI(18:0_22:6)_feature1	PI4P
1305_1711	1711	1305		*	Metabolic Transformation	Dashed										KEGG	myo-Inositol	PI(40:6)>PI(18:0_22:6)_feature1
1305_1713	1305	1713	*		Metabolic Transformation	Dashed										KEGG	PI(40:6)>PI(18:0_22:6)_feature1	Inositol 1-phosphate
1306_1333	1333	1306		*	Metabolic Transformation	Dashed										Reactome	1-acyl LPS	PS(40:5)_feature3
1306_1345	1345	1306	*	*	Metabolic Transformation	Dashed										Reactome, KEGG	2-acyl LPS	PS(40:5)_feature3
1306_1430	1306	1430	*		Metabolic Transformation	Dashed										KEGG	PS(40:5)_feature3	Fatty acid
1306_1538	1306	1538	*		SameComplex	Dashed										Reactome	PS(40:5)_feature3	PI4P
1306_1609	1609	1306		*	Metabolic Transformation	Dashed										Reactome	acyl-CoA	PS(40:5)_feature3
1306_1663	1306	1663	*	*	SameComplex	Solid										Reactome	PS(40:5)_feature3	Choline
1306_1687	1306	1687	*	*	SameComplex	Solid										Reactome	PS(40:5)_feature3	Ethanolamine
1306_1702	1702	1306		*	Metabolic Transformation	Dashed										Reactome	L-Ser	PS(40:5)_feature3
1306_1901	1306	1901	*		SameComplex	Dashed										Reactome	PS(40:5)_feature3	CoA-SH
1307_1401	1401	1307		*	Metabolic Transformation	Dashed										Reactome	CERA	SM(d34:1)
1307_1930	1307	1930	*	*	Metabolic Transformation	Solid										KEGG	SM(d34:1)	phosphocholine
1308_1336	1336	1308		*	Metabolic Transformation	Dashed					*				*	KEGG	2,3-Dehydroacyl-CoA	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1308_1338	1338	1308		*	Metabolic Transformation	Dashed					*				*	Reactome	2-MAG	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1308_1411	1308	1411	*		Metabolic Transformation	Dashed					*				*	KEGG	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Carboxylate
1308_1427	1427	1308		*	Metabolic Transformation	Dashed					*				*	Reactome	FACoA	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1308_1430	1308	1430	*		Metabolic Transformation	Dashed					*				*	KEGG	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Fatty acid
1308_1452	1308	1452	*		Others	Dashed					*				*	Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	HSPG
1308_1539	1539	1308		*	SameComplex	Dashed					*				*	Reactome	PL	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1308_1609	1609	1308	*	*	Metabolic Transformation	Dashed					*				*	Reactome, KEGG	acyl-CoA	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1308_1613	1613	1308		*	Metabolic Transformation	Dashed					*				*	Reactome	atR-LINA	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1308_1614	1614	1308		*	Metabolic Transformation	Dashed					*				*	Reactome	atR-OLEA	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1308_1615	1615	1308		*	Metabolic Transformation	Dashed					*				*	Reactome	atR-STEA	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1308_1654	1308	1654	*	*	SameComplex	Solid					*				*	Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	cholesterol
1308_1677	1308	1677	*	*	Metabolic Transformation	Dashed					*				*	Reactome, KEGG	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Glycerol
1308_1901	1308	1901	*		SameComplex	Dashed					*				*	Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	CoA-SH
1308_1990	1308	1990	*		Metabolic Transformation	Dashed					*				*	Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	atR-PALM
130_1726	1726	130	*	*	Enzyme	Solid										KEGG	Succinic acid	Aldh5a1
131_1902	1902	131	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Aldh6a1
131_1959	1959	131	*	*	Unknown	Solid										HMDB	CoA(6:0)	Aldh6a1
1320_1902	1320	1902		*	Metabolic Transformation	Dashed										KEGG	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA	coenzyme A
1323_1735	1735	1323	*		Metabolic Transformation	Dashed										KEGG	UDP-glucose	1,2-D-Glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen
1325_1660	1325	1660		*	Metabolic Transformation	Dashed										KEGG	1-(1-Alkenyl)-sn-glycero-3-phosphocholine	sn-Glycero-3-phosphocholine
1325_1902	1325	1902		*	Metabolic Transformation	Dashed										KEGG	1-(1-Alkenyl)-sn-glycero-3-phosphocholine	coenzyme A
1326_1902	1326	1902		*	Metabolic Transformation	Dashed										KEGG	1-Acyl-sn-glycerol 3-phosphate	coenzyme A
132_1389	1389	132		*	Enzyme	Dashed										KEGG	Aldehyde	Aldh7a1
132_1411	1411	132		*	Enzyme	Dashed										KEGG	Carboxylate	Aldh7a1
132_1415	1415	132		*	Enzyme	Dashed										KEGG	D-Glyceraldehyde	Aldh7a1
132_1429	1429	132		*	Enzyme	Dashed										KEGG	Farnesoic acid	Aldh7a1
132_1430	1430	132		*	Enzyme	Dashed										KEGG	Fatty acid	Aldh7a1
132_1450	1450	132		*	Unknown	Dashed										HMDB	Glyceraldehyde	Aldh7a1
132_1464	1464	132		*	Unknown	Dashed										HMDB	Hydrogen Ion	Aldh7a1
132_1561	1561	132		*	Unknown	Dashed										HMDB	Pyridoxine	Aldh7a1
132_1599	1599	132		*	Unknown	Dashed										HMDB	Water	Aldh7a1
132_1642	1642	132		*	Enzyme	Dashed										KEGG, HMDB	CH3COO-	Aldh7a1
132_1643	1643	132	*	*	Enzyme	Solid										KEGG	betaine	Aldh7a1
132_1649	1649	132	*	*	Enzyme	Solid										KEGG, HMDB	beta-Alanine	Aldh7a1
132_1668	1668	132	*	*	Enzyme	Solid										KEGG, HMDB	gamma-Amino-N-butyric-acid	Aldh7a1
132_1682	1682	132		*	Enzyme	Dashed										KEGG	D-Glycerate	Aldh7a1
132_1707	1707	132		*	Enzyme	Dashed										KEGG	Indole-3-acetate	Aldh7a1
132_1708	1708	132		*	Enzyme	Dashed										KEGG	Methylmalonate	Aldh7a1
132_1710	1710	132	*	*	Enzyme	Solid										KEGG	Oxoglutaric acid	Aldh7a1
132_1717	1717	132	*	*	Enzyme	Solid										KEGG, HMDB	NADPH	Aldh7a1
132_1750	1750	132		*	Enzyme	Dashed										KEGG	3alpha,7alpha-Dihydroxy-5beta-cholestanate	Aldh7a1
132_1767	1767	132		*	Enzyme	Dashed										KEGG	D-Glucarate	Aldh7a1
132_1777	1777	132		*	Enzyme	Dashed										KEGG	5-Hydroxyindoleacetate	Aldh7a1
132_1793	1793	132		*	Enzyme	Dashed										KEGG, HMDB	NAD+	Aldh7a1
132_1805	1805	132		*	Enzyme	Dashed										KEGG	Acetaldehyde	Aldh7a1
132_1827	1827	132		*	Enzyme	Dashed										KEGG	4-Aminobutyraldehyde	Aldh7a1
132_1828	1828	132		*	Enzyme	Dashed										KEGG	3-Aminopropanal	Aldh7a1
132_1838	1838	132	*	*	Enzyme	Solid										KEGG	butyrobetaine	Aldh7a1
132_1846	1846	132		*	Enzyme	Dashed										KEGG	Indole-3-acetaldehyde	Aldh7a1
132_1859	1859	132		*	Enzyme	Dashed										KEGG	BETALD	Aldh7a1
132_1864	1864	132		*	Enzyme	Dashed										KEGG	L-2-Aminoadipate 6-semialdehyde	Aldh7a1
132_1882	1882	132		*	Enzyme	Dashed										KEGG	4-Trimethylammoniobutanal	Aldh7a1
132_1911	1911	132	*	*	Enzyme	Solid					*		*		*	KEGG, HMDB	NADH	Aldh7a1
132_1940	1940	132	*	*	Enzyme	Solid										KEGG	imidazoleacetate	Aldh7a1
132_1950	1950	132		*	Enzyme	Dashed										KEGG	(S)-Methylmalonate semialdehyde	Aldh7a1
132_1989	1989	132		*	Enzyme	Dashed										KEGG	Perillyl aldehyde	Aldh7a1
132_1991	1991	132		*	Enzyme	Dashed										KEGG	4-Acetamidobutanoate	Aldh7a1
132_1993	1993	132		*	Enzyme	Dashed										KEGG	Imidazole-4-acetaldehyde	Aldh7a1
132_2008	2008	132		*	Enzyme	Dashed										KEGG	5-Hydroxyindoleacetaldehyde	Aldh7a1
132_2013	2013	132		*	Enzyme	Dashed										KEGG	N4-Acetylaminobutanal	Aldh7a1
132_2017	2017	132		*	Enzyme	Dashed										KEGG	Perillic acid	Aldh7a1
132_2033	2033	132		*	Enzyme	Dashed										KEGG	D-Glucuronolactone	Aldh7a1
132_2044	2044	132		*	Enzyme	Dashed										KEGG	2-Propynal	Aldh7a1
132_2045	2045	132		*	Enzyme	Dashed										KEGG	Propynoate	Aldh7a1
132_2053	2053	132		*	Enzyme	Dashed										KEGG	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	Aldh7a1
132_2070	2070	132		*	Enzyme	Dashed										KEGG	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate	Aldh7a1
132_2081	2081	132		*	Enzyme	Dashed										KEGG	Chloroacetaldehyde	Aldh7a1
132_2086	2086	132		*	Enzyme	Dashed										KEGG	Chloroacetic acid	Aldh7a1
132_2118	2118	132		*	Enzyme	Dashed										KEGG	2-trans,6-trans-Farnesal	Aldh7a1
132_2122	2122	132		*	Enzyme	Dashed										KEGG	2,5-Dioxopentanoate	Aldh7a1
132_2144	2144	132		*	Enzyme	Dashed										KEGG	cis-3-Chloroacrylic acid	Aldh7a1
132_2145	2145	132		*	Enzyme	Dashed										KEGG	cis-3-Chloroallyl aldehyde	Aldh7a1
132_2165	2165	132		*	Enzyme	Dashed										KEGG	trans-3-Chloroacrylic acid	Aldh7a1
132_2166	2166	132		*	Enzyme	Dashed										KEGG	trans-3-Chloroallyl aldehyde	Aldh7a1
132_2177	2177	132	*	*	Enzyme	Solid										KEGG	alpha-Aminoadipic-acid	Aldh7a1
132_2183	2183	132		*	Unknown	Dashed										HMDB	Diphosphate	Aldh7a1
132_2185	2185	132		*	Enzyme	Dashed										KEGG, HMDB	NADP+	Aldh7a1
1336_1902	1336	1902		*	Metabolic Transformation	Dashed										KEGG	2,3-Dehydroacyl-CoA	coenzyme A
1337_1902	1337	1902		*	Metabolic Transformation	Dashed										KEGG	2-Arylethylamine	coenzyme A
133_1668	1668	133	*	*	Enzyme	Solid										KEGG, HMDB	gamma-Amino-N-butyric-acid	Aldh9a1
133_1861	1861	133	*	*	Unknown	Solid	*	*		*					*	HMDB	spermine	Aldh9a1
1342_1660	1342	1660		*	Metabolic Transformation	Dashed										Reactome, KEGG	2-acyl LPC	sn-Glycero-3-phosphocholine
1342_1748	1748	1342	*		Metabolic Transformation	Dashed										KEGG	vitamin A	2-acyl LPC
1349_1902	1349	1902		*	Metabolic Transformation	Dashed										KEGG	3-Hydroxy-2-methylpropanoyl-CoA	coenzyme A
134_1909	1909	134	*	*	Enzyme	Solid	*								*	KEGG	dihydroxyacetone phosphate	Aldoa
1354_1739	1739	1354	*		Metabolic Transformation	Dashed										KEGG	UDP-N-acetylglucosamine	3-O-[N-Acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein]
1355_1726	1355	1726		*	Metabolic Transformation	Dashed										KEGG	3-Oxo acid	Succinic acid
135_1909	1909	135	*		Enzyme	Dashed	*								*	KEGG	dihydroxyacetone phosphate	Aldoart2
1368_1902	1902	1368	*		Metabolic Transformation	Dashed										KEGG	coenzyme A	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
1369_1739	1739	1369	*		Metabolic Transformation	Dashed										KEGG	UDP-N-acetylglucosamine	4-(N-Acetyl-beta-D-glucosaminyl)-beta-D-mannosyl-R
136_1909	1909	136	*	*	Enzyme	Solid	*								*	KEGG	dihydroxyacetone phosphate	Aldob
1371_1799	1799	1371	*		Metabolic Transformation	Dashed										KEGG	Tryptophan	4a-Hydroxy-5,6,7,8-tetrahydropteridine
1372_1895	1372	1895		*	Metabolic Transformation	Dashed										KEGG	5'-Phospho-DNA	GMP
1377_1902	1902	1377	*		Metabolic Transformation	Dashed										KEGG	coenzyme A	5-Methylhex-4-enoyl-CoA
1379_1739	1739	1379	*		Metabolic Transformation	Dashed										KEGG	UDP-N-acetylglucosamine	6-(2,6-Bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R
137_1415	1415	137		*	Enzyme	Dashed										KEGG	D-Glyceraldehyde	Aldoc
137_1450	1450	137		*	Enzyme	Dashed										HMDB	Glyceraldehyde	Aldoc
137_1600	1600	137		*	Enzyme	Dashed										HMDB	Zinc	Aldoc
137_1819	1819	137		*	Enzyme	Dashed										KEGG	beta-D-Fructose 1,6-bisphosphate	Aldoc
137_1820	1820	137	*	*	Enzyme	Solid										KEGG, HMDB	fructose 1,6-biphosphate	Aldoc
137_1829	1829	137	*	*	Enzyme	Solid										KEGG, HMDB	glyceraldehyde-3-phosphate	Aldoc
137_1873	1873	137	*	*	Enzyme	Solid	*								*	KEGG, HMDB	erythrose 4-phosphate	Aldoc
137_1909	1909	137	*	*	Enzyme	Solid	*								*	KEGG, HMDB	dihydroxyacetone phosphate	Aldoc
137_2094	2094	137		*	Enzyme	Dashed										KEGG	Sedoheptulose 1,7-bisphosphate	Aldoc
137_2148	2148	137		*	Enzyme	Dashed										KEGG	D-Fructose 1-phosphate	Aldoc
1380_1739	1739	1380	*		Metabolic Transformation	Dashed										KEGG	UDP-N-acetylglucosamine	6-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R
1382_1897	1382	1897		*	Metabolic Transformation	Dashed										KEGG	ADP-D-ribosyl-acceptor	Niacinamide
1383_1748	1383	1748		*	Metabolic Transformation	Dashed										KEGG	Acceptor	vitamin A
1388_1902	1388	1902		*	Metabolic Transformation	Dashed										KEGG	Acyl-carrier protein	coenzyme A
138_1739	1739	138	*		Enzyme	Dashed										KEGG	UDP-N-acetylglucosamine	Alg13l1
1392_1674	1392	1674		*	Metabolic Transformation	Dashed				*					*	KEGG	Arsenic triglutathione	Glutathione
1398_1902	1398	1902		*	Metabolic Transformation	Dashed										KEGG	C26-CoA	coenzyme A
1399_1658	1658	1399	*		Metabolic Transformation	Dashed										KEGG	CTP	CDP-DAG
139_1739	1739	139	*	*	Enzyme	Solid										KEGG	UDP-N-acetylglucosamine	Alg14
13_1294	1294	13	*	*	Enzyme	Solid										KEGG, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Aadac
13_1308	1308	13	*	*	Enzyme	Solid					*				*	KEGG	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Aadac
13_1327	1327	13		*	Enzyme	Dashed										KEGG	1-Acylglycerol	Aadac
13_1338	1338	13		*	Enzyme	Dashed										KEGG	2-MAG	Aadac
13_1411	1411	13		*	Enzyme	Dashed										KEGG	Carboxylate	Aadac
13_1418	1418	13		*	Enzyme	Dashed										HMDB	Diacylglycerol	Aadac
13_1430	1430	13		*	Enzyme	Dashed										KEGG	Fatty acid	Aadac
13_1599	1599	13		*	Enzyme	Dashed										HMDB	Water	Aadac
1400_1658	1658	1400	*		Metabolic Transformation	Dashed										KEGG	CTP	CDP-ribitol
1402_1658	1658	1402	*		Metabolic Transformation	Dashed										KEGG	CTP	CMP-3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate
1403_1658	1658	1403	*		Metabolic Transformation	Dashed										KEGG	CTP	CMP-N-acylneuraminate
140_1909	1909	140	*		Enzyme	Dashed	*								*	KEGG	dihydroxyacetone phosphate	Alpg
1416_1895	1416	1895		*	Metabolic Transformation	Dashed										KEGG	DNA	GMP
141_1909	1909	141	*		Enzyme	Dashed	*								*	KEGG	dihydroxyacetone phosphate	Alpi
1425_1902	1425	1902		*	Metabolic Transformation	Dashed										KEGG	Enzyme N6-(dihydrolipoyl)lysine	coenzyme A
1426_1897	1426	1897		*	Metabolic Transformation	Dashed										KEGG	Enzyme N6-(lipoyl)lysine	Niacinamide
142_1909	1909	142	*	*	Enzyme	Solid	*								*	KEGG	dihydroxyacetone phosphate	Alpl
1433_2018	1433	2018		*	Metabolic Transformation	Dashed										KEGG	Ferrocytochrome b5	phytosphingosine
143_1909	1909	143	*		Enzyme	Dashed	*								*	KEGG	dihydroxyacetone phosphate	Alpp
1448_1760	1448	1760		*	Metabolic Transformation	Dashed										KEGG	Glutaminyl-tRNA	Glutamine
144_1895	1895	144	*	*	Unknown	Solid										HMDB	GMP	Als2cl
1453_1674	1674	1453	*		Metabolic Transformation	Dashed				*					*	KEGG	Glutathione	Halide
145_156	145	156		*	SameComplex	Dashed										Reactome	Ambn	Apoa1
1461_1897	1461	1897		*	Metabolic Transformation	Dashed										KEGG	Histone N6-acetyl-L-lysine	Niacinamide
1462_1902	1462	1902		*	Metabolic Transformation	Dashed										KEGG	Histone-L-lysine	coenzyme A
1463_1674	1674	1463	*		Metabolic Transformation	Dashed				*					*	KEGG	Glutathione	Hydrobromic acid
1465_1902	1465	1902		*	Metabolic Transformation	Dashed										KEGG	Hydroxylaminobenzene	coenzyme A
1467_1973	1467	1973		*	Metabolic Transformation	Dashed										KEGG	Insulin	oxidized glutathione
146_156	146	156		*	SameComplex	Dashed										Reactome	Amelx	Apoa1
1472_1754	1754	1472	*		Metabolic Transformation	Dashed										KEGG	Arginine	L-Arginyl-tRNA(Arg)
1473_1760	1473	1760		*	Metabolic Transformation	Dashed										KEGG	L-Asparaginyl-tRNA(Asn)	Glutamine
1474_1686	1686	1474	*		Metabolic Transformation	Dashed										KEGG	Glutamic acid	L-Aspartyl-tRNA(Asn)
1475_1704	1704	1475	*		Metabolic Transformation	Dashed										KEGG	Aspartic acid	L-Aspartyl-tRNA(Asp)
1476_1686	1686	1476	*		Metabolic Transformation	Dashed										KEGG	Glutamic acid	L-Glutamyl-tRNA(Gln)
1477_1686	1686	1477	*		Metabolic Transformation	Dashed										KEGG	Glutamic acid	L-Glutamyl-tRNA(Glu)
1478_1799	1799	1478	*		Metabolic Transformation	Dashed										KEGG	Tryptophan	L-Tryptophanyl-tRNA(Trp)
1479_1748	1748	1479	*		SameComplex	Dashed										Reactome	vitamin A	LINL
147_156	147	156		*	SameComplex	Dashed										Reactome	Amtn	Apoa1
1480_1674	1674	1480	*		Metabolic Transformation	Dashed				*					*	KEGG	Glutathione	Lipid
1481_1973	1481	1973		*	Metabolic Transformation	Dashed										KEGG	Lipid hydroperoxide	oxidized glutathione
1483_1902	1483	1902		*	Metabolic Transformation	Dashed										KEGG	Long-chain acyl-CoA	coenzyme A
1485_1902	1485	1902		*	Metabolic Transformation	Dashed										KEGG	Long-chain alcohol	coenzyme A
1487_1660	1487	1660		*	Metabolic Transformation	Dashed										Reactome	LysoPtdCho	sn-Glycero-3-phosphocholine
148_156	148	156	*	*	SameComplex	Solid										Reactome	Ano8	Apoa1
1495_1902	1902	1495	*		Metabolic Transformation	Dashed										KEGG	coenzyme A	Medium-chain acyl-CoA
1498_1754	1498	1754		*	Metabolic Transformation	Dashed										KEGG	N(omega)-(ADP-D-ribosyl)-L-arginine	Arginine
1499_1739	1739	1499	*		Metabolic Transformation	Dashed										KEGG	UDP-N-acetylglucosamine	N-Acetyl-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide
149_1756	1756	149	*	*	Enzyme	Solid			*				*	*	*	KEGG	Cysteine	Anpep
14_1686	1686	14	*	*	Enzyme	Solid										KEGG, HMDB	Glutamic acid	Aadat
1500_1739	1739	1500	*		Metabolic Transformation	Dashed										KEGG	UDP-N-acetylglucosamine	N-Acetyl-alpha-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminylproteoglycan
1501_1739	1739	1501	*		Metabolic Transformation	Dashed										KEGG	UDP-N-acetylglucosamine	N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide
